#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T04:32:53 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T04:32:53	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/203/catalog&-order=I&-out=SeqNo&-out=IDs&-out=pmX&-out=pmY&-out=e_pm&-out=Pr&-out=V&-out=B-V&-out=U-B&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1203
#Name: I/203
#Title: Proper Motions, UBV-Phot. & Spectral Class Region 7092 (Platais 1994)
#INFO	ivoid=ivo://cds.vizier/i/203	    IVOID of underlying data collection
#INFO	creator=Platais I.	    First author or institution
#INFO	cites=bibcode:1994BICDS..44....9P	    Article or Data origin sources
#INFO	original_date=1994	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/203	    Dataset landing page
#INFO	publication_date=2017-09-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_203_catalog:
#Name: I/203/catalog
#Title: The Catalogue in the region of NGC 7092
#Column	SeqNo	(I4)	[1/7931]+ Sequential number of the star.	[ucd=meta.id;meta.main]
#Column	IDs	(A1)	Simbad column added by the CDS	[ucd=meta.ref]
#Column	pmX	(F6.1)	Relative proper motions in X (2)	[ucd=pos.pm]
#Column	pmY	(F6.1)	Relative proper motions in Y (2)	[ucd=pos.pm]
#Column	e_pm	(F4.1)	Mean standard error of proper motions (6)	[ucd=stat.error]
#Column	Pr	(I3)	Calculated membership probabilities (7)	[ucd=stat.fit.goodness]
#Column	V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-B	(F5.2)	Photographic UBV-photometry data. (see also n_UBV in byte 89)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	RAJ2000	(A11)	Right Ascension (hours), Equinox=J2000 and Epoch=J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (degrees)	[ucd=pos.eq.dec;meta.main]
SeqNo;IDs;pmX;pmY;e_pm;Pr;V;B-V;U-B;RAJ2000;DEJ2000
 201; ;  -1.3;  -4.9; 2.0;  0;13.92; 0.52; 0.52;21 27 12.01;+48 36 49.1
 202; ; -11.6;   0.0; 3.3;  0;15.38; 0.83; 0.32;21 27 12.76;+48 30 33.4
 203; ; -11.7;  -2.4; 3.6;  0;15.70; 0.86; 0.28;21 27 11.79;+48 39 11.1
 204; ;  -8.3;  -4.2; 2.8;  0;15.20; 0.56; 0.02;21 27 16.04;+48 05 51.0
 205; ;  -4.2;   6.2; 2.6;  0;14.96; 0.61; 0.46;21 27 14.61;+48 18 30.8
 206; ;  -1.0;  -1.2; 1.6;  0;12.57; 1.61; 1.11;21 27 17.35;+47 56 33.6
 207; ;  -2.5;  -1.4; 3.3;  0;15.12; 0.65; 0.39;21 27 15.12;+48 16 21.7
 208; ;   2.6;   0.3; 2.9;  0;14.33; 0.77; 0.29;21 27 11.30;+48 51 38.8
 209; ;  -5.0;   3.6; 1.8;  0;12.41; 0.56;-0.15;21 27 15.51;+48 17 04.4
 210; ;   2.7;   2.6; 2.4;  0;14.55; 0.97; 0.38;21 27 15.38;+48 19 01.8
 211; ; -12.6;   0.7; 5.3;  0;14.12; 1.56; 1.34;21 27 17.15;+48 03 35.5
 212; ;   1.0; -11.3; 2.1;  0;13.47; 1.12; 0.51;21 27 18.34;+47 54 54.5
 213; ;   2.5;   1.2; 2.9;  0;14.06; 1.33; 0.90;21 27 13.31;+48 44 32.7
 214; ;  -3.6;  -2.1; 1.7;  0;13.62; 0.66; 0.46;21 27 13.30;+48 45 25.2
 215; ;  -3.9;  -0.4; 1.7;  0;11.01; 0.77; 0.62;21 27 13.82;+48 45 10.0
 216; ;  11.1;  -2.7; 3.6;  0;14.95; 0.75; 0.28;21 27 19.80;+47 58 36.7
 217; ;  -7.2;  -2.4; 2.3;  0;14.37; 0.80; 0.19;21 27 14.36;+48 46 23.5
 218; ;   3.1;  -2.2; 3.0;  0;14.91; 0.74; 0.24;21 27 15.68;+48 39 23.9
 219; ;   8.5;   1.9; 3.5;  0;14.19; 1.67; 1.12;21 27 18.95;+48 12 51.8
 220; ;  -0.3;  -9.0; 2.9;  0;14.67; 0.74; 0.28;21 27 20.66;+47 58 42.1
 221; ;  -6.3;   0.3; 2.9;  0;14.46; 0.71; 0.14;21 27 14.82;+48 51 13.8
 222; ;  -0.2;  -1.9; 1.9;  0;12.27; 1.28; 0.91;21 27 15.94;+48 44 18.0
 223; ;   0.3;   0.2; 1.7;  0;13.78; 0.66; 0.41;21 27 20.26;+48 09 17.0
 224; ;  -4.4;   2.5; 2.1;  0;13.32; 1.23; 0.89;21 27 16.11;+48 48 17.9
 225; ;   2.0;  -1.5; 2.3;  0;13.12; 0.63; 0.49;21 27 15.64;+48 55 02.6
 226; ;   2.2;  -3.1; 1.9;  0;11.91; 1.38; 1.20;21 27 17.64;+48 46 33.7
 227;*;   5.4;   2.0; 2.1;  0; 8.57; 0.05;-0.37;21 27 21.96;+48 10 26.5
 228; ;   1.2;   0.1; 1.9;  0;14.39; 0.72; 0.41;21 27 19.93;+48 28 12.7
 229; ;  -4.0;   1.5; 2.1;  0;13.41; 1.40; 0.96;21 27 21.05;+48 18 58.1
 230; ;  -2.7;   1.3; 2.0;  0;13.75; 0.87; 0.61;21 27 19.34;+48 34 58.5
 231; ;  -2.0;  -0.5; 3.3;  0;14.98; 0.80; 0.51;21 27 20.81;+48 23 57.4
 232; ;   6.1;   4.6; 2.2;  0;12.73; 0.55; 0.17;21 27 17.85;+48 51 20.7
 233; ;   2.3;  11.7; 3.3;  0;14.78; 1.15; 0.44;21 27 23.10;+48 08 35.8
 234; ;  -3.0;  -1.3; 1.8;  0;13.07; 0.40; 0.03;21 27 19.68;+48 37 56.1
 235; ;   9.9;   4.1; 1.7;  0;13.66; 0.75; 0.29;21 27 18.72;+48 46 57.3
 236; ;  -2.9;   1.6; 2.6;  0;14.97; 0.64;-0.17;21 27 24.13;+48 00 49.3
 237; ;  -4.1;  -1.8; 1.7;  0;12.96; 1.40; 0.99;21 27 20.35;+48 36 21.9
 238; ;  -1.5;   1.2; 2.2;  0;14.41; 0.68; 0.51;21 27 22.81;+48 15 53.7
 239; ;  -1.8;  -1.1; 1.8;  0;14.03; 0.58; 0.42;21 27 19.51;+48 43 57.0
 240; ;   0.3;   0.6; 1.6;  0;13.40; 0.64; 0.49;21 27 25.16;+47 56 00.5
 241; ;   4.3;   4.2; 2.9;  0;14.71; 0.77; 0.52;21 27 21.27;+48 30 28.3
 242; ;   0.4;  -8.8; 3.3;  0;13.84; 1.86; 1.66;21 27 23.21;+48 13 47.3
 243; ;  -4.7;  -6.6; 2.1;  0;13.94; 0.94; 0.36;21 27 23.50;+48 11 23.4
 244; ; -12.1;  -0.1; 3.3;  0;15.28; 0.60; 0.59;21 27 21.03;+48 32 33.8
 245; ;  10.0;   5.1; 2.2;  0;14.38; 0.81; 0.33;21 27 25.00;+48 01 58.4
 246; ;   2.5;  -2.1; 2.4;  0;14.74; 0.74; 0.28;21 27 25.39;+47 58 40.9
 247; ;  -7.3;  -8.5; 2.1;  0;14.12; 0.86; 0.68;21 27 23.45;+48 15 45.5
 248; ;   3.0;   2.3; 1.9;  0;12.41; 2.04; 2.14;21 27 22.90;+48 24 57.6
 249; ;   5.1;   5.5; 1.8;  0;13.23; 0.71; 0.39;21 27 25.63;+48 02 23.1
 250; ;   0.3;  -1.6; 1.7;  0;13.91; 0.51; 0.41;21 27 21.03;+48 42 49.0
 251; ; -11.3;   2.7; 2.7;  0;14.47; 0.59; 0.52;21 27 22.69;+48 30 16.0
 252; ;  -6.0;  -4.0; 2.8;  0;13.92; 1.65; 1.52;21 27 27.02;+47 56 40.9
 253; ;  -0.9;   3.2; 3.0;  0;14.82; 0.80; 0.38;21 27 22.04;+48 40 34.7
 254; ;  -2.8;  -2.0; 2.1;  0;14.05; 0.88; 0.32;21 27 22.23;+48 42 33.5
 255; ;  -2.8;  -1.4; 1.6;  0;13.63; 0.64; 0.54;21 27 23.87;+48 28 54.6
 256; ;   1.8;   1.2; 1.7;  0;14.14; 0.47; 0.52;21 27 27.77;+47 58 04.7
 257; ;  -1.3;  -3.3; 1.8;  0;12.69; 0.48; 0.31;21 27 25.56;+48 20 07.0
 258; ;  -7.1;   9.0; 2.9;  0;14.80; 0.62; 0.54;21 27 23.46;+48 37 54.5
 259; ; -11.0;  -2.9; 3.3;  0;14.93; 0.72; 0.42;21 27 23.55;+48 36 53.8
 260; ;   4.8;  10.0; 2.8;  0;14.73; 0.87; 0.25;21 27 27.53;+48 04 38.4
 261; ;  -6.6;   3.7; 3.3;  0;15.21; 0.87; 0.44;21 27 24.75;+48 28 11.0
 262; ;  -0.6;  -2.3; 1.8;  0;14.14; 0.49; 0.26;21 27 28.88;+47 53 22.2
 263;*;  -9.2; -20.2; 2.2; 16; 7.47; 0.19;-0.15;21 27 29.52;+47 48 08.2
 264; ;   5.9;   9.0; 2.0;  0;13.61; 0.74; 0.32;21 27 22.24;+48 53 31.9
 265; ;  -2.2;  -5.6; 1.6;  0;13.67; 0.42; 0.49;21 27 28.70;+47 57 48.5
 266; ;  -1.5;   0.5; 1.8;  0;13.09; 0.52; 0.09;21 27 27.24;+48 12 02.0
 267; ;   0.6;   3.3; 3.3;  0;14.83; 1.11; 0.29;21 27 26.47;+48 23 57.1
 268; ;  -8.5;   4.6; 1.8;  0;13.03; 0.76; 0.26;21 27 26.07;+48 26 48.9
 269; ;  -1.9;   1.1; 2.6;  0;14.61; 0.58; 0.54;21 27 28.50;+48 07 14.3
 270; ;  -0.2;  -1.9; 2.2;  0;14.49; 0.61; 0.55;21 27 26.07;+48 29 10.5
 271; ;   5.0;   3.2; 2.6;  0;14.36; 0.79; 0.37;21 27 24.51;+48 45 53.2
 272; ;   0.6;  -4.7; 1.9;  0;12.98; 1.48; 1.64;21 27 26.08;+48 32 15.2
 273; ;  11.1;  -0.8; 2.8;  0;14.98; 0.83; 0.38;21 27 26.10;+48 37 11.7
 274; ;   0.4;   2.4; 3.4;  0;14.88; 0.75; 0.25;21 27 25.08;+48 45 48.4
 275; ;  18.8;  28.2; 2.8;  0;14.70; 1.03; 0.67;21 27 30.27;+48 02 27.2
 276; ;   1.6;  -1.5; 3.3;  0;15.05; 0.59; 0.37;21 27 31.08;+47 57 53.2
 277; ;  -2.5;   5.9; 1.9;  0;14.28; 0.75; 0.57;21 27 27.47;+48 31 39.6
 278; ;  -1.2; -22.2; 2.6;  0;13.99; 0.90; 0.21;21 27 26.30;+48 43 01.8
 279; ;   4.1;   4.7; 1.8;  0;13.26; 0.53; 0.44;21 27 29.02;+48 20 51.1
 280; ;  -4.5;   4.0; 2.8;  0;14.55; 1.36; 0.97;21 27 28.02;+48 30 47.9
 281; ;  -8.8;   0.4; 1.8;  0;14.05; 0.64; 0.37;21 27 26.27;+48 46 28.5
 282; ;  16.5;  18.1; 2.2;  0;12.78; 0.62; 0.04;21 27 25.55;+48 56 05.7
 283; ;  -2.0;   0.2; 1.6;  0;13.35; 0.78; 0.47;21 27 31.40;+48 05 02.2
 284; ;  14.3;  19.7; 2.3;  0;14.41; 0.88; 0.58;21 27 28.92;+48 30 17.3
 285; ;   3.9;  -8.5; 2.2;  0;14.12; 0.93; 0.54;21 27 30.68;+48 14 11.5
 286; ;   2.6;  -1.2; 2.8;  0;14.27; 1.40; 0.94;21 27 27.35;+48 43 20.3
 287; ;   1.0;  -2.9; 3.8;  0;13.71; 1.04; 0.30;21 27 25.75;+48 57 05.7
 288; ;  -1.4;   4.7; 2.2;  0;12.19; 0.74; 0.20;21 27 26.21;+48 53 06.4
 289; ;  -6.8;  -8.1; 1.9;  0;13.45; 0.72; 0.17;21 27 33.82;+47 46 28.8
 290; ;   4.0;   9.1; 3.3;  0;15.09; 0.84; 0.24;21 27 32.82;+47 58 06.9
 291; ;  10.3;   0.5; 1.9;  0;14.27; 0.77; 0.52;21 27 30.81;+48 16 26.7
 292; ;  -6.2;  -8.4; 2.9;  0;14.78; 0.57; 0.43;21 27 33.07;+47 55 36.1
 293; ;  -1.1;   9.2; 3.4;  0;14.63; 0.93; 0.19;21 27 34.08;+47 49 37.1
 294; ;   1.9;   4.2; 2.0;  0;12.47; 2.23; 2.26;21 27 30.58;+48 21 40.9
 295; ;  -6.7;  -2.0; 2.0;  0;12.88; 1.70; 1.51;21 27 28.94;+48 35 20.4
 296; ;  -3.6;  -2.3; 3.3;  0;14.41; 1.49; 0.86;21 27 31.25;+48 17 22.4
 297; ;   2.5;   2.8; 2.1;  0;12.58; 2.24; 2.33;21 27 30.55;+48 24 39.1
 298; ;   3.2;   1.9; 1.5;  0;13.07; 0.95; 0.50;21 27 30.87;+48 22 28.3
 299; ;  -1.8;   3.5; 3.3;  0;15.12; 0.89; 0.46;21 27 31.81;+48 14 04.5
 300; ;  -5.7;  -2.3; 3.1;  0;13.81; 1.44; 1.08;21 27 27.71;+48 49 53.1
 301; ;  -2.3;  -1.4; 1.8;  0;13.14; 0.43; 0.34;21 27 30.74;+48 25 20.4
 302; ;  -3.4;   2.1; 1.6;  0;13.60; 0.63; 0.34;21 27 33.84;+47 59 02.9
 303; ;   0.4;   2.5; 2.2;  0;13.92; 1.12; 0.65;21 27 34.18;+47 56 47.0
 304; ;   8.6;   8.2; 1.9;  0;12.58; 0.61; 0.03;21 27 34.86;+47 51 56.4
 305; ;  -6.6; -16.3; 1.8; 72;12.41; 0.66; 0.18;21 27 31.64;+48 19 19.4
 306; ;  -0.3;   0.6; 2.9;  0;15.31; 0.51; 0.46;21 27 29.88;+48 35 34.0
 307; ;   4.0;  -0.8; 1.8;  0;14.34; 0.55;-0.06;21 27 29.70;+48 38 33.8
 308; ;  -0.1;   1.2; 1.7;  0;11.73; 0.38; 0.11;21 27 34.69;+47 55 32.6
 309; ;  -4.3;   2.0; 2.8;  0;14.30; 1.46; 0.96;21 27 30.76;+48 32 10.5
 310; ;  -4.6;   1.2; 2.6;  0;14.77; 0.57; 0.37;21 27 31.43;+48 27 09.9
 311; ;  -2.6;  -8.3; 2.6;  0;14.06; 1.39; 1.07;21 27 29.83;+48 42 34.9
 312; ;   1.8;   0.6; 3.1;  0;15.04; 0.68; 0.46;21 27 33.73;+48 10 58.3
 313; ;   5.6;  -1.6; 2.2;  0;14.52; 0.68; 0.46;21 27 33.28;+48 15 26.7
 314; ;   1.8;   2.5; 2.6;  0;14.77; 0.65; 0.40;21 27 30.08;+48 43 15.0
 315; ;  -5.0;  -6.8; 1.8;  0;12.64; 0.65; 0.26;21 27 31.59;+48 30 21.7
 316; ;  10.9;   3.6; 1.8;  0;12.43; 0.67; 0.14;21 27 30.74;+48 40 20.2
 317; ;   3.9;  -1.9; 3.0;  0;14.57; 0.81; 0.30;21 27 36.52;+47 49 08.2
 318; ;   1.0;  -4.8; 1.7;  0;13.72; 0.72; 0.11;21 27 36.23;+47 51 56.8
 319; ;  -2.6;   7.4; 2.1;  0;14.14; 0.77; 0.58;21 27 33.14;+48 20 05.5
 320; ;  -2.0;   1.0; 2.8;  0;14.56; 0.90; 0.17;21 27 32.03;+48 30 26.4
 321; ;   1.0;   2.0; 2.7;  0;14.58; 0.50; 0.35;21 27 35.22;+48 03 18.6
 322; ;  -6.0;  -3.3; 2.2;  0;14.68; 0.41; 0.36;21 27 31.82;+48 34 49.3
 323; ;  -2.5;   1.7; 2.2;  0;14.50; 0.59; 0.20;21 27 35.61;+48 02 42.0
 324; ;  -1.3;   1.0; 2.3;  0;13.53; 1.78; 1.37;21 27 33.70;+48 20 43.1
 325; ;  -0.5;   3.1; 2.8;  0;14.26; 0.65; 0.36;21 27 29.99;+48 55 12.4
 326; ;   4.0;   3.9; 3.3;  0;14.74; 0.71; 0.39;21 27 35.44;+48 09 30.3
 327; ;   0.1;   0.8; 2.8;  0;14.42; 1.21; 0.70;21 27 36.33;+48 03 20.9
 328; ;  -6.2;  -7.7; 3.3;  0;15.02; 0.94; 0.45;21 27 34.86;+48 16 13.2
 329; ;   5.7;   3.4; 1.7;  0;13.87; 0.65; 0.17;21 27 36.96;+47 58 49.8
 330; ;  10.9;   5.7; 1.6;  0;11.94; 0.50; 0.07;21 27 34.39;+48 22 20.9
 331; ;  -4.0;  -9.3; 2.2;  0;11.88; 1.03; 0.47;21 27 30.50;+48 56 44.7
 332; ;   3.0;   6.5; 2.6;  0;15.28; 0.61; 0.53;21 27 34.08;+48 26 23.6
 333; ;   6.4;  -0.4; 2.9;  0;14.79; 0.80; 0.38;21 27 31.47;+48 49 35.1
 334; ;  -3.1;  -5.2; 1.9;  0;12.04; 1.21; 0.91;21 27 31.52;+48 48 59.4
 335; ;  -1.4;  -1.5; 1.7;  0;13.84; 0.55; 0.61;21 27 34.08;+48 30 46.7
 336; ;  -3.8;   0.5; 2.2;  0;13.61; 1.49; 1.21;21 27 36.52;+48 09 02.3
 337; ;  -2.8;  -3.1; 2.8;  0;15.29; 0.61; 0.35;21 27 32.69;+48 44 53.3
 338; ; -13.5;  -3.9; 2.8;  0;15.17; 0.63; 0.54;21 27 36.97;+48 08 56.8
 339; ; -16.5;  -8.2; 1.8;  0;13.99; 0.89; 0.27;21 27 33.50;+48 39 46.1
 340; ;   1.4;   2.1; 2.3;  0;13.57; 1.55; 1.47;21 27 32.59;+48 49 50.3
 341; ; -13.5;   5.8; 4.4;  0;15.11; 0.68; 0.45;21 27 35.93;+48 19 13.4
 342; ;  -0.6;  -0.5; 2.1;  0;12.64; 2.16; 2.07;21 27 38.26;+48 00 27.4
 343; ;  -4.2;  -0.7; 1.8;  0;11.45; 1.32; 0.94;21 27 39.60;+47 48 46.6
 344; ;  -4.0;   3.5; 2.6;  0;14.83; 0.72; 0.22;21 27 33.14;+48 46 31.0
 345; ;  18.6;  26.9; 1.8;  0;12.60; 0.90; 0.66;21 27 35.24;+48 33 45.0
 346; ;  -0.4;   0.5; 2.6;  0;14.81; 0.61; 0.42;21 27 33.86;+48 44 44.1
 347; ;   7.8;  12.3; 1.6;  0;13.06; 1.02; 0.47;21 27 37.79;+48 10 51.5
 348; ;  -4.5;   1.9; 3.6;  0;15.23; 0.58; 0.21;21 27 33.59;+48 48 40.0
 349; ;   6.8;   4.5; 1.7;  0;12.60; 1.81; 1.64;21 27 37.75;+48 14 21.4
 350; ;   3.4;   0.3; 1.7;  0;12.73; 1.53; 1.27;21 27 40.42;+47 50 57.9
 351; ;  -1.2;   1.2; 3.3;  0;13.99; 1.72; 1.11;21 27 37.30;+48 20 02.7
 352; ;   3.8;  -0.6; 1.7;  0;14.06; 0.40; 0.34;21 27 39.18;+48 05 36.7
 353; ;  -3.0;  -2.4; 2.1;  0;13.34; 1.51; 1.04;21 27 39.72;+48 00 57.8
 354; ;   3.8;  -9.3; 2.8;  0;14.90; 0.91; 0.23;21 27 36.80;+48 28 45.7
 355; ;  -3.9;   0.1; 1.6;  0;13.77; 0.47; 0.24;21 27 38.37;+48 15 01.2
 356; ;   3.8;   4.2; 1.6;  0;11.36; 0.33;-0.12;21 27 36.73;+48 31 04.5
 357; ;   2.0;   1.8; 3.3;  0;14.95; 0.96; 0.44;21 27 39.50;+48 08 01.5
 358; ;   4.3;   3.2; 2.7;  0;14.17; 0.90; 0.32;21 27 34.80;+48 50 12.0
 359; ;  -0.6;   1.0; 1.9;  0;13.30; 0.46; 0.43;21 27 35.14;+48 49 53.9
 360; ;  -2.2;  -2.2; 1.7;  0;13.71; 0.67; 0.42;21 27 40.71;+48 00 21.5
 361; ;  -1.9;   2.5; 1.7;  0;12.95; 0.52; 0.36;21 27 38.25;+48 24 05.7
 362; ;   0.1;   9.5; 3.3;  0;15.00; 1.00; 0.30;21 27 39.11;+48 17 23.6
 363; ;   8.8;  -6.6; 3.3;  0;14.75; 0.98; 0.63;21 27 37.01;+48 41 24.7
 364; ;  -3.0;   0.1; 2.1;  0;14.55; 0.45; 0.35;21 27 41.64;+48 00 18.9
 365; ;  -2.0;  -0.6; 2.8;  0;14.56; 0.63; 0.19;21 27 41.19;+48 05 12.8
 366; ; -10.8;   2.9; 2.7;  0;13.84; 1.35; 0.86;21 27 38.02;+48 34 11.4
 367; ;   0.5;  -4.0; 2.2;  0;13.45; 0.29; 0.17;21 27 36.07;+48 52 47.4
 368; ;  -3.6;  -3.5; 3.3;  0;15.21; 0.57; 0.42;21 27 37.23;+48 43 33.1
 369; ;  14.9;  -0.2; 1.6;  0;11.74; 0.64; 0.08;21 27 41.64;+48 06 44.9
 370; ;  -0.9;  -1.2; 1.9;  0;13.56; 0.87; 0.34;21 27 43.14;+47 53 36.4
 371; ;   1.7;  -5.8; 2.2;  0;14.38; 0.78; 0.31;21 27 39.14;+48 30 53.7
 372; ;  -7.0;   1.2; 2.1;  0;14.20; 0.68; 0.47;21 27 40.12;+48 21 53.4
 373; ;  -0.6;  -2.6; 2.2;  0;13.82; 1.36; 1.04;21 27 39.21;+48 31 12.7
 374; ;   0.1;  -2.3; 3.3;  0;15.23; 0.75; 0.32;21 27 41.91;+48 08 15.1
 375; ;   2.8;  -2.4; 2.3;  0;14.75; 0.51; 0.42;21 27 38.79;+48 36 34.7
 376; ;  -3.4;  -2.7; 1.7;  0;13.88; 0.50; 0.43;21 27 37.35;+48 51 49.6
 377; ;  -3.2;  -0.5; 2.0;  0;14.02; 0.33; 0.33;21 27 44.77;+47 45 08.4
 378; ;   0.4;   2.0; 1.7;  0;12.42; 0.44; 0.15;21 27 39.94;+48 29 40.1
 379; ;   2.2;  -3.4; 1.7;  0;13.71; 0.58; 0.59;21 27 37.56;+48 52 43.4
 380; ;   1.1;   6.3; 2.3;  0;14.91; 0.43; 0.47;21 27 39.78;+48 33 40.1
 381; ;   8.2;  -7.0; 2.6;  0;14.01; 0.93; 0.89;21 27 40.95;+48 27 49.7
 382; ;   2.7;  -4.3; 3.3;  0;15.22; 0.63; 0.26;21 27 43.96;+48 02 39.8
 383; ;   6.0;   8.0; 2.2;  0;14.21; 0.92; 0.40;21 27 41.30;+48 27 14.8
 384; ;  -2.3;  -1.2; 1.9;  0;13.15; 0.47; 0.37;21 27 45.45;+47 48 57.0
 385; ; -11.7;  -5.2; 2.0;  0;13.85; 0.68; 0.36;21 27 45.83;+47 46 38.1
 386; ;   2.1;   2.4; 1.7;  0;13.97; 0.43; 0.49;21 27 41.15;+48 31 06.7
 387; ;  -0.7;   1.9; 2.8;  0;15.04; 0.55; 0.42;21 27 43.46;+48 10 31.9
 388; ;  18.4;   0.1; 2.2;  0;14.31; 0.90; 0.88;21 27 41.74;+48 27 49.0
 389; ;   0.9;  -5.2; 2.1;  0;14.04; 0.84; 0.22;21 27 44.54;+48 01 16.0
 390; ;  -6.5; -14.2; 2.1;  5;14.09; 0.91; 0.38;21 27 41.18;+48 31 57.1
 391; ;  -5.2;  -2.5; 2.8;  0;14.90; 0.95; 0.27;21 27 41.25;+48 35 12.5
 392; ;  -3.6;   0.0; 2.1;  0;14.27; 0.76; 0.45;21 27 44.46;+48 06 54.1
 393; ;  -2.5;   2.0; 2.3;  0;14.61; 0.64; 0.43;21 27 42.94;+48 21 49.4
 394; ;   8.4;   5.0; 2.2;  0;14.53; 0.61; 0.35;21 27 44.96;+48 05 47.0
 395; ;  -4.8;   3.1; 2.8;  0;14.75; 0.95; 0.30;21 27 43.39;+48 19 29.0
 396; ;  -1.0;  -4.2; 1.7;  0;13.69; 0.63; 0.28;21 27 47.29;+47 44 44.9
 397; ;  -0.2;   2.0; 1.8;  0;14.22; 0.58; 0.52;21 27 46.67;+47 54 11.5
 398; ;   3.0;  -2.8; 2.6;  0;14.77; 0.57; 0.37;21 27 41.07;+48 47 00.5
 399; ;   2.5;   1.7; 3.3;  0;14.23; 1.60; 1.29;21 27 46.08;+48 02 01.2
 400; ;  -2.4;   3.2; 2.8;  0;14.98; 0.65; 0.33;21 27 46.57;+47 57 35.7
 401; ;   5.4;   3.3; 1.8;  0;11.13; 1.60; 0.37;21 27 47.84;+47 49 02.2
 402; ;  -2.5;  -1.7; 1.7;  0;13.97; 0.43; 0.42;21 27 40.92;+48 51 59.1
 403; ;   1.9;  -0.4; 2.1;  0;14.36; 0.46; 0.39;21 27 41.43;+48 48 42.4
 404; ;   6.5;  -0.3; 2.2;  0;14.38; 0.82; 0.30;21 27 42.43;+48 40 51.7
 405; ;   8.3;  -0.2; 2.8;  0;15.12; 0.85; 0.45;21 27 44.77;+48 20 36.3
 406;*;   1.3;  -1.3; 1.8;  0; 9.10; 1.61; 1.75;21 27 48.15;+47 48 55.0
 407; ;   0.8;  -3.8; 1.7;  0;11.66; 0.68; 0.11;21 27 47.41;+47 56 55.7
 408; ;   2.2;   1.4; 1.8;  0;14.02; 0.86; 0.41;21 27 44.71;+48 22 10.0
 409; ;   1.2;  -2.4; 1.7;  0;13.17; 1.25; 0.60;21 27 46.07;+48 09 40.3
 410; ;  -0.7;   1.4; 2.4;  0;14.57; 1.02; 0.46;21 27 43.00;+48 37 40.2
 411; ;  -3.2;   3.2; 4.3;  0;14.83; 0.78; 0.43;21 27 47.76;+47 55 19.0
 412; ;  36.9;  31.7; 1.7;  0;12.47; 0.50;-0.08;21 27 44.85;+48 28 10.9
 413; ;  16.4; -11.1; 2.7;  0;14.33; 0.88; 0.13;21 27 49.33;+47 45 16.8
 414; ;   2.9;   4.8; 1.8;  0;14.03; 0.68; 0.41;21 27 48.22;+47 56 23.7
 415;*;   0.2;  -3.5; 1.6;  0;10.34; 1.62; 1.41;21 27 46.81;+48 09 36.1
 416; ;   3.3;   4.6; 2.2;  0;14.59; 0.51; 0.38;21 27 45.81;+48 19 06.3
 417; ;   7.7;   3.6; 2.8;  0;15.39; 0.57; 0.44;21 27 43.74;+48 38 33.4
 418; ;  -1.0;  -2.5; 1.6;  0;13.85; 0.45; 0.42;21 27 46.49;+48 13 54.5
 419; ;   0.7;   2.8; 2.6;  0;15.08; 0.64; 0.44;21 27 45.35;+48 24 53.3
 420; ;  -8.5;  -9.5; 3.5;  0;15.21; 0.82; 0.25;21 27 45.39;+48 25 05.5
 421; ;   4.3;   1.4; 2.1;  0;14.21; 0.66; 0.46;21 27 48.33;+47 59 52.0
 422; ;  -3.0;   3.6; 3.0;  0;14.79; 0.82; 0.23;21 27 48.90;+47 54 37.2
 423; ; -10.3;  -7.5; 1.7;  0;13.70; 0.93; 0.34;21 27 47.09;+48 13 07.1
 424; ;  -7.1;   1.4; 2.3;  0;13.93; 1.37; 0.93;21 27 43.63;+48 48 38.1
 425; ;  -2.7;  -0.3; 1.6;  0;11.98; 0.34; 0.02;21 27 45.90;+48 30 59.4
 426; ; -15.4;  -4.6; 2.0;  0;13.81; 0.76; 0.36;21 27 50.11;+47 51 35.6
 427; ;  -0.1;   1.2; 1.8;  0;12.09; 0.23;-0.01;21 27 50.94;+47 45 06.1
 428; ;   6.6;   2.2; 2.4;  0;14.51; 0.93; 0.22;21 27 46.49;+48 31 32.0
