#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:22:37 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:22:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/401/531/table8&-order=I&-out=Seq&-out=NL&-out=RA2000&-out=DE2000&-out=Np&-out=pmX&-out=e_pmX&-out=pmY&-out=e_pmY&-out=Vmag&-out=B-V&-out=Prob&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_34010531
#Name: J/A+A/401/531
#Title: Proper motions in NGC 7243 (Jilinski+, 2003)
#INFO	ivoid=ivo://cds.vizier/j/a+a/401/531	    IVOID of underlying data collection
#INFO	creator=Jilinski E.G.	    First author or institution
#INFO	cites=bibcode:2003A&A...401..531J	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/401/531	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.34010531	    Dataset identifier that can be used for citation
#INFO	publication_date=2012-09-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1949.830:	eq_FK5 J2000
#Table	J_A_A_401_531_table8:
#Name: J/A+A/401/531/table8
#Title: Star positions, proper motions, BV photometry, and membership probabilities
#Column	Seq	(I4)	[1/2623] Sequence number of the star	[ucd=meta.id]
#Column	NL	(I3)	[]? Identification from Lengauer (1)	[ucd=meta.id]
#Column	RA2000	(A11)	Right Ascension Eq=2000.0, Ep=1949.83 (3)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A11)	Declination	[ucd=pos.eq.dec;meta.main]
#Column	Np	(I2)	? Number of astrometric plate pairs used	[ucd=meta.id;instr.plate]
#Column	pmX	(F5.1)	? Relative proper motions in X	[ucd=pos.pm;pos.cartesian.x]
#Column	e_pmX	(F4.1)	? Standard error in pmX	[ucd=stat.error]
#Column	pmY	(F5.1)	? Relative proper motions in Y	[ucd=pos.pm;pos.cartesian.y]
#Column	e_pmY	(F4.1)	? Standard error in pmY	[ucd=stat.error]
#Column	Vmag	(F6.3)	? V magnitude of a star	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? (B-V) colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Prob	(I2)	? Membership probability	[ucd=stat]
#Column	_RA.icrs	(A11)	Right ascension (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(A11)	Declination (ICRS) at Epoch=J1949.83 (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
Seq;NL;RA2000;DE2000;Np;pmX;e_pmX;pmY;e_pmY;Vmag;B-V;Prob;_RA.icrs;_DE.icrs
 143;   ;22 16 04.44;+49 24 45.3;10; -1.2; 0.5; -1.8; 0.7;13.530; 0.690; 4;22 16 04.52;+49 24 45.3
 144;726;22 16 06.58;+49 25 01.4;10; 25.2; 1.1; 20.2; 0.7;11.910; 0.800; 0;22 16 06.66;+49 25 01.4
 145;800;22 15 57.07;+49 22 25.4;10; 20.0; 0.8;  4.1; 0.5;11.350; 0.510; 0;22 15 57.15;+49 22 25.4
 146;   ;22 15 51.73;+49 24 02.8; 9;  1.7; 1.4;  0.0; 0.5;13.350; 0.700;97;22 15 51.81;+49 24 02.8
 147;720;22 15 46.28;+49 24 51.0;10;  2.5; 0.9;  2.8; 0.6;13.180; 0.500;73;22 15 46.36;+49 24 51.0
 148;716;22 15 34.82;+49 22 30.5;10; 27.7; 0.8; 21.4; 0.9;12.440; 0.940; 0;22 15 34.90;+49 22 30.5
 149;   ;22 15 37.08;+49 21 06.0;10; -1.0; 0.6; -1.1; 0.4;12.500; 1.130;15;22 15 37.16;+49 21 06.0
 150;   ;22 15 35.07;+49 20 41.0;10; -6.1; 1.4; -0.6; 1.4;13.500; 0.830; 0;22 15 35.15;+49 20 41.0
 151;793;22 15 19.37;+49 19 59.5;10; -5.6; 1.7; -2.3; 0.6;11.390; 0.450; 0;22 15 19.45;+49 19 59.5
 152;   ;22 15 15.56;+49 21 04.6;10; -2.1; 1.6;  0.3; 1.0;13.790; 0.720; 1;22 15 15.64;+49 21 04.6
 153;   ;22 15 16.23;+49 22 04.9; 9;  7.2; 1.2;  1.0; 1.0;13.980; 0.830; 1;22 15 16.31;+49 22 04.9
 154;   ;22 15 09.06;+49 21 05.9; 9;  4.9; 1.1;  4.4; 0.7;12.390; 1.460; 0;22 15 09.14;+49 21 05.9
 155;   ;22 15 08.49;+49 20 31.8; 8;-12.8; 1.1;-41.1; 0.5;13.120; 1.450; 0;22 15 08.57;+49 20 31.8
 156;791;22 15 03.05;+49 22 05.7;10; -5.7; 1.1; -5.2; 0.9;12.790; 0.820; 0;22 15 03.13;+49 22 05.7
 157;   ;22 15 01.57;+49 23 32.0;  ;     ;    ;     ;    ;13.830; 0.690;  ;22 15 01.65;+49 23 32.0
 158;709;22 15 00.52;+49 23 24.5;10; -4.5; 1.1;  1.3; 0.9;12.120; 0.200; 0;22 15 00.60;+49 23 24.5
 159;   ;22 14 57.50;+49 24 48.4;10; -1.0; 1.2;  0.3; 0.8;13.550; 0.750;22;22 14 57.58;+49 24 48.4
 160;   ;22 14 54.48;+49 24 09.6; 9; -6.8; 1.3; -3.9; 1.0;13.590; 1.070; 0;22 14 54.56;+49 24 09.6
 161;   ;22 14 50.34;+49 24 32.3; 9;  0.0; 1.1;  2.9; 1.0;14.410; 0.580;13;22 14 50.42;+49 24 32.3
 162;   ;22 14 50.68;+49 22 40.1;10;-10.5; 1.1;  1.9; 1.2;12.950; 1.060; 0;22 14 50.76;+49 22 40.1
 163;705;22 14 45.53;+49 22 32.4;10;  2.5; 0.8;  1.7; 0.7;11.270; 1.510;95;22 14 45.61;+49 22 32.4
 164;789;22 14 51.67;+49 20 53.6;10; -1.9; 0.6; -2.2; 0.4;11.050; 0.430; 0;22 14 51.75;+49 20 53.6
 165;786;22 14 45.21;+49 21 10.1;  ;     ;    ;     ;    ; 9.180; 0.950;  ;22 14 45.29;+49 21 10.1
 166;785;22 14 43.22;+49 21 15.6;  ;     ;    ;     ;    ;      ;      ;  ;22 14 43.30;+49 21 15.6
 167;   ;22 14 38.20;+49 21 08.2; 9; -9.4; 1.0; -6.2; 0.8;13.360; 0.890; 0;22 14 38.28;+49 21 08.2
 168;   ;22 14 38.54;+49 22 34.7;10; -0.2; 1.4;  1.6; 0.7;13.600; 0.680;50;22 14 38.62;+49 22 34.7
 169;   ;22 14 39.03;+49 23 32.9;10; -2.3; 1.1; -0.2; 1.2;14.050; 0.580; 0;22 14 39.11;+49 23 32.9
 170;   ;22 14 41.33;+49 23 55.2; 9;  0.2; 1.5;  1.8; 0.8;12.470; 1.670;62;22 14 41.41;+49 23 55.2
 171;   ;22 14 28.06;+49 20 46.3;10; -2.3; 1.2; -2.8; 0.9;14.090; 0.570; 0;22 14 28.14;+49 20 46.3
 172;703;22 14 32.63;+49 22 47.7;10;-17.2; 0.9; -4.2; 0.4;12.220; 0.530; 0;22 14 32.71;+49 22 47.7
 173;702;22 14 27.52;+49 23 20.8;10; -1.2; 0.9;  1.0; 0.4;12.610; 0.610;12;22 14 27.60;+49 23 20.8
 174;701;22 14 21.13;+49 22 56.6; 9;  0.4; 1.8;  3.5; 0.6;13.100; 0.560; 6;22 14 21.21;+49 22 56.6
 175;   ;22 14 15.24;+49 21 51.5; 8; -6.2; 0.7; -4.6; 0.7;13.850; 0.870; 0;22 14 15.32;+49 21 51.5
 176;   ;22 14 11.80;+49 22 02.0; 8;  0.0; 1.7; -6.1; 1.4;13.790; 0.890; 0;22 14 11.88;+49 22 02.0
 177;   ;22 14 15.83;+49 23 42.0; 9; -1.4; 1.5; -5.1; 0.8;13.260; 1.250; 0;22 14 15.91;+49 23 42.0
 178;   ;22 13 56.56;+49 23 33.8; 9; -0.1; 1.3; -2.4; 1.4;13.010; 1.360;20;22 13 56.64;+49 23 33.8
 179;779;22 13 59.35;+49 20 21.7;10;-11.8; 0.9; -0.9; 1.1;12.260; 0.850; 0;22 13 59.43;+49 20 21.7
 180;778;22 13 57.72;+49 19 50.6;10; -0.6; 0.7; -8.2; 1.0;12.170; 1.130; 0;22 13 57.80;+49 19 50.6
 181;   ;22 13 53.93;+49 19 55.7;10; -3.3; 0.8; -0.6; 0.5;12.100; 1.940; 0;22 13 54.01;+49 19 55.7
 182;774;22 13 51.04;+49 21 59.2;10; 11.5; 0.5; -4.7; 0.7;12.890; 0.870; 0;22 13 51.12;+49 21 59.2
 183;   ;22 13 42.64;+49 21 05.0; 9;  4.1; 1.1;  0.1; 0.6;14.000; 0.660;95;22 13 42.72;+49 21 05.0
 184;773;22 13 42.03;+49 21 34.8;10; -0.3; 1.0; -2.5; 0.6;12.170; 1.150; 9;22 13 42.11;+49 21 34.8
 185;770;22 13 39.73;+49 21 59.2;10;  4.1; 0.6;  1.1; 1.0;10.940; 1.530;92;22 13 39.81;+49 21 59.2
 186;   ;22 13 30.62;+49 20 49.8; 8;  3.3; 1.7;  2.6; 1.0;14.210; 0.720;75;22 13 30.70;+49 20 49.8
 187;   ;22 13 32.00;+49 21 48.1;10; -5.1; 1.2; -2.3; 0.3;12.880; 0.960; 0;22 13 32.08;+49 21 48.1
 188;769;22 13 32.36;+49 22 15.1;10;  0.1; 1.1;  1.0; 1.1;10.790; 0.450;74;22 13 32.44;+49 22 15.1
 189;691;22 13 29.52;+49 23 24.8;10; -2.0; 0.5;  1.0; 0.7;12.470; 0.280; 1;22 13 29.60;+49 23 24.8
 190;   ;22 13 18.42;+49 22 31.9;  ;     ;    ;     ;    ;      ;      ;  ;22 13 18.50;+49 22 31.9
 191;768;22 13 13.03;+49 20 14.6;10; -3.4; 0.7; -0.2; 0.5;12.540; 0.460; 0;22 13 13.11;+49 20 14.6
 192;765;22 13 03.76;+49 20 17.4;10;  0.0; 0.9;  3.6; 0.3;11.260; 0.170; 2;22 13 03.84;+49 20 17.4
 193;766;22 13 05.83;+49 22 02.2;10;  0.3; 0.9;  0.8; 0.6;10.730; 1.450;84;22 13 05.91;+49 22 02.2
 194;   ;22 13 06.82;+49 23 27.3;10;  0.8; 0.8; -0.2; 0.6;12.120; 1.550;93;22 13 06.90;+49 23 27.3
 195;762;22 12 54.57;+49 22 14.2;  ;     ;    ;     ;    ;      ;      ;  ;22 12 54.65;+49 22 14.2
 196;763;22 12 54.27;+49 22 06.1;  ;     ;    ;     ;    ;      ;      ;  ;22 12 54.35;+49 22 06.1
 197;764;22 12 55.29;+49 21 05.1;10;  3.3; 0.5;  1.3; 0.5;12.620; 0.480;95;22 12 55.37;+49 21 05.1
 198;   ;22 12 44.26;+49 21 49.8; 9;  3.7; 2.0;  3.5; 1.3;13.460; 0.830;22;22 12 44.34;+49 21 49.8
 199;   ;22 12 42.47;+49 21 58.8; 8; 30.9; 1.3; 10.7; 1.3;12.840; 0.980; 0;22 12 42.55;+49 21 58.8
 200;680;22 12 36.63;+49 22 35.9;  ;     ;    ;     ;    ;11.600; 0.580;  ;22 12 36.71;+49 22 35.9
 201;679;22 12 35.87;+49 22 36.5; 7;  4.8; 1.9; -0.2; 1.2;11.230; 1.240;84;22 12 35.95;+49 22 36.5
 202;   ;22 12 45.55;+49 24 26.5; 8;  1.4; 0.5; -3.3; 0.5;13.820; 0.580;22;22 12 45.63;+49 24 26.5
 203;681;22 12 37.19;+49 24 17.3; 9; -8.0; 0.5; -6.2; 0.7;11.870; 1.230; 0;22 12 37.27;+49 24 17.3
 204;   ;22 11 58.78;+49 23 27.5; 8; -1.3; 1.4;  0.1; 0.7;14.170; 0.430;12;22 11 58.86;+49 23 27.5
 205;   ;22 11 44.83;+49 23 21.3;10; -3.9; 1.0;  8.8; 0.7;13.710; 0.910; 0;22 11 44.91;+49 23 21.3
 206;   ;22 11 38.75;+49 20 21.0;10; -5.5; 1.1;  0.0; 1.4;13.470; 0.710; 0;22 11 38.83;+49 20 21.0
 207;   ;22 11 30.37;+49 22 11.5; 9; -0.5; 0.8;  0.1; 1.1;13.210; 0.780;50;22 11 30.45;+49 22 11.5
 208;   ;22 11 29.02;+49 22 20.0;10;  1.1; 1.0;  0.2; 0.9;13.840; 0.570;95;22 11 29.10;+49 22 20.0
 209;   ;22 11 24.10;+49 22 39.0;10; -5.3; 0.5; -6.3; 0.9;12.860; 0.780; 0;22 11 24.18;+49 22 39.0
 210;   ;22 11 26.06;+49 24 06.1; 9;  1.3; 1.9;  1.8; 0.5;11.160; 0.230;88;22 11 26.14;+49 24 06.1
 211;   ;22 11 18.32;+49 23 21.1;10; -1.5; 1.2;  0.1; 0.8;13.300; 0.230; 6;22 11 18.40;+49 23 21.1
 212;   ;22 11 15.04;+49 22 34.2;10;  3.1; 1.4; -0.8; 0.5;11.540; 1.370;97;22 11 15.12;+49 22 34.2
 213;   ;22 11 18.15;+49 21 04.2;10; 13.0; 0.7; 11.1; 1.0;11.610; 1.090; 0;22 11 18.23;+49 21 04.2
 214;   ;22 11 07.53;+49 20 59.2;10; -2.4; 1.0; -3.6; 1.1;11.230; 1.030; 0;22 11 07.61;+49 20 59.2
 215;   ;22 10 57.55;+49 21 38.1;10;  0.8; 0.9;  3.6; 1.2;12.400; 1.550;10;22 10 57.63;+49 21 38.1
 216;   ;22 10 51.83;+49 20 05.1;10; -0.7; 0.9;  0.6; 0.9;12.030; 1.590;40;22 10 51.91;+49 20 05.1
 217;   ;22 10 45.66;+49 21 46.6;10;  8.6; 0.9;  1.3; 1.2;12.930; 0.850; 0;22 10 45.74;+49 21 46.6
 218;   ;22 10 42.66;+49 22 18.6;10; -5.8; 1.2; -0.8; 1.4;12.630; 1.290; 0;22 10 42.74;+49 22 18.6
 219;   ;22 10 38.87;+49 19 49.6; 9;  1.9; 1.3;  1.0; 1.3;11.120; 1.310;97;22 10 38.95;+49 19 49.6
 220;   ;22 10 37.50;+49 21 08.5;10; 16.0; 1.0;  5.1; 0.8;12.390; 1.150; 0;22 10 37.58;+49 21 08.5
 221;   ;22 10 38.18;+49 22 54.7; 9; -6.0; 1.5; -4.3; 0.7;12.890; 1.300; 0;22 10 38.26;+49 22 54.7
 222;   ;22 10 35.06;+49 27 28.8;10; -5.7; 0.9; -0.1; 1.0;12.070; 1.140; 0;22 10 35.14;+49 27 28.8
 223;   ;22 10 59.37;+49 26 40.1;10; -5.7; 1.1; -2.3; 0.6;12.000; 0.480; 0;22 10 59.45;+49 26 40.1
 224;   ;22 11 07.44;+49 25 58.0;10; -1.2; 0.8;  1.4; 0.7;12.170; 0.720; 9;22 11 07.52;+49 25 58.0
 225;   ;22 10 52.00;+49 28 47.5;10; -8.1; 0.5; -2.6; 0.6;11.720; 1.830; 0;22 10 52.08;+49 28 47.5
 226;   ;22 11 22.39;+49 29 31.1;10;  7.6; 1.1; 15.3; 0.4;11.970; 0.640; 0;22 11 22.47;+49 29 31.1
 227;   ;22 11 23.00;+49 26 46.0; 9;  0.8; 1.6; -1.6; 1.4;14.030; 0.600;83;22 11 23.08;+49 26 46.0
 228;   ;22 11 20.13;+49 25 02.8;10;-15.0; 1.8;  5.7; 1.3;13.650; 1.030; 0;22 11 20.21;+49 25 02.8
 229;   ;22 11 37.81;+49 24 47.6;10; -3.5; 0.8; -3.7; 0.4;11.850; 0.650; 0;22 11 37.89;+49 24 47.6
 230;   ;22 11 36.31;+49 25 49.1;10;  3.9; 1.2; 11.1; 0.8;13.090; 0.960; 0;22 11 36.39;+49 25 49.1
 231;   ;22 11 32.85;+49 26 57.1;10; -5.5; 1.1; -1.9; 0.6;11.270; 0.620; 0;22 11 32.93;+49 26 57.1
 232;   ;22 11 39.98;+49 27 58.2;10;  3.5; 1.3; -4.8; 0.6;12.340; 1.450; 0;22 11 40.06;+49 27 58.2
 233;   ;22 11 41.46;+49 28 18.3; 7;  4.5; 1.6;  1.7; 2.2;12.730; 1.410;77;22 11 41.54;+49 28 18.3
 234;   ;22 11 44.19;+49 26 59.0; 9; -0.6; 1.6; -4.4; 1.3;14.020; 0.860; 0;22 11 44.27;+49 26 59.0
 235;   ;22 11 52.68;+49 25 38.5;  ;     ;    ;     ;    ;12.960; 1.460;  ;22 11 52.76;+49 25 38.5
 236;   ;22 11 51.94;+49 25 27.2;  ;     ;    ;     ;    ;13.380; 1.540;  ;22 11 52.02;+49 25 27.2
 237;   ;22 11 52.05;+49 24 55.0; 8;  0.9; 2.0; -0.6; 0.8;13.360; 1.460;93;22 11 52.13;+49 24 55.0
 238;   ;22 12 14.66;+49 25 13.9; 8;  8.6; 1.0;  7.1; 1.3;13.330; 1.330; 0;22 12 14.74;+49 25 13.9
 239;676;22 12 13.70;+49 29 07.8;10;  0.6; 1.4;  3.6; 0.8;13.250; 0.780; 8;22 12 13.78;+49 29 07.8
 240;   ;22 12 20.51;+49 29 18.9; 9; -0.3; 1.8;  6.4; 1.6;14.100; 0.860; 0;22 12 20.59;+49 29 18.9
 241;   ;22 12 20.87;+49 24 58.2;10; -1.8; 1.5;  4.2; 1.0;14.190; 0.540; 0;22 12 20.95;+49 24 58.2
 242;677;22 12 27.00;+49 26 13.4;10; -0.7; 0.8;  0.8; 0.5;11.740; 1.070;36;22 12 27.08;+49 26 13.4
 243;   ;22 12 35.83;+49 27 34.1;10; -4.7; 1.0; -1.1; 0.8;12.990; 0.820; 0;22 12 35.91;+49 27 34.1
 244;   ;22 12 40.03;+49 27 39.1; 9;-11.0; 1.1; -3.2; 0.7;13.650; 0.660; 0;22 12 40.11;+49 27 39.1
 245;   ;22 12 40.32;+49 26 21.8;10; -3.3; 0.9;  4.3; 0.3;12.680; 0.540; 0;22 12 40.40;+49 26 21.8
 246;682;22 12 49.40;+49 26 22.0;10; -1.1; 0.8;  1.8; 0.6;12.130; 0.470; 7;22 12 49.48;+49 26 22.0
 247;   ;22 12 53.30;+49 28 22.0;10;-12.7; 1.3; -5.5; 0.8;13.900; 0.730; 0;22 12 53.38;+49 28 22.0
 248;   ;22 13 12.74;+49 29 02.4; 9; -2.5; 0.8; -0.2; 0.8;12.900; 1.390; 0;22 13 12.82;+49 29 02.4
 249;688;22 13 15.32;+49 27 17.2;10; -5.3; 1.1; -2.6; 0.5;11.430; 1.150; 0;22 13 15.40;+49 27 17.2
 250;   ;22 13 13.25;+49 26 26.0; 9;  2.0; 1.3; -2.5; 0.7;13.760; 0.910;72;22 13 13.33;+49 26 26.0
 251;   ;22 13 16.99;+49 28 34.7;10;  4.7; 1.0;  1.2; 0.9;13.280; 1.490;80;22 13 17.07;+49 28 34.7
 252;   ;22 13 19.22;+49 28 38.8; 9;  1.4; 1.2;  2.9; 0.8;14.150; 0.840;55;22 13 19.30;+49 28 38.8
 253;   ;22 13 26.01;+49 29 11.6;10; -5.9; 0.6;  0.9; 0.8;13.510; 0.600; 0;22 13 26.09;+49 29 11.6
 254;   ;22 13 24.15;+49 27 45.2;10; -2.3; 0.7; -3.3; 0.5;12.670; 0.680; 0;22 13 24.23;+49 27 45.2
 255;   ;22 13 27.54;+49 26 14.1;  ;     ;    ;     ;    ;13.410; 1.120;  ;22 13 27.62;+49 26 14.1
 256;   ;22 13 28.42;+49 26 15.7; 8;  5.7; 0.8; -3.7; 1.5;12.900; 1.110; 0;22 13 28.50;+49 26 15.7
 257;   ;22 13 37.30;+49 28 15.2;  ;     ;    ;     ;    ;      ;      ;  ;22 13 37.38;+49 28 15.2
 258;   ;22 13 38.20;+49 29 29.3; 8;  0.0; 0.5;  0.0; 1.2;13.960; 0.730;78;22 13 38.28;+49 29 29.3
 259;   ;22 13 46.75;+49 29 18.9;10; -5.6; 0.8;  3.2; 0.4;13.610; 0.760; 0;22 13 46.83;+49 29 18.9
 260;   ;22 13 48.94;+49 29 44.9; 9; -1.4; 1.1; -0.8; 0.7;12.080; 1.870; 6;22 13 49.02;+49 29 44.9
 261;   ;22 13 51.22;+49 29 26.9;10;  2.2; 0.7;  2.1; 0.7;12.400; 0.560;90;22 13 51.30;+49 29 26.9
 262;695;22 13 52.78;+49 29 00.2;10;  3.3; 0.6; -6.4; 0.9;11.480; 0.440; 0;22 13 52.86;+49 29 00.2
 263;   ;22 13 50.06;+49 27 58.6;10;  4.7; 1.0; 11.8; 0.9;13.360; 1.490; 0;22 13 50.14;+49 27 58.6
 264;   ;22 13 57.19;+49 28 09.5; 9; -0.2; 1.1; -0.2; 0.9;12.490; 1.420;69;22 13 57.27;+49 28 09.5
 265;   ;22 13 48.49;+49 25 10.8;10; -0.6; 1.1;  4.5; 0.8;14.380; 0.340; 0;22 13 48.57;+49 25 10.8
 266;   ;22 14 06.51;+49 26 12.1;10;  3.7; 0.8;  3.5; 0.8;12.890; 0.880;22;22 14 06.59;+49 26 12.1
 267;   ;22 14 08.20;+49 27 03.1; 9; 11.5; 1.5; 10.2; 0.7;13.440; 0.760; 0;22 14 08.28;+49 27 03.1
 268;698;22 14 13.49;+49 26 18.7; 8;  0.9; 1.5;  4.2; 0.3;12.100; 0.290; 2;22 14 13.57;+49 26 18.7
 269;700;22 14 19.14;+49 29 18.5;10;  6.3; 1.0;  3.8; 0.6;11.270; 0.470; 0;22 14 19.22;+49 29 18.5
 270;704;22 14 33.66;+49 28 22.2;10;  5.9; 0.8;  1.3; 0.7;12.840; 0.630;23;22 14 33.74;+49 28 22.2
 271;   ;22 14 36.95;+49 26 24.0;10; -1.4; 1.1; -0.6; 0.9;13.810; 0.870; 7;22 14 37.03;+49 26 24.0
 272;   ;22 14 44.25;+49 25 39.0; 9;  6.4; 1.9;  6.4; 1.0;13.260; 0.960; 0;22 14 44.33;+49 25 39.0
 273;   ;22 14 52.03;+49 27 06.4; 8;  4.7; 1.4;  0.0; 1.3;13.470; 1.210;88;22 14 52.11;+49 27 06.4
 274;   ;22 14 59.24;+49 27 13.8; 8; -2.5; 1.3;  3.0; 1.1;13.290; 1.600; 0;22 14 59.32;+49 27 13.8
 275;   ;22 14 51.02;+49 29 18.4; 8; -3.9; 1.1;  0.3; 2.0;14.340; 0.830; 0;22 14 51.10;+49 29 18.4
 276;   ;22 14 53.06;+49 29 03.1; 9; -2.6; 1.5; -0.1; 1.0;13.960; 0.670; 0;22 14 53.14;+49 29 03.1
 277;707;22 14 56.03;+49 28 44.1;10;  2.1; 1.1;  2.9; 0.8;11.950; 0.400;65;22 14 56.11;+49 28 44.1
 278;710;22 15 07.57;+49 28 58.3;10; 13.5; 1.3; -1.0; 1.2;12.630; 0.790; 0;22 15 07.65;+49 28 58.3
 279;711;22 15 07.58;+49 28 10.0;10; 12.2; 1.3;  7.9; 0.7;13.050; 0.750; 0;22 15 07.66;+49 28 10.0
 280;   ;22 15 05.56;+49 24 54.0; 8; -2.5; 1.0; -0.2; 0.9;12.670; 1.720; 0;22 15 05.64;+49 24 54.0
 281;   ;22 15 09.75;+49 25 23.2; 9;  5.8; 1.2;  2.6; 1.0;13.990; 0.820; 4;22 15 09.83;+49 25 23.2
 282;   ;22 15 27.66;+49 24 08.0; 9; -3.1; 1.0; -1.1; 1.6;13.310; 0.520; 0;22 15 27.74;+49 24 08.0
 283;714;22 15 27.31;+49 25 14.5;10; -0.7; 0.9; -0.1; 1.0;13.000; 0.380;43;22 15 27.39;+49 25 14.5
 284;   ;22 15 25.84;+49 25 51.5;10; -1.0; 0.9;  0.7; 0.9;13.930; 0.530;23;22 15 25.92;+49 25 51.5
 285;   ;22 15 20.94;+49 28 17.5; 8; -8.6; 1.6;  1.6; 1.5;14.220; 0.840; 0;22 15 21.02;+49 28 17.5
 286;712;22 15 18.95;+49 28 57.2; 9; -5.8; 1.1;  0.5; 0.6;13.170; 0.560; 0;22 15 19.03;+49 28 57.2
 287;   ;22 15 37.72;+49 25 57.9; 8;  5.4; 1.5;  2.9; 1.0;14.180; 0.690; 6;22 15 37.80;+49 25 57.9
 288;   ;22 15 41.48;+49 27 01.6;  ;     ;    ;     ;    ;12.930; 0.630;  ;22 15 41.56;+49 27 01.6
 289;717;22 15 43.11;+49 26 57.4;10;  3.7; 1.0;  1.9; 0.7; 8.710; 0.140;89;22 15 43.19;+49 26 57.4
 290;718;22 15 44.97;+49 27 15.6;  ;     ;    ;     ;    ;12.180; 0.730;  ;22 15 45.05;+49 27 15.6
 291;721;22 15 52.03;+49 26 16.4;10; -3.4; 0.9; -0.3; 0.6;10.250; 1.110; 0;22 15 52.11;+49 26 16.4
 292;723;22 15 54.74;+49 27 26.8;10;  2.0; 1.0;  2.8; 1.1;13.190; 0.360;70;22 15 54.82;+49 27 26.8
 293;722;22 15 54.19;+49 28 49.5;10;-10.1; 0.8;  6.6; 0.9;12.010; 0.910; 0;22 15 54.27;+49 28 49.5
 294;   ;22 16 02.30;+49 28 40.2;10;  3.6; 0.8;  3.7; 0.7;13.510; 0.660;13;22 16 02.38;+49 28 40.2
 295;725;22 16 03.37;+49 27 43.0;10;  2.4; 0.8;  0.9; 0.6;11.560; 0.940;97;22 16 03.45;+49 27 43.0
 296;   ;22 16 02.14;+49 27 22.5; 8; -5.5; 0.9;  4.6; 1.4;13.560; 0.760; 0;22 16 02.22;+49 27 22.5
 297;728;22 16 07.41;+49 26 40.0;10;  2.8; 1.0;  6.1; 1.1;13.290; 0.830; 0;22 16 07.49;+49 26 40.0
 298;729;22 16 12.98;+49 29 16.7;10;  3.3; 0.6;  0.8; 0.6;11.900; 1.450;97;22 16 13.06;+49 29 16.7
 299;730;22 16 15.03;+49 28 50.6;10; -5.2; 0.9; -2.4; 0.8;13.220; 0.710; 0;22 16 15.11;+49 28 50.6
 300;   ;22 16 22.47;+49 27 38.7; 9; -0.9; 1.4; -8.0; 1.4;13.480; 0.730; 0;22 16 22.55;+49 27 38.7
 301;   ;22 16 22.02;+49 25 59.0;10; -3.3; 0.6; -4.9; 0.7;13.170; 0.840; 0;22 16 22.10;+49 25 59.0
 302;   ;22 16 19.51;+49 25 32.2;10; -1.0; 1.3;  1.4; 1.0;14.210; 0.760;15;22 16 19.59;+49 25 32.2
 303;735;22 16 35.59;+49 25 02.7; 9; 84.4; 1.3; 55.1; 1.0; 9.190; 0.610; 0;22 16 35.67;+49 25 02.7
 304;734;22 16 35.43;+49 26 27.5;10;  4.5; 1.2;  3.0; 0.4;12.090; 0.660;24;22 16 35.51;+49 26 27.5
 305;   ;22 16 32.89;+49 29 02.3; 8; -2.6; 0.5;  1.0; 1.5;14.260; 0.670; 0;22 16 32.97;+49 29 02.3
 306;737;22 16 44.31;+49 29 22.0;10; -6.8; 0.9; -1.7; 0.4;11.630; 1.170; 0;22 16 44.39;+49 29 22.0
 307;   ;22 16 45.49;+49 28 24.4;10; -3.5; 0.9; -1.0; 0.8;13.370; 0.790; 0;22 16 45.57;+49 28 24.4
 308;   ;22 16 51.90;+49 28 14.6;10; -2.2; 1.1;-24.3; 1.3;12.090; 0.930; 0;22 16 51.98;+49 28 14.6
 309;739;22 16 52.75;+49 28 17.2;10; -1.1; 0.9;-25.0; 0.9;10.870; 0.630; 0;22 16 52.83;+49 28 17.2
 310;   ;22 16 59.14;+49 28 46.9;10;  1.6; 0.7;  1.0; 1.0;13.860; 0.880;96;22 16 59.22;+49 28 46.9
