#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:13:20 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:13:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PAZh/36/16/stars&-order=I&-out=Cluster&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=V-Rc&-out=e_V-Rc&-out=V-Ic&-out=e_V-Ic&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_90360016
#Name: J/PAZh/36/16
#Title: Photometry in 6 galactic open star clusters (Glushkova+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pazh/36/16	    IVOID of underlying data collection
#INFO	creator=Glushkova E.V.	    First author or institution
#INFO	cites=bibcode:2010PAZh...36...16G	    Article or Data origin sources
#INFO	editor=Pis'ma v Astronomicheskii Zhurnal	    Editor name (article)
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PAZh/36/16	    Dataset landing page
#INFO	publication_date=2017-07-11	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PAZh_36_16_stars:
#Name: J/PAZh/36/16/stars
#Title: Combined table from original tables
#Column	Cluster	(a7)	Cluster name	[ucd=meta.id.parent]
#Column	RAJ2000	(F10.6)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Error on V	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson color index B-V	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? Error on B-V (1)	[ucd=stat.error;phot.color;em.opt.B]
#Column	V-Rc	(F6.3)	? Johnson-Cousins color index V-Rc (1)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	e_V-Rc	(F6.3)	? Error on V-Rc (1)	[ucd=stat.error;phot.color;em.opt.V]
#Column	V-Ic	(F6.3)	? Johnson-Cousins color index V-Ic (1)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	e_V-Ic	(F6.3)	? Error on V-Ic (1)	[ucd=stat.error;phot.color;em.opt.V]
Cluster;RAJ2000;DEJ2000;Vmag;e_Vmag;B-V;e_B-V;V-Rc;e_V-Rc;V-Ic;e_V-Ic
NGC7245;333.740963;+54.354919;18.453; 0.014;      ;      ; 0.583; 0.017; 1.160; 0.017
NGC7245;333.726935;+54.362186;19.349; 0.016;      ;      ; 0.598; 0.016; 1.135; 0.029
NGC7245;333.857331;+54.300414;19.724; 0.021;      ;      ; 0.592; 0.051; 1.086; 0.041
NGC7245;333.735774;+54.358664;18.163; 0.009;      ;      ; 0.690; 0.010; 1.257; 0.013
NGC7245;333.743293;+54.355161;14.585; 0.006;      ;      ; 0.729; 0.007; 1.361; 0.007
NGC7245;333.747613;+54.355055;17.367; 0.007;      ;      ; 0.568; 0.008; 1.053; 0.009
NGC7245;333.735098;+54.361023;16.879; 0.006;      ;      ; 0.556; 0.007; 1.001; 0.008
NGC7245;333.727348;+54.364776;16.766; 0.006;      ;      ; 0.694; 0.008; 1.260; 0.008
NGC7245;333.819745;+54.322320;18.357; 0.010;      ;      ; 0.853; 0.011; 1.555; 0.015
NGC7245;333.748088;+54.357065;19.775; 0.024;      ;      ; 0.681; 0.026; 1.297; 0.038
NGC7245;333.724987;+54.369374;17.175; 0.006;      ;      ; 0.473; 0.007; 0.853; 0.008
NGC7245;333.757474;+54.354633;19.219; 0.019;      ;      ; 0.629; 0.037; 1.164; 0.026
NGC7245;333.743237;+54.361420;19.177; 0.015;      ;      ; 0.625; 0.015; 1.187; 0.025
NGC7245;333.744566;+54.361772;20.058; 0.029;      ;      ; 0.900; 0.027; 1.517; 0.043
NGC7245;333.740112;+54.363288;16.698; 0.006;      ;      ; 0.311; 0.007; 0.606; 0.007
NGC7245;333.752747;+54.357369;18.682; 0.055;      ;      ; 0.569; 0.030; 1.140; 0.019
NGC7245;333.750563;+54.358977;18.614; 0.029;      ;      ; 0.594; 0.025; 1.100; 0.017
NGC7245;333.727653;+54.370696;19.541; 0.019;      ;      ; 0.658; 0.020; 1.192; 0.033
NGC7245;333.859039;+54.308865;19.015; 0.015;      ;      ; 0.621; 0.013; 1.118; 0.021
NGC7245;333.726660;+54.372125;18.549; 0.019;      ;      ; 0.562; 0.041; 0.997; 0.017
NGC7245;333.760880;+54.355876;16.548; 0.019;      ;      ; 0.420; 0.007; 0.793; 0.007
NGC7245;333.731866;+54.369710;19.946; 0.026;      ;      ; 0.658; 0.026; 1.150; 0.044
NGC7245;333.758938;+54.356905;20.072; 0.029;      ;      ; 0.801; 0.027; 1.432; 0.045
NGC7245;333.759105;+54.357885;20.410; 0.036;      ;      ; 0.690; 0.035; 1.259; 0.063
NGC7245;333.754612;+54.359311;19.696; 0.022;      ;      ; 0.600; 0.021; 1.170; 0.036
NGC7245;333.736019;+54.368254;20.019; 0.067;      ;      ; 0.630; 0.070; 1.150; 0.048
NGC7245;333.762919;+54.356318;16.404; 0.011;      ;      ; 0.413; 0.008; 0.765; 0.008
NGC7245;333.825677;+54.329375;19.870; 0.056;      ;      ; 0.722; 0.037; 1.361; 0.039
NGC7245;333.849838;+54.317057;19.515; 0.039;      ;      ; 0.711; 0.052; 1.264; 0.031
NGC7245;333.792769;+54.344385;19.669; 0.022;      ;      ; 0.622; 0.023; 1.185; 0.036
NGC7245;333.761721;+54.359427;16.918; 0.006;      ;      ; 0.566; 0.007; 1.029; 0.008
NGC7245;333.738824;+54.370366;15.947; 0.005;      ;      ; 0.390; 0.005; 0.716; 0.005
NGC7245;333.848434;+54.318755;20.478; 0.043;      ;      ; 0.913; 0.044; 1.571; 0.060
NGC7245;333.772961;+54.355717;19.675; 0.030;      ;      ; 0.656; 0.026; 1.162; 0.036
NGC7245;333.762887;+54.361048;17.150; 0.008;      ;      ; 0.505; 0.007; 0.938; 0.008
NGC7245;333.766259;+54.360261;17.065; 0.015;      ;      ; 0.484; 0.006; 0.920; 0.008
NGC7245;333.739919;+54.372007;19.452; 0.018;      ;      ; 0.645; 0.017; 1.207; 0.030
NGC7245;333.757110;+54.363913;18.737; 0.011;      ;      ; 0.476; 0.011; 0.931; 0.020
NGC7245;333.756107;+54.365102;19.390; 0.021;      ;      ; 0.653; 0.036; 1.164; 0.030
NGC7245;333.743963;+54.370671;16.606; 0.006;      ;      ; 0.560; 0.006; 1.017; 0.007
NGC7245;333.735971;+54.375244;20.285; 0.060;      ;      ; 0.504; 0.035; 0.843; 0.076
NGC7245;333.760649;+54.364426;19.302; 0.043;      ;      ; 0.515; 0.019; 1.055; 0.031
NGC7245;333.820789;+54.336350;19.547; 0.020;      ;      ; 0.610; 0.020; 1.192; 0.034
NGC7245;333.763390;+54.363838;15.093; 0.009;      ;      ; 0.428; 0.005; 0.774; 0.004
NGC7245;333.773591;+54.359338;15.619; 0.004;      ;      ; 0.328; 0.004; 0.619; 0.005
NGC7245;333.758963;+54.366454;18.413; 0.046;      ;      ; 0.625; 0.010; 1.172; 0.015
NGC7245;333.756239;+54.368182;18.637; 0.012;      ;      ; 0.616; 0.011; 1.100; 0.018
NGC7245;333.770305;+54.361935;17.777; 0.008;      ;      ; 0.551; 0.008; 1.001; 0.011
NGC7245;333.748656;+54.373205;18.118; 0.024;      ;      ; 0.585; 0.020; 1.050; 0.013
NGC7245;333.831104;+54.334329;19.739; 0.022;      ;      ; 0.749; 0.024; 1.424; 0.034
NGC7245;333.879682;+54.311483;19.463; 0.047;      ;      ; 0.724; 0.037; 1.259; 0.036
NGC7245;333.809315;+54.345730;19.668; 0.020;      ;      ; 0.695; 0.020; 1.260; 0.033
NGC7245;333.735535;+54.381713;18.128; 0.009;      ;      ; 0.568; 0.014; 1.015; 0.013
NGC7245;333.772849;+54.364167;19.650; 0.020;      ;      ; 0.575; 0.020; 1.127; 0.036
NGC7245;333.770535;+54.365775;18.482; 0.011;      ;      ; 0.661; 0.011; 1.206; 0.016
NGC7245;333.769704;+54.366224;17.500; 0.007;      ;      ; 0.573; 0.007; 1.027; 0.010
NGC7245;333.743271;+54.379010;18.143; 0.015;      ;      ; 0.575; 0.015; 1.029; 0.016
NGC7245;333.740025;+54.381417;15.093; 0.007;      ;      ; 1.029; 0.010; 1.849; 0.010
NGC7245;333.782936;+54.361236;17.703; 0.007;      ;      ; 0.333; 0.011; 0.654; 0.011
NGC7245;333.758346;+54.373244;19.875; 0.024;      ;      ; 0.634; 0.030; 1.171; 0.042
NGC7245;333.746150;+54.379712;19.311; 0.018;      ;      ; 0.674; 0.017; 1.147; 0.029
NGC7245;333.744858;+54.380331;16.633; 0.016;      ;      ; 0.667; 0.007; 1.165; 0.007
NGC7245;333.775224;+54.366189;18.643; 0.031;      ;      ; 0.586; 0.039; 1.091; 0.020
NGC7245;333.766062;+54.370600;17.547; 0.009;      ;      ; 0.518; 0.010; 0.931; 0.010
NGC7245;333.767172;+54.370811;17.524; 0.007;      ;      ; 0.517; 0.012; 0.937; 0.010
NGC7245;333.768721;+54.371073;19.684; 0.039;      ;      ; 0.646; 0.051; 1.129; 0.038
NGC7245;333.811804;+54.350092;19.156; 0.016;      ;      ; 0.660; 0.035; 1.203; 0.025
NGC7245;333.740270;+54.383637;19.604; 0.020;      ;      ; 0.655; 0.019; 1.148; 0.035
NGC7245;333.763497;+54.372698;19.542; 0.018;      ;      ; 0.653; 0.018; 1.238; 0.033
NGC7245;333.763584;+54.373728;19.730; 0.022;      ;      ; 0.588; 0.048; 1.068; 0.039
NGC7245;333.765046;+54.373059;20.095; 0.028;      ;      ; 0.610; 0.027; 1.183; 0.051
NGC7245;333.822556;+54.345571;20.049; 0.048;      ;      ; 0.572; 0.048; 1.101; 0.053
NGC7245;333.791627;+54.360853;19.435; 0.017;      ;      ; 0.688; 0.039; 1.316; 0.027
NGC7245;333.767987;+54.372672;18.171; 0.009;      ;      ; 0.556; 0.009; 0.995; 0.013
NGC7245;333.821588;+54.348411;18.730; 0.015;      ;      ; 0.681; 0.016; 1.233; 0.019
NGC7245;333.761855;+54.377457;16.856; 0.006;      ;      ; 0.594; 0.007; 1.053; 0.007
NGC7245;333.764668;+54.376249;18.550; 0.011;      ;      ; 0.672; 0.016; 1.173; 0.016
NGC7245;333.855567;+54.332971;19.825; 0.023;      ;      ; 0.733; 0.032; 1.338; 0.038
NGC7245;333.833761;+54.343452;18.673; 0.026;      ;      ; 0.640; 0.011; 1.191; 0.018
NGC7245;333.774158;+54.372238;19.458; 0.019;      ;      ; 0.611; 0.026; 1.094; 0.033
NGC7245;333.827561;+54.347166;19.180; 0.027;      ;      ; 0.674; 0.019; 1.248; 0.025
NGC7245;333.745240;+54.387181;18.168; 0.009;      ;      ; 0.592; 0.009; 1.055; 0.013
NGC7245;333.746909;+54.387683;18.690; 0.012;      ;      ; 0.635; 0.012; 1.095; 0.017
NGC7245;333.889633;+54.318752;20.315; 0.044;      ;      ; 0.664; 0.033; 1.158; 0.064
NGC7245;333.795506;+54.365007;17.714; 0.007;      ;      ; 0.539; 0.008; 0.975; 0.010
NGC7245;333.756238;+54.384201;16.942; 0.006;      ;      ; 0.493; 0.006; 0.870; 0.008
NGC7245;333.751532;+54.386467;18.953; 0.036;      ;      ; 0.592; 0.029; 1.024; 0.023
NGC7245;333.745973;+54.390162;16.756; 0.011;      ;      ; 0.609; 0.007; 1.038; 0.007
NGC7245;333.758247;+54.384413;18.316; 0.018;      ;      ; 0.703; 0.016; 1.224; 0.020
NGC7245;333.765876;+54.381040;19.796; 0.024;      ;      ; 0.914; 0.022; 1.572; 0.036
NGC7245;333.762611;+54.382697;16.841; 0.007;      ;      ; 0.488; 0.007; 0.839; 0.007
NGC7245;333.893727;+54.320846;19.840; 0.063;      ;      ; 0.698; 0.025; 1.427; 0.040
NGC7245;333.783192;+54.374386;17.724; 0.010;      ;      ; 0.542; 0.024; 0.989; 0.010
NGC7245;333.752996;+54.388808;19.574; 0.020;      ;      ; 0.682; 0.019; 1.162; 0.034
NGC7245;333.798639;+54.367899;17.522; 0.023;      ;      ; 0.629; 0.014; 1.121; 0.009
NGC7245;333.756558;+54.388091;18.699; 0.012;      ;      ; 0.570; 0.011; 1.055; 0.017
NGC7245;333.769483;+54.382043;18.090; 0.009;      ;      ; 0.591; 0.009; 1.069; 0.014
NGC7245;333.778634;+54.377811;18.216; 0.014;      ;      ; 0.671; 0.010; 1.212; 0.014
NGC7245;333.794992;+54.370496;18.987; 0.019;      ;      ; 0.550; 0.026; 0.999; 0.023
NGC7245;333.765025;+54.385029;16.793; 0.009;      ;      ; 0.750; 0.008; 1.346; 0.008
NGC7245;333.818298;+54.360297;20.004; 0.028;      ;      ; 0.533; 0.063; 1.190; 0.047
NGC7245;333.791154;+54.373843;17.592; 0.008;      ;      ; 0.492; 0.066; 0.863; 0.012
NGC7245;333.832633;+54.354250;19.445; 0.019;      ;      ; 0.542; 0.020; 1.026; 0.034
NGC7245;333.760296;+54.388875;18.295; 0.010;      ;      ; 0.711; 0.010; 1.266; 0.014
NGC7245;333.775574;+54.381699;19.928; 0.027;      ;      ; 0.730; 0.047; 1.229; 0.041
NGC7245;333.762083;+54.389736;18.852; 0.026;      ;      ; 0.570; 0.012; 1.088; 0.020
NGC7245;333.813092;+54.366502;20.852; 0.052;      ;      ; 0.585; 0.050; 0.982; 0.102
NGC7245;333.831643;+54.357939;19.800; 0.023;      ;      ; 0.713; 0.023; 1.334; 0.040
NGC7245;333.779108;+54.383802;19.534; 0.019;      ;      ; 0.646; 0.018; 1.130; 0.033
NGC7245;333.806139;+54.371676;17.115; 0.007;      ;      ; 0.751; 0.008; 1.331; 0.009
NGC7245;333.794905;+54.377236;18.828; 0.012;      ;      ; 0.668; 0.013; 1.191; 0.019
NGC7245;333.880187;+54.336793;20.036; 0.028;      ;      ; 0.747; 0.027; 1.389; 0.045
NGC7245;333.763124;+54.393197;18.130; 0.024;      ;      ; 0.762; 0.022; 1.353; 0.013
NGC7245;333.785841;+54.382528;15.859; 0.014;      ;      ; 0.326; 0.006; 0.578; 0.006
NGC7245;333.775227;+54.388218;18.799; 0.013;      ;      ; 0.640; 0.013; 1.136; 0.020
NGC7245;333.767058;+54.391621;19.611; 0.021;      ;      ; 0.614; 0.020; 0.958; 0.039
NGC7245;333.768296;+54.392672;19.811; 0.023;      ;      ; 0.670; 0.022; 1.205; 0.039
NGC7245;333.867945;+54.345222;20.127; 0.031;      ;      ; 0.678; 0.028; 1.206; 0.050
NGC7245;333.833613;+54.362031;19.125; 0.035;      ;      ; 0.708; 0.031; 1.267; 0.023
NGC7245;333.758670;+54.398813;19.636; 0.067;      ;      ; 0.729; 0.020; 1.194; 0.036
NGC7245;333.765718;+54.395639;16.742; 0.006;      ;      ; 0.547; 0.007; 0.963; 0.007
NGC7245;333.797436;+54.380758;18.815; 0.027;      ;      ; 0.639; 0.012; 1.135; 0.019
NGC7245;333.811120;+54.375110;18.064; 0.008;      ;      ; 0.577; 0.011; 1.032; 0.012
NGC7245;333.789073;+54.385790;19.116; 0.014;      ;      ; 0.622; 0.014; 1.097; 0.027
NGC7245;333.787118;+54.387849;17.746; 0.025;      ;      ; 0.557; 0.015; 1.016; 0.011
NGC7245;333.835676;+54.364872;19.856; 0.025;      ;      ; 0.873; 0.023; 1.472; 0.036
NGC7245;333.824869;+54.371253;19.776; 0.047;      ;      ; 0.920; 0.050; 1.556; 0.033
NGC7245;333.764058;+54.399688;17.659; 0.018;      ;      ; 0.605; 0.026; 1.057; 0.013
NGC7245;333.776452;+54.394029;16.425; 0.006;      ;      ; 0.578; 0.006; 0.981; 0.006
NGC7245;333.790659;+54.387312;15.414; 0.007;      ;      ; 0.960; 0.009; 1.737; 0.010
NGC7245;333.798798;+54.383809;17.901; 0.033;      ;      ; 0.571; 0.019; 1.057; 0.011
NGC7245;333.770624;+54.397314;16.162; 0.005;      ;      ; 0.494; 0.006; 0.872; 0.005
NGC7245;333.810921;+54.378480;16.834; 0.013;      ;      ; 0.481; 0.007; 0.860; 0.011
NGC7245;333.818148;+54.375897;19.783; 0.022;      ;      ; 0.623; 0.021;      ;
NGC7245;333.763311;+54.402267;18.134; 0.009;      ;      ; 0.554; 0.011; 0.981; 0.014
NGC7245;333.803358;+54.383613;19.287; 0.017;      ;      ; 0.556; 0.016; 1.041; 0.028
NGC7245;333.765352;+54.401909;15.385; 0.004;      ;      ; 0.272; 0.004; 0.447; 0.005
NGC7245;333.801455;+54.384871;17.697; 0.016;      ;      ; 0.539; 0.010; 0.957; 0.010
NGC7245;333.780718;+54.395673;14.939; 0.012;      ;      ; 0.301; 0.011; 0.492; 0.005
NGC7245;333.779055;+54.396601;19.696; 0.025;      ;      ; 0.617; 0.022; 1.140; 0.037
NGC7245;333.778853;+54.397271;19.235; 0.055;      ;      ; 1.148; 0.043; 2.174; 0.024
NGC7245;333.769113;+54.401462;19.554; 0.022;      ;      ; 0.700; 0.031; 1.197; 0.035
NGC7245;333.822977;+54.376171;19.116; 0.014;      ;      ; 0.610; 0.014; 1.071; 0.027
NGC7245;333.811853;+54.381551;17.326; 0.007;      ;      ; 0.632; 0.008; 1.103; 0.009
NGC7245;333.883016;+54.348655;19.229; 0.038;      ;      ; 1.052; 0.047; 1.923; 0.022
NGC7245;333.803442;+54.386023;19.008; 0.050;      ;      ; 0.676; 0.068; 1.240; 0.030
NGC7245;333.791317;+54.392072;17.507; 0.007;      ;      ; 0.626; 0.009; 1.110; 0.010
NGC7245;333.806204;+54.385006;19.861; 0.064;      ;      ; 0.605; 0.061; 1.164; 0.049
NGC7245;333.770790;+54.402654;17.407; 0.008;      ;      ; 0.536; 0.013; 0.940; 0.013
NGC7245;333.797040;+54.390527;18.823; 0.012;      ;      ; 0.594; 0.020; 1.108; 0.020
NGC7245;333.770515;+54.404393;18.913; 0.022;      ;      ; 0.550; 0.013; 0.963; 0.022
NGC7245;333.790929;+54.395182;19.086; 0.042;      ;      ; 0.553; 0.019; 0.961; 0.025
NGC7245;333.787204;+54.396978;20.028; 0.037;      ;      ; 0.720; 0.036; 1.363; 0.062
NGC7245;333.797746;+54.392088;17.556; 0.007;      ;      ; 0.574; 0.007; 1.040; 0.009
NGC7245;333.831266;+54.376408;18.538; 0.026;      ;      ; 0.674; 0.014; 1.201; 0.016
NGC7245;333.770252;+54.405853;17.544; 0.011;      ;      ; 0.831; 0.009; 1.455; 0.011
NGC7245;333.825436;+54.380363;18.569; 0.050;      ;      ; 1.139; 0.039; 2.257; 0.018
NGC7245;333.789392;+54.397820;14.289; 0.006;      ;      ; 0.771; 0.008; 1.368; 0.007
NGC7245;333.828626;+54.380196;19.514; 0.019;      ;      ; 0.698; 0.018; 1.188; 0.033
NGC7245;333.818683;+54.385427;19.258; 0.026;      ;      ; 0.585; 0.053; 1.096; 0.027
NGC7245;333.835112;+54.378072;19.217; 0.016;      ;      ; 0.589; 0.015; 1.071; 0.026
NGC7245;333.807087;+54.391626;19.179; 0.026;      ;      ; 0.570; 0.035; 1.025; 0.028
NGC7245;333.865947;+54.363939;18.840; 0.034;      ;      ; 0.589; 0.012; 1.115; 0.020
NGC7245;333.810801;+54.390250;19.013; 0.018;      ;      ; 0.637; 0.018; 1.150; 0.023
NGC7245;333.817639;+54.387006;19.705; 0.028;      ;      ; 0.630; 0.020; 1.059; 0.039
NGC7245;333.799826;+54.396030;20.521; 0.043;      ;      ; 0.612; 0.052; 1.239; 0.072
NGC7245;333.856392;+54.369791;20.042; 0.028;      ;      ; 0.677; 0.066;      ;
NGC7245;333.809675;+54.392328;18.622; 0.035;      ;      ; 0.578; 0.032; 1.112; 0.017
NGC7245;333.818967;+54.387957;15.991; 0.011;      ;      ; 0.373; 0.006; 0.663; 0.007
NGC7245;333.736563;+54.285117;19.121; 0.015;      ;      ; 0.554; 0.021; 1.054; 0.027
NGC7245;333.658880;+54.325887;17.200; 0.011;      ;      ; 0.608; 0.007; 1.107; 0.009
NGC7245;333.682471;+54.317518;19.981; 0.026;      ;      ; 0.666; 0.025; 1.236; 0.046
NGC7245;333.674852;+54.325171;19.153; 0.017;      ;      ; 0.733; 0.016; 1.373; 0.024
NGC7245;333.687089;+54.333651;19.025; 0.028;      ;      ; 0.601; 0.043; 1.118; 0.022
NGC7245;333.730467;+54.318420;18.678; 0.017;      ;      ; 0.603; 0.011; 1.167; 0.017
NGC7245;333.739725;+54.319369;19.069; 0.034;      ;      ; 0.605; 0.030; 1.140; 0.024
NGC7245;333.715838;+54.333977;18.346; 0.009;      ;      ; 0.599; 0.018; 1.093; 0.014
NGC7245;333.792578;+54.298106;19.703; 0.037;      ;      ; 1.147; 0.022; 2.345; 0.030
NGC7245;333.804451;+54.293047;19.439; 0.054;      ;      ; 0.631; 0.017; 1.204; 0.032
NGC7245;333.702345;+54.343025;19.708; 0.065;      ;      ; 0.856; 0.063; 1.451; 0.034
NGC7245;333.772117;+54.314438;18.585; 0.034;      ;      ; 0.582; 0.011; 1.133; 0.017
NGC7245;333.743193;+54.327801;19.401; 0.017;      ;      ; 0.672; 0.017; 1.294; 0.028
NGC7245;333.746701;+54.336414;19.231; 0.015;      ;      ; 0.632; 0.023; 1.139; 0.025
NGC7245;333.730140;+54.356269;17.944; 0.009;      ;      ; 0.623; 0.009; 1.152; 0.015
NGC7245;333.744296;+54.349842;16.135; 0.005;      ;      ; 0.499; 0.006; 0.929; 0.005
NGC7245;333.851599;+54.301249;19.196; 0.032;      ;      ; 0.600; 0.043; 1.197; 0.027
NGC7245;333.750112;+54.351647;19.052; 0.013;      ;      ; 0.602; 0.013; 1.077; 0.024
NGC7245;333.799164;+54.330791;18.786; 0.013;      ;      ; 0.798; 0.015; 1.446; 0.018
NGC7245;333.860618;+54.305247;19.189; 0.015;      ;      ; 0.668; 0.015; 1.215; 0.024
NGC7245;333.816926;+54.333777;17.701; 0.014;      ;      ; 0.561; 0.009; 1.045; 0.013
NGC7245;333.751618;+54.368588;19.609; 0.022;      ;      ; 0.715; 0.020; 1.301; 0.035
NGC7245;333.845103;+54.326762;18.668; 0.014;      ;      ; 0.661; 0.014; 1.232; 0.023
NGC7245;333.753049;+54.372219;19.883; 0.067;      ;      ; 0.653; 0.023; 1.143; 0.044
NGC7245;333.737009;+54.380044;17.308; 0.009;      ;      ; 0.530; 0.010; 0.933; 0.015
NGC7245;333.777544;+54.366131;17.814; 0.014;      ;      ; 0.577; 0.008; 1.040; 0.011
NGC7245;333.789101;+54.363051;17.277; 0.013;      ;      ; 0.504; 0.007; 0.934; 0.009
NGC7245;333.750103;+54.382056;17.792; 0.007;      ;      ; 0.567; 0.008; 1.017; 0.011
NGC7245;333.757603;+54.382183;18.407; 0.010;      ;      ; 0.568; 0.010; 1.025; 0.016
NGC7245;333.744907;+54.388611;16.936; 0.010;      ;      ; 0.616; 0.007; 1.051; 0.007
NGC7245;333.789531;+54.371091;17.174; 0.006;      ;      ; 0.516; 0.007; 0.924; 0.008
NGC7245;333.786595;+54.373369;19.355; 0.063;      ;      ; 0.634; 0.047; 1.260; 0.035
NGC7245;333.875517;+54.336719;20.193; 0.047;      ;      ; 0.665; 0.070;      ;
NGC7245;333.837877;+54.356595;17.034; 0.010;      ;      ; 0.565; 0.007; 1.036; 0.009
NGC7245;333.764652;+54.394168;19.988; 0.070;      ;      ; 0.703; 0.047; 1.292; 0.045
NGC7245;333.851030;+54.355336;20.198; 0.031;      ;      ; 0.651; 0.049; 1.268; 0.052
NGC7245;333.803502;+54.378273;17.993; 0.050;      ;      ; 0.630; 0.064; 1.168; 0.014
NGC7245;333.775745;+54.392788;18.350; 0.011;      ;      ; 0.734; 0.011; 1.333; 0.015
NGC7245;333.866672;+54.354410;20.202; 0.032;      ;      ; 0.609; 0.030; 1.078; 0.058
NGC7245;333.813204;+54.384942;14.624; 0.010;      ;      ; 0.547; 0.010; 0.975; 0.005
NGC7245;333.787530;+54.402508;19.195; 0.015;      ;      ; 0.554; 0.020; 0.993; 0.027
NGC7245;333.673365;+54.335339;18.541; 0.015;      ;      ; 0.674; 0.011; 1.188; 0.018
NGC7245;333.682898;+54.342027;19.172; 0.015;      ;      ; 0.636; 0.019; 1.116; 0.025
NGC7245;333.701038;+54.341724;18.073; 0.010;      ;      ; 0.515; 0.015; 0.946; 0.012
NGC7245;333.730791;+54.340330;19.997; 0.028;      ;      ; 0.710; 0.027; 1.341; 0.044
NGC7245;333.712113;+54.351493;17.272; 0.007;      ;      ; 0.497; 0.007; 0.937; 0.008
NGC7245;333.700268;+54.357552;18.552; 0.051;      ;      ; 0.490; 0.031; 0.950; 0.023
NGC7245;333.854432;+54.295931;19.508; 0.027;      ;      ; 0.570; 0.019; 1.073; 0.035
NGC7245;333.763170;+54.352118;18.977; 0.052;      ;      ; 0.660; 0.063; 1.294; 0.025
NGC7245;333.758961;+54.363434;18.199; 0.020;      ;      ; 0.576; 0.009; 1.066; 0.013
NGC7245;333.804005;+54.342085;18.565; 0.018;      ;      ; 0.618; 0.016; 1.180; 0.018
NGC7245;333.824838;+54.336604;18.509; 0.013;      ;      ; 0.624; 0.014; 1.157; 0.017
NGC7245;333.798458;+54.360210;19.205; 0.016;      ;      ; 0.695; 0.018; 1.297; 0.024
NGC7245;333.857861;+54.335243;18.548; 0.025;      ;      ; 0.668; 0.015; 1.218; 0.030
NGC7245;333.758575;+54.393113;19.445; 0.020;      ;      ; 0.712; 0.019; 1.210; 0.031
NGC7245;333.831487;+54.360499;19.815; 0.052;      ;      ; 0.725; 0.023; 1.369; 0.038
NGC7245;333.760198;+54.395814;14.602; 0.008;      ;      ; 0.500; 0.011; 0.841; 0.014
NGC7245;333.868317;+54.352412;19.956; 0.028;      ;      ; 0.757; 0.026; 1.262; 0.048
NGC7245;333.883570;+54.354845;19.822; 0.025;      ;      ; 0.629; 0.060; 1.335; 0.041
NGC7245;333.743111;+54.308952;20.169; 0.032;      ;      ; 0.592; 0.036; 1.148; 0.059
NGC7245;333.847421;+54.339124;19.639; 0.027;      ;      ; 0.717; 0.022; 1.337; 0.033
NGC7245;333.813162;+54.385902;19.040; 0.019;      ;      ; 0.583; 0.035; 1.006; 0.033
NGC7245;333.834017;+54.352791;19.597; 0.061;      ;      ; 1.026; 0.022; 1.768; 0.032
NGC7245;333.822341;+54.300433;19.170; 0.017;      ;      ; 1.022; 0.024; 1.878; 0.024
NGC7245;333.772995;+54.276070;20.178; 0.032;      ;      ; 0.617; 0.036; 1.114; 0.067
NGC7245;333.778448;+54.329633;20.591; 0.053;      ;      ; 0.822; 0.040; 1.361; 0.075
NGC7245;333.820040;+54.324480;20.085; 0.030;      ;      ; 0.730; 0.027; 1.308; 0.049
NGC7245;333.871013;+54.330395;19.611; 0.020;      ;      ; 0.685; 0.019; 1.203; 0.033
NGC7245;333.760469;+54.387585;20.619; 0.048;      ;      ; 0.991; 0.043; 1.785; 0.068
NGC7245;333.846693;+54.346423;20.410; 0.039;      ;      ; 0.701; 0.036; 1.278; 0.066
NGC7245;333.766796;+54.400180;18.795; 0.013;      ;      ; 0.560; 0.012; 1.002; 0.022
