#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:26:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:26:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/615/A12/tablec&-order=I&-out=Tab&-out=Name&-out=StarID&-out=RA_ICRS&-out=DE_ICRS&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=plx&-out=e_plx&-out=Mass&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Ksmag&-out=e_Ksmag&-out=Gmag&-out=Flag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36150012
#Name: J/A+A/615/A12
#Title: 24 nearby open clusters TGAS and HSOY reanalysis (Yen+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/615/a12	    IVOID of underlying data collection
#INFO	creator=Yen S.X.	    First author or institution
#INFO	cites=bibcode:2018A&A...615A..12Y	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/615/A12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36150012	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H:	ICRS
#Table	J_A_A_615_A12_tablec:
#Name: J/A+A/615/A12/tablec
#Title: Membership lists for 24 clusters
#Column	Tab	(A3)	Table name (C1-C24)	[ucd=meta.id;meta.table]
#Column	Name	(a13)	Cluster name (as in table1)	[ucd=meta.id.parent]
#Column	StarID	(I19)	Gaia DR1 Source ID or Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F12.8)	Right ascension (ICRS)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F12.8)	Declination (ICRS)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	Proper motion in RA*cos(DE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Standard error of proper motion in RA*cos(DE)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in DE	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Standard error of proper motion in DE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	? Stellar parallax from TGAS or Hipparcos	[ucd=pos.parallax.trig]
#Column	e_plx	(F5.2)	? Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	Mass	(F5.2)	Stellar mass	[ucd=phys.mass]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	? Error of B magnitude	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? Error of V magnitude	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	? Error of J magnitude	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	? 2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	? Error of H magnitude	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Ksmag	(F6.3)	? 2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Error of Ks magnitude	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Gmag	(F6.3)	? Gaia G-band mean magnitude	[ucd=phot.mag;em.opt.R]
#Column	Flag	(I1)	Flag for catalog (1)	[ucd=meta.code.error]
Tab;Name;StarID;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;plx;e_plx;Mass;Bmag;e_Bmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Ksmag;e_Ksmag;Gmag;Flag
C1 ;Blanco 1     ;2320572994692595584;000.81187309;-30.67486142; 19.96; 2.09;  5.91; 2.09;     ;     ; 0.30;      ;      ;      ;      ;14.798; 0.032;14.193; 0.046;13.914; 0.052;17.634;2
C1 ;Blanco 1     ;2320780561872781312;000.54937419;-30.39232310; 16.86; 2.12;  3.49; 2.12;     ;     ; 0.65;      ;      ;      ;      ;12.654; 0.030;11.947; 0.030;11.838; 0.030;14.458;2
C1 ;Blanco 1     ;2320779805958533760;000.56888577;-30.41027678; 18.91; 2.56;  2.90; 2.56;     ;     ; 0.27;      ;      ;      ;      ;14.958; 0.035;14.279; 0.046;14.010; 0.057;17.851;2
C1 ;Blanco 1     ;2320769188799360256;000.64293816;-30.42921801; 17.26; 2.12;  3.34; 2.12;     ;     ; 0.85;      ;      ;      ;      ;11.366; 0.030;10.921; 0.030;10.781; 0.030;12.928;2
C1 ;Blanco 1     ;2320770185232173312;000.89009406;-30.47831564; 19.90; 0.79;  1.02; 0.76; 4.62; 0.37; 1.30;10.970; 0.050;10.602; 0.048; 9.755; 0.030; 9.487; 0.030; 9.498; 0.030;10.458;1
C1 ;Blanco 1     ;2320775476631505792;000.75532938;-30.37842857; 20.17; 2.56;  1.37; 2.56;     ;     ; 0.25;      ;      ;      ;      ;15.232; 0.061;14.730; 0.070;14.302; 0.075;18.164;2
C1 ;Blanco 1     ;2320770460110079872;000.86398459;-30.44688426; 20.07; 1.18;  1.72; 1.18;     ;     ; 0.95;      ;      ;      ;      ;11.032; 0.030;10.575; 0.030;10.506; 0.030;12.248;2
C1 ;Blanco 1     ;2314829042869995136;000.11202437;-30.36240661; 18.90; 2.61;  2.63; 2.61;     ;     ; 0.22;      ;      ;      ;      ;15.277; 0.059;14.742; 0.079;14.309; 0.101;18.374;2
C1 ;Blanco 1     ;2314830898295886976;000.16403973;-30.27189704; 19.72; 2.16;  1.54; 2.16;     ;     ; 0.50;      ;      ;      ;      ;13.600; 0.030;12.912; 0.030;12.784; 0.030;15.987;2
C1 ;Blanco 1     ;2320831895321931520;000.32153679;-30.29569447; 18.17; 2.12;  2.99; 2.12;     ;     ; 0.33;      ;      ;      ;      ;14.668; 0.035;13.990; 0.046;13.800; 0.056;17.503;2
C1 ;Blanco 1     ;2320833338430890240;000.37672825;-30.21898377; 18.90; 1.18;  1.93; 1.18;     ;     ; 1.00;      ;      ;      ;      ;10.970; 0.030;10.513; 0.030;10.439; 0.030;12.106;2
C1 ;Blanco 1     ;2320833372790628480;000.38842414;-30.21655882; 18.76; 1.18;  3.47; 1.18;     ;     ; 0.95;      ;      ;      ;      ;11.156; 0.030;10.751; 0.030;10.732; 0.030;12.270;2
C1 ;Blanco 1     ;2320833441510104960;000.36956699;-30.20582624; 19.22; 0.74;  2.88; 1.01; 3.88; 0.62; 1.25;11.190; 0.064;10.810; 0.050; 9.932; 0.030; 9.688; 0.030; 9.670; 0.030;10.690;1
C1 ;Blanco 1     ;2314843577039355136;000.01006104;-30.18227797; 16.71; 2.63;  1.13; 2.63;     ;     ; 0.22;      ;      ;      ;      ;15.390; 0.063;14.657; 0.076;14.482; 0.105;18.275;2
C1 ;Blanco 1     ;2320835193856855936;000.35601346;-30.17662663; 16.98; 2.57;  2.69; 2.57;     ;     ; 0.27;      ;      ;      ;      ;15.008; 0.041;14.364; 0.064;14.145; 0.068;17.861;2
C1 ;Blanco 1     ;2320850140342946560;000.23066524;-30.06415753; 18.87; 0.04;  2.40; 0.02; 3.45; 0.48; 2.18; 8.437; 0.009; 8.397; 0.010; 8.343; 0.030; 8.376; 0.032; 8.354; 0.030; 8.429;1
C1 ;Blanco 1     ;2320838939068401536;000.41614124;-30.07734454; 17.17; 2.12;  1.42; 2.12;     ;     ; 0.70;      ;      ;      ;      ;12.383; 0.030;11.742; 0.030;11.621; 0.030;14.155;2
C1 ;Blanco 1     ;2320783929127154816;000.49599161;-30.33912721; 14.39; 2.12;  4.99; 2.12;     ;     ; 0.33;      ;      ;      ;      ;14.520; 0.035;13.921; 0.046;13.604; 0.054;17.449;2
C1 ;Blanco 1     ;2320786540467287936;000.46749495;-30.28601186; 17.99; 2.12;  4.31; 2.12;     ;     ; 0.61;      ;      ;      ;      ;12.855; 0.030;12.166; 0.030;12.034; 0.030;14.840;2
C1 ;Blanco 1     ;2320786540467288320;000.47693264;-30.28541109; 16.80; 2.12;  2.59; 2.12;     ;     ; 0.45;      ;      ;      ;      ;13.904; 0.030;13.252; 0.032;13.059; 0.035;16.404;2
C1 ;Blanco 1     ;2320782486018143616;000.57017065;-30.33801834; 16.60; 2.62;  3.68; 2.62;     ;     ; 0.22;      ;      ;      ;      ;15.321; 0.054;14.636; 0.063;14.414; 0.082;18.306;2
C1 ;Blanco 1     ;2320783070133713536;000.62889656;-30.28387464; 17.80; 2.12;  4.16; 2.12;     ;     ; 0.55;      ;      ;      ;      ;13.119; 0.030;12.464; 0.030;12.295; 0.030;15.229;2
C1 ;Blanco 1     ;2320834300503647104;000.48727565;-30.20220508; 18.15; 2.12;  2.68; 2.12;     ;     ; 0.61;      ;      ;      ;      ;12.760; 0.030;12.074; 0.030;11.960; 0.030;14.720;2
C1 ;Blanco 1     ;2320776644862584960;000.87084576;-30.32421590; 18.58; 0.76;  2.52; 0.61; 4.11; 0.32; 1.30;10.961; 0.054;10.618; 0.050; 9.774; 0.030; 9.572; 0.030; 9.553; 0.030;10.468;1
C1 ;Blanco 1     ;2320788808210024064;000.67434925;-30.27328336; 21.75; 2.12;  2.33; 2.12;     ;     ; 0.45;      ;      ;      ;      ;13.748; 0.030;13.150; 0.034;12.918; 0.032;16.507;2
C1 ;Blanco 1     ;2320788327173689984;000.75239578;-30.26223709; 19.49; 2.12;  0.32; 2.12;     ;     ; 0.60;      ;      ;      ;      ;12.892; 0.030;12.211; 0.030;12.097; 0.030;14.939;2
C1 ;Blanco 1     ;2320777469496305024;000.89047648;-30.26222522; 17.11; 0.76;  4.61; 0.88; 3.44; 0.47; 0.95;12.805; 0.256;11.977; 0.157;11.163; 0.030;10.756; 0.030;10.729; 0.030;12.232;1
C1 ;Blanco 1     ;2320834472302352768;000.51549453;-30.17359433; 17.70; 2.12;  2.83; 2.12;     ;     ; 0.65;      ;      ;      ;      ;12.517; 0.030;11.817; 0.030;11.685; 0.030;14.474;2
C1 ;Blanco 1     ;2320834472302255104;000.51765879;-30.17620598; 19.21; 2.12;  0.08; 2.12;     ;     ; 0.70;      ;      ;      ;      ;12.130; 0.030;11.542; 0.030;11.463; 0.030;13.870;2
C1 ;Blanco 1     ;2320834747180161408;000.49072125;-30.15795539; 18.79; 0.66;  1.80; 0.86; 4.48; 0.43; 1.50;10.305; 0.032; 9.956; 0.032; 9.322; 0.030; 9.155; 0.030; 9.157; 0.030; 9.866;1
C1 ;Blanco 1     ;2320793687292921728;000.60122276;-30.15247600; 18.26; 2.12;  2.34; 2.12;     ;     ; 0.57;      ;      ;      ;      ;13.048; 0.030;12.357; 0.030;12.227; 0.030;15.167;2
C1 ;Blanco 1     ;2320793893451241344;000.59024335;-30.13932867; 18.48; 0.62;  2.45; 0.64; 4.33; 0.35; 1.30;11.039; 0.059;10.625; 0.052; 9.840; 0.030; 9.626; 0.030; 9.600; 0.030;10.571;1
C1 ;Blanco 1     ;2320795336560251904;000.64783512;-30.11719439; 18.73; 1.18;  2.71; 1.18;     ;     ; 0.95;      ;      ;      ;      ;11.039; 0.030;10.605; 0.030;10.560; 0.030;12.219;2
C1 ;Blanco 1     ;2320841516048763648;000.47270737;-30.10355593; 18.31; 2.12;  2.79; 2.12;     ;     ; 0.60;      ;      ;      ;      ;12.845; 0.030;12.187; 0.030;12.048; 0.030;14.936;2
C1 ;Blanco 1     ;2320795577078419456;000.64520284;-30.09040545; 17.37; 2.12;  2.00; 2.12;     ;     ; 0.78;      ;      ;      ;      ;11.800; 0.030;11.239; 0.030;11.154; 0.030;13.410;2
C1 ;Blanco 1     ;2320842615560410240;000.60476726;-30.07317287; 17.45; 2.56;  5.69; 2.56;     ;     ; 0.35;      ;      ;      ;      ;14.430; 0.030;13.888; 0.046;13.472; 0.041;17.307;2
C1 ;Blanco 1     ;2320794408847454080;000.72588882;-30.11554139; 17.99; 2.12; -0.03; 2.12;     ;     ; 0.50;      ;      ;      ;      ;13.434; 0.030;12.879; 0.030;12.647; 0.034;15.964;2
C1 ;Blanco 1     ;                232;000.73006132;-30.14977973; 20.22; 1.17;  2.81; 0.66; 5.18; 1.11; 2.15; 8.446; 0.008; 8.421; 0.009; 8.376; 0.030; 8.398; 0.030; 8.427; 0.030;      ;3
C1 ;Blanco 1     ;2320790285678713984;000.79515790;-30.18025770; 18.95; 1.21;  1.62; 1.44; 4.92; 0.81; 1.15;11.864; 0.101;11.088; 0.068;10.277; 0.030;10.008; 0.030; 9.967; 0.030;11.147;1
C1 ;Blanco 1     ;2320567565854001920;001.24775823;-30.53586952; 15.24; 2.86; -0.58; 2.86;     ;     ; 0.20;      ;      ;      ;      ;15.446; 0.046;14.966; 0.090;14.538; 0.093;18.752;2
C1 ;Blanco 1     ;2320583096455767680;001.06391711;-30.48971174; 20.45; 2.54;  1.60; 2.54;     ;     ; 0.25;      ;      ;      ;      ;15.090; 0.039;14.476; 0.056;14.218; 0.068;18.084;2
C1 ;Blanco 1     ;2320584402125855360;001.04162010;-30.42096317; 20.44; 2.09;  1.63; 2.09;     ;     ; 0.35;      ;      ;      ;      ;14.543; 0.035;13.883; 0.046;13.619; 0.048;17.222;2
C1 ;Blanco 1     ;2320602922024801792;001.21215380;-30.49873455; 17.74; 2.09;  0.97; 2.09;     ;     ; 0.65;      ;      ;      ;      ;12.553; 0.030;11.838; 0.030;11.718; 0.030;14.608;2
C1 ;Blanco 1     ;2320591205353715712;001.28441055;-30.49502455; 17.60; 1.11;  0.44; 1.11;     ;     ; 1.00;      ;      ;      ;      ;10.765; 0.030;10.433; 0.030;10.395; 0.030;11.764;2
C1 ;Blanco 1     ;2320542586323927808;001.73086757;-30.60853358; 12.81; 0.76; -3.82; 0.54; 2.29; 0.29; 1.05;      ;      ;12.053; 0.174;10.651; 0.030;10.291; 0.030;10.222; 0.030;11.738;1
C1 ;Blanco 1     ;2320540799617793024;001.57188566;-30.57543014; 17.13; 2.09;  4.57; 2.09;     ;     ; 0.61;      ;      ;      ;      ;12.814; 0.030;12.095; 0.030;11.951; 0.030;14.793;2
C1 ;Blanco 1     ;2320542586323927680;001.73241124;-30.60306588; 19.02; 0.18;  2.44; 0.12; 3.73; 0.26; 1.40;10.630; 0.013;10.232; 0.013; 9.477; 0.030; 9.249; 0.030; 9.302; 0.030;10.113;1
C1 ;Blanco 1     ;                585;001.78247366;-30.56157424; 19.77; 1.32;  3.60; 0.79; 4.33; 1.16; 2.00; 8.717; 0.010; 8.637; 0.012; 8.538; 0.030; 8.529; 0.039; 8.538; 0.030;      ;3
C1 ;Blanco 1     ;2320547637205778560;001.66069606;-30.47267823; 19.64; 2.55;  5.67; 2.55;     ;     ; 0.22;      ;      ;      ;      ;15.333; 0.054;14.647; 0.057;14.312; 0.072;18.381;2
C1 ;Blanco 1     ;2320596118796299008;001.57957640;-30.37288277; 18.78; 2.09;  3.64; 2.09;     ;     ; 0.85;      ;      ;      ;      ;11.350; 0.030;10.853; 0.030;10.793; 0.030;12.804;2
C1 ;Blanco 1     ;2320777263337933440;000.95035629;-30.27028066; 18.95; 2.09;  1.20; 2.09;     ;     ; 0.45;      ;      ;      ;      ;13.810; 0.030;13.100; 0.030;12.965; 0.035;16.305;2
C1 ;Blanco 1     ;2320606564157139200;001.28253594;-30.33358296; 20.81; 2.09;  2.53; 2.09;     ;     ; 0.30;      ;      ;      ;      ;14.902; 0.039;14.296; 0.046;13.982; 0.052;17.742;2
C1 ;Blanco 1     ;2320605945681843968;001.32439105;-30.34587372; 19.17; 2.09;  2.25; 2.09;     ;     ; 0.50;      ;      ;      ;      ;13.550; 0.030;12.897; 0.030;12.734; 0.030;15.962;2
C1 ;Blanco 1     ;2320798635095540736;001.13202606;-30.24490253; 17.44; 1.18;  4.05; 1.21; 3.85; 0.66; 1.05;      ;      ;      ;      ;10.588; 0.030;10.277; 0.030;10.232; 0.030;11.508;1
C1 ;Blanco 1     ;2320610721685515520;001.22035900;-30.26747357; 17.10; 2.51;  0.17; 2.51;     ;     ; 0.33;      ;      ;      ;      ;14.730; 0.030;14.022; 0.041;13.845; 0.052;17.529;2
C1 ;Blanco 1     ;2320610721685102336;001.22230259;-30.25659522; 18.36; 0.05;  2.74; 0.03; 4.34; 0.45; 2.25; 8.352; 0.008; 8.289; 0.010; 8.276; 0.030; 8.258; 0.034; 8.270; 0.030; 8.335;1
C1 ;Blanco 1     ;2320802071069075840;000.93506440;-30.16498713; 16.89; 2.09;  2.50; 2.09;     ;     ; 0.50;      ;      ;      ;      ;13.536; 0.030;12.867; 0.030;12.710; 0.032;15.868;2
C1 ;Blanco 1     ;2320801658752213632;000.97213689;-30.16802562; 18.33; 2.51;  0.40; 2.51;     ;     ; 0.35;      ;      ;      ;      ;14.463; 0.032;13.822; 0.043;13.600; 0.048;17.267;2
C1 ;Blanco 1     ;2320803067501385472;001.04967351;-30.13489951; 18.77; 0.04;  2.80; 0.02; 3.40; 0.44; 3.20; 6.999; 0.004; 7.072; 0.008; 7.195; 0.030; 7.252; 0.034; 7.251; 0.030; 7.112;1
C1 ;Blanco 1     ;2320816227281177088;000.95913683;-30.06546307; 17.52; 0.91;  2.06; 0.74; 4.55; 0.44; 1.20;11.520; 0.079;10.975; 0.071;10.114; 0.030; 9.818; 0.030; 9.843; 0.030;10.906;1
C1 ;Blanco 1     ;2320803960854751104;001.10785439;-30.06738685; 21.69; 2.09;  3.25; 2.09;     ;     ; 0.53;      ;      ;      ;      ;13.178; 0.030;12.499; 0.030;12.362; 0.030;15.690;2
C1 ;Blanco 1     ;2320611580678986752;001.21910696;-30.19115834; 19.17; 2.09;  3.66; 2.09;     ;     ; 0.55;      ;      ;      ;      ;13.147; 0.030;12.433; 0.030;12.277; 0.030;15.377;2
C1 ;Blanco 1     ;2320617524913298304;001.24525945;-30.16155344; 18.01; 0.92;  3.73; 1.03; 4.01; 0.53; 1.10;11.730; 0.089;11.277; 0.090;10.423; 0.030;10.098; 0.030;10.081; 0.030;11.288;1
C1 ;Blanco 1     ;2320805575762423424;001.23373099;-30.11471630; 21.05; 2.09;  1.20; 2.09;     ;     ; 0.53;      ;      ;      ;      ;13.354; 0.030;12.660; 0.030;12.475; 0.030;15.642;2
C1 ;Blanco 1     ;2320806366036420480;001.18835418;-30.08897991; 22.02; 2.56;  0.70; 2.56;     ;     ; 0.22;      ;      ;      ;      ;15.416; 0.046;14.799; 0.067;14.446; 0.093;18.399;2
C1 ;Blanco 1     ;2320806159878005120;001.28525976;-30.06868622; 18.88; 2.09; -0.27; 2.09;     ;     ; 0.45;      ;      ;      ;      ;13.753; 0.030;13.110; 0.030;12.883; 0.030;16.487;2
C1 ;Blanco 1     ;2320807637346760960;001.29571294;-30.06143337; 17.83; 2.09;  1.85; 2.09;     ;     ; 0.45;      ;      ;      ;      ;13.786; 0.030;13.126; 0.030;12.883; 0.030;16.255;2
C1 ;Blanco 1     ;2320605808242517632;001.38162926;-30.34767114; 15.37; 2.09;  1.70; 2.09;     ;     ; 0.80;      ;      ;      ;      ;11.654; 0.030;11.112; 0.030;11.038; 0.030;13.067;2
C1 ;Blanco 1     ;2320606117480551680;001.35642250;-30.30985836; 18.91; 2.09;  1.61; 2.09;     ;     ; 0.59;      ;      ;      ;      ;12.965; 0.030;12.254; 0.030;12.118; 0.030;15.019;2
C1 ;Blanco 1     ;2320612748909666560;001.36157634;-30.29012045; 19.32; 0.67;  2.47; 0.77; 4.42; 0.44; 1.55;10.003; 0.026; 9.635; 0.026; 9.204; 0.030; 9.093; 0.030; 9.071; 0.030; 9.646;1
C1 ;Blanco 1     ;2320550042388002944;001.75925187;-30.35496114; 19.49; 1.17;  1.74; 1.17;     ;     ; 1.05;      ;      ;      ;      ;10.585; 0.030;10.254; 0.030;10.223; 0.030;11.510;2
C1 ;Blanco 1     ;2320692497862798848;001.77362349;-30.24217187; 21.49; 2.09;  1.77; 2.09;     ;     ; 0.57;      ;      ;      ;      ;13.024; 0.030;12.341; 0.030;12.178; 0.030;15.092;2
C1 ;Blanco 1     ;2320617112596437632;001.37099777;-30.14222611; 17.66; 2.09;  2.83; 2.09;     ;     ; 0.80;      ;      ;      ;      ;11.699; 0.030;11.169; 0.030;11.109; 0.030;13.099;2
C1 ;Blanco 1     ;2320618315187715456;001.39607930;-30.14292059; 20.10; 2.09;  3.58; 2.09;     ;     ; 0.35;      ;      ;      ;      ;14.479; 0.035;13.853; 0.037;13.609; 0.046;17.378;2
C1 ;Blanco 1     ;2320614363817795200;001.49233322;-30.18582078; 20.13; 2.09;  4.18; 2.09;     ;     ; 0.53;      ;      ;      ;      ;13.380; 0.030;12.723; 0.030;12.541; 0.030;15.714;2
C1 ;Blanco 1     ;2320615978725071232;001.47811437;-30.10714696; 19.19; 2.09;  3.90; 2.09;     ;     ; 1.00;      ;      ;      ;      ;10.887; 0.030;10.490; 0.030;10.475; 0.030;11.896;2
C1 ;Blanco 1     ;2320713044986176896;001.51799309;-30.03661545; 20.00; 2.09;  3.10; 2.09;     ;     ; 0.57;      ;      ;      ;      ;13.048; 0.030;12.390; 0.030;12.213; 0.030;15.156;2
C1 ;Blanco 1     ;2320696758470175744;001.64190662;-30.14611628; 18.72; 2.09;  1.29; 2.09;     ;     ; 0.50;      ;      ;      ;      ;13.565; 0.030;12.923; 0.030;12.750; 0.030;16.022;2
C1 ;Blanco 1     ;2320709643372054656;001.56822750;-30.09918312; 18.36; 0.67;  2.85; 0.53; 4.40; 0.26; 1.05;12.244; 0.143;11.727; 0.135;10.609; 0.030;10.277; 0.030;10.248; 0.030;11.512;1
C1 ;Blanco 1     ;2332868180391044096;000.01533209;-29.83617901; 20.88; 3.93;  5.00; 3.93;     ;     ; 0.16;      ;      ;      ;      ;15.965; 0.071;15.211; 0.082;15.102; 0.112;19.295;2
C1 ;Blanco 1     ;2320863918597150208;000.20846094;-29.79743149; 19.85; 2.16;  2.06; 2.16;     ;     ; 0.45;      ;      ;      ;      ;13.706; 0.030;13.042; 0.030;12.824; 0.030;16.155;2
C1 ;Blanco 1     ;2332875361576486528;000.17243833;-29.69735971; 18.19; 2.16;  1.10; 2.16;     ;     ; 0.75;      ;      ;      ;      ;12.086; 0.030;11.452; 0.030;11.368; 0.030;13.646;2
C1 ;Blanco 1     ;2320862990884187648;000.29817681;-29.83957936; 16.44; 2.67;  1.38; 2.67;     ;     ; 0.25;      ;      ;      ;      ;15.211; 0.050;14.610; 0.054;14.312; 0.076;18.279;2
C1 ;Blanco 1     ;2332875808252978688;000.27452119;-29.69658290; 21.41; 2.16;  3.23; 2.16;     ;     ; 0.59;      ;      ;      ;      ;12.939; 0.030;12.230; 0.030;12.104; 0.030;15.034;2
C1 ;Blanco 1     ;2320862200611102848;000.44371465;-29.77742388; 18.53; 1.19;  2.67; 1.05;     ;     ; 1.00;      ;      ;      ;      ;10.864; 0.030;10.464; 0.030;10.414; 0.030;11.995;2
C1 ;Blanco 1     ;2320848869031693184;000.50881826;-29.87795588; 20.63; 2.12;  0.55; 2.12;     ;     ; 0.50;      ;      ;      ;      ;13.449; 0.030;12.824; 0.032;12.588; 0.030;16.033;2
C1 ;Blanco 1     ;2320871443379801728;000.60798072;-29.87754972; 19.33; 2.16;  2.82; 2.16;     ;     ; 0.53;      ;      ;      ;      ;13.267; 0.030;12.598; 0.030;12.385; 0.030;15.466;2
C1 ;Blanco 1     ;2320868247924114816;000.65047447;-29.90431024; 19.62; 2.12;  1.47; 2.12;     ;     ; 0.50;      ;      ;      ;      ;13.348; 0.030;12.747; 0.030;12.552; 0.030;15.799;2
C1 ;Blanco 1     ;2320866976615004928;000.71742810;-29.94780076; 20.69; 2.68;  2.76; 2.68;     ;     ; 0.20;      ;      ;      ;      ;15.505; 0.065;14.822; 0.082;14.553; 0.086;18.596;2
C1 ;Blanco 1     ;2320818941700506240;000.84114013;-30.01959186; 12.64; 0.74;  4.29; 0.95; 2.52; 0.51; 1.40;10.725; 0.048;10.376; 0.041; 9.545; 0.030; 9.320; 0.030; 9.270; 0.030;10.242;1
C1 ;Blanco 1     ;2320821793558786816;000.85290166;-29.92074909; 22.27; 2.09;  0.22; 2.09;     ;     ; 0.75;      ;      ;      ;      ;12.171; 0.030;11.582; 0.030;11.479; 0.030;13.636;2
C1 ;Blanco 1     ;2320872268014446848;000.57740122;-29.85233922; 20.17; 2.16;  2.31; 2.16;     ;     ; 0.90;      ;      ;      ;      ;11.378; 0.030;10.935; 0.030;10.842; 0.030;12.620;2
C1 ;Blanco 1     ;2320872371092760320;000.59854273;-29.84437812; 19.52; 2.16;  7.32; 2.16;     ;     ; 0.59;      ;      ;      ;      ;12.897; 0.030;12.251; 0.030;12.057; 0.030;15.100;2
C1 ;Blanco 1     ;2320872645971567744;000.56131137;-29.81779150; 19.91; 2.16;  1.87; 2.16;     ;     ; 0.80;      ;      ;      ;      ;11.678; 0.030;11.147; 0.030;11.104; 0.030;13.035;2
C1 ;Blanco 1     ;2320873539323901312;000.71754092;-29.78360417; 19.86; 2.16;  2.73; 2.16;     ;     ; 0.40;      ;      ;      ;      ;14.279; 0.030;13.563; 0.030;13.371; 0.037;16.883;2
C1 ;Blanco 1     ;2320869897192498432;000.83598370;-29.82297565; 17.20; 1.20;  1.79; 0.95; 5.13; 0.56; 1.15;11.762; 0.082;11.227; 0.081;10.276; 0.030;10.027; 0.030; 9.961; 0.030;11.117;1
C1 ;Blanco 1     ;2320869725393806336;000.85171711;-29.81372451; 17.48; 0.98;  1.40; 0.73; 4.76; 0.37; 1.30;11.093; 0.061;10.565; 0.054; 9.748; 0.030; 9.466; 0.030; 9.461; 0.030;10.498;1
C1 ;Blanco 1     ;2320873745483194368;000.70103111;-29.77633465; 23.09; 2.13;  3.20; 2.13;     ;     ; 0.75;      ;      ;      ;      ;11.982; 0.030;11.400; 0.030;11.319; 0.030;13.354;2
C1 ;Blanco 1     ;2320874054720005248;000.77868528;-29.74626797; 20.20; 2.13;  2.66; 2.13;     ;     ; 0.65;      ;      ;      ;      ;12.614; 0.030;11.886; 0.030;11.828; 0.030;14.454;2
C1 ;Blanco 1     ;2320877215816767360;000.88296017;-29.71797832; 19.67; 0.87;  3.39; 0.78; 4.06; 0.32; 1.45;10.472; 0.045;10.069; 0.046; 9.392; 0.030; 9.141; 0.030; 9.126; 0.030;10.024;1
C1 ;Blanco 1     ;2332899928789326848;000.37236148;-29.61547163; 20.15; 2.16;  1.78; 2.16;     ;     ; 0.55;      ;      ;      ;      ;13.189; 0.030;12.452; 0.030;12.281; 0.030;15.336;2
C1 ;Blanco 1     ;2332907487931865728;000.30840839;-29.42170604; 18.35; 2.16;  4.90; 2.16;     ;     ; 0.95;      ;      ;      ;      ;11.060; 0.030;10.692; 0.030;10.647; 0.030;12.132;2
