#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T06:19:44 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T06:19:44	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/159/246/table3&-order=I&-out=WOCS&-out=Xpos&-out=Ypos&-out=RAJ2000&-out=DEJ2000&-out=Umag&-out=Bmag&-out=Vmag&-out=Rmag&-out=Imag&-out=NU&-out=NB&-out=NV&-out=NR&-out=NI&-out=U-B&-out=U-V&-out=U-R&-out=U-I&-out=B-V&-out=B-R&-out=B-I&-out=V-R&-out=V-I&-out=R-I&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51590246
#Name: J/AJ/159/246
#Title: WIYN open cluster study. LXXX. Photometry of NGC 7142 (Sun+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/246	    IVOID of underlying data collection
#INFO	creator=Sun Q.	    First author or institution
#INFO	cites=bibcode:2020AJ....159..246S	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/246	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51590246	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_159_246_table3:
#Name: J/AJ/159/246/table3
#Title: Photometry for stars in NGC 7142
#Column	WOCS	(I6)	[1001/429028] WOCS identifier (1)	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.3)	[-74/4099] X coordinate	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F8.3)	[2/4112] Y coordinate	[ucd=pos.cartesian.y;instr.det]
#Column	RAJ2000	(A11)	[21] Hour of right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	[65/66] Degree of declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Umag	(F6.3)	[10.6/20.4]? U magnitude ({lambda}~360nm)	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	[10.6/22]? B magnitude ({lambda}~450nm)	[ucd=phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	[10/21.8] V magnitude ({lamba}~555nm)	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	[9.2/20.7]? R magnitude ({lambda}~660nm)	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F6.3)	[8.5/19.9]? I magnitude ({lambda}~0.87{mu}m)	[ucd=phot.mag;em.opt.I]
#Column	NU	(I2)	[0/10] Number of observation for U band	[ucd=meta.number]
#Column	NB	(I2)	[0/13] Number of observation for B band	[ucd=meta.number]
#Column	NV	(I2)	[1/13] Number of observation for V band	[ucd=meta.number]
#Column	NR	(I2)	[0/13] Number of observation for R band	[ucd=meta.number]
#Column	NI	(I2)	[0/13] Number of observation for I band	[ucd=meta.number]
#Column	U-B	(F6.3)	[-0.15/2.47]? U-B color	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	U-V	(F6.3)	[-0.09/4.61]? U-V color	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	U-R	(F6.3)	[0.37/6.02]? U-R color	[ucd=phot.mag]
#Column	U-I	(F6.3)	[0.54/7.53]? U-I color	[ucd=phot.mag]
#Column	B-V	(F6.3)	[0.06/2.23]? B-V color	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	B-R	(F6.3)	[0.26/3.97]? B-R color	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	B-I	(F6.3)	[0.43/5.87]? B-I color	[ucd=phot.color;em.opt.B;em.opt.I]
#Column	V-R	(F6.3)	[0.07/4.01]? V-R color	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F6.3)	[0.24/6.84]? V-I color	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	R-I	(F6.3)	[0.09/2.84]? R-I color	[ucd=phot.color;em.opt.R;em.opt.I]
WOCS;Xpos;Ypos;RAJ2000;DEJ2000;Umag;Bmag;Vmag;Rmag;Imag;NU;NB;NV;NR;NI;U-B;U-V;U-R;U-I;B-V;B-R;B-I;V-R;V-I;R-I
  1013;2769.711;1705.738;21 46 03.06;+65 43 59.9;16.485;15.170;13.516;12.226;10.713; 4; 8; 9; 4; 2; 1.315; 2.969; 4.259; 5.772; 1.654; 2.944; 4.457; 1.290; 2.803; 1.513
  3024; 360.644;2239.359;21 43 17.09;+65 48 01.1;14.822;14.364;13.523;13.011;12.549; 7;11; 9; 4; 7; 0.458; 1.299; 1.811; 2.274; 0.841; 1.353; 1.815; 0.512; 0.974; 0.462
  4007;1870.619;2463.835;21 45 01.82;+65 49 28.9;16.638;15.040;13.525;12.727;11.941; 4;12; 9; 5; 6; 1.599; 3.114; 3.911; 4.697; 1.515; 2.313; 3.099; 0.798; 1.584; 0.786
  2017;3154.612;1997.934;21 46 30.05;+65 46 00.8;16.639;15.128;13.576;12.712;11.902; 3; 7; 9; 7; 6; 1.511; 3.063; 3.927; 4.738; 1.553; 2.417; 3.227; 0.864; 1.674; 0.810
  6026; 677.736; 871.248;21 43 38.06;+65 38 17.5;15.877;14.846;13.577;12.867;12.194; 5;10; 9; 7; 7; 1.031; 2.300; 3.009; 3.683; 1.269; 1.978; 2.652; 0.710; 1.383; 0.673
  4004;1910.918;1851.907;21 45 03.95;+65 45 08.4;14.591;14.385;13.594;13.147;12.710; 8; 7; 6; 6; 7; 0.206; 0.997; 1.444; 1.881; 0.791; 1.238; 1.675; 0.447; 0.884; 0.437
  5016;3086.880;1934.383;21 46 25.28;+65 45 34.4;16.030;14.942;13.599;12.866;12.146; 3; 8; 9; 6; 7; 1.088; 2.431; 3.164; 3.884; 1.342; 2.076; 2.796; 0.734; 1.454; 0.720
  5004;1926.861;1798.795;21 45 05.00;+65 44 45.7;14.475;14.298;13.610;13.188;12.790; 5; 5; 7; 2; 8; 0.177; 0.865; 1.287; 1.685; 0.688; 1.110; 1.509; 0.422; 0.820; 0.398
  1011;2691.079;2212.398;21 45 58.31;+65 47 36.0;14.350;14.243;13.620;13.265;12.861; 7; 7; 8; 6; 6; 0.107; 0.730; 1.085; 1.489; 0.623; 0.978; 1.382; 0.355; 0.759; 0.404
  2023;3217.698;1053.774;21 46 33.00;+65 39 18.8;17.831;15.517;13.621;12.514;11.498; 3; 8;10; 7; 5; 2.314; 4.210; 5.317; 6.333; 1.896; 3.003; 4.019; 1.107; 2.123; 1.016
  3008;2270.453;1609.972;21 45 28.50;+65 43 23.0;14.490;14.360;13.654;13.267;12.779; 9; 9; 8; 6; 6; 0.130; 0.836; 1.223; 1.711; 0.707; 1.093; 1.581; 0.387; 0.875; 0.488
  2013;1144.984;2012.749;21 44 11.18;+65 46 21.3;14.400;14.258;13.661;13.332;12.933; 9;10; 9; 4; 5; 0.142; 0.738; 1.067; 1.466; 0.597; 0.926; 1.325; 0.329; 0.728; 0.399
  6016;3062.575;2287.519;21 46 24.11;+65 48 04.8;16.467;15.109;13.673;12.902;12.198; 3;10; 9; 5; 4; 1.358; 2.794; 3.565; 4.269; 1.436; 2.207; 2.911; 0.771; 1.475; 0.704
  2011;2681.406;1729.887;21 45 57.00;+65 44 10.9;16.432;15.091;13.675;12.921;12.182; 3; 9; 9; 5; 6; 1.341; 2.757; 3.511; 4.250; 1.416; 2.171; 2.910; 0.754; 1.494; 0.739
  7729;3302.090;3536.057;21 46 42.61;+65 56 53.8;14.884;14.595;13.690;13.196;12.658; 4;10; 8; 6; 8; 0.289; 1.194; 1.688; 2.226; 0.905; 1.400; 1.938; 0.495; 1.033; 0.538
  4024;3625.969;1806.156;21 47 02.29;+65 44 34.8;14.507;14.379;13.704;13.300;12.874; 8;10; 7; 7; 5; 0.128; 0.803; 1.207; 1.633; 0.675; 1.079; 1.505; 0.404; 0.830; 0.426
  2005;1811.368;2340.975;21 44 57.59;+65 48 37.1;16.161;15.012;13.709;12.994;12.300; 6;10; 9; 7; 7; 1.149; 2.452; 3.167; 3.861; 1.303; 2.018; 2.712; 0.715; 1.409; 0.694
  2733;3323.486;3889.928;21 46 44.65;+65 59 24.2;15.405;14.790;13.709;13.106;12.522; 5;10;10; 6; 8; 0.615; 1.696; 2.299; 2.883; 1.081; 1.684; 2.268; 0.603; 1.187; 0.583
  7026;1303.751; 442.546;21 44 20.76;+65 35 12.2;14.565;14.435;13.709;13.270;12.862; 6;10; 9; 3; 6; 0.130; 0.856; 1.294; 1.702; 0.726; 1.165; 1.573; 0.439; 0.847; 0.408
  3005;2141.361;2332.636;21 45 20.42;+65 48 31.3;16.323;15.137;13.726;12.965;12.215; 5;10;11; 5; 6; 1.186; 2.597; 3.359; 4.108; 1.411; 2.172; 2.922; 0.762; 1.511; 0.749
  8729;3734.320;3041.261;21 47 11.86;+65 53 19.1;14.860;14.577;13.749;13.282;12.811; 5; 9;12; 5; 5; 0.284; 1.111; 1.578; 2.050; 0.827; 1.294; 1.766; 0.467; 0.939; 0.472
  5024;1773.624; 425.305;21 44 53.01;+65 35 02.3;14.616;14.453;13.763;13.354;12.923; 5; 8; 9; 7; 5; 0.164; 0.853; 1.262; 1.693; 0.690; 1.098; 1.530; 0.409; 0.840; 0.431
  4008;1955.395;1562.198;21 45 06.71;+65 43 04.9;14.834;14.594;13.782;13.350;12.873; 3;10; 8; 6; 8; 0.240; 1.052; 1.484; 1.960; 0.812; 1.244; 1.721; 0.432; 0.908; 0.477
  3018;3159.864;1633.309;21 46 29.87;+65 43 25.7;16.916;15.318;13.784;12.947;12.170; 3; 8;10; 7; 6; 1.599; 3.132; 3.969; 4.747; 1.533; 2.370; 3.148; 0.837; 1.615; 0.778
  1006;2324.420;2194.988;21 45 32.93;+65 47 31.4;16.198;15.142;13.794;13.062;12.364; 3; 9; 9; 3; 7; 1.056; 2.404; 3.137; 3.834; 1.348; 2.080; 2.777; 0.732; 1.430; 0.697
  8026;2639.722;3707.246;21 45 56.73;+65 58 12.3;18.109;15.738;13.818;12.660;11.474; 2; 7; 9; 6; 5; 2.371; 4.291; 5.449; 6.635; 1.920; 3.078; 4.264; 1.158; 2.344; 1.186
  4734; 669.577;4010.735;21 43 39.76;+66 00 32.8;17.007;15.588;13.839;12.717;11.631; 3; 4; 6; 3; 7; 1.420; 3.169; 4.291; 5.376; 1.749; 2.871; 3.956; 1.122; 2.208; 1.086
  6024;1121.000; 697.354;21 44 08.42;+65 37 01.5;14.539;14.435;13.839;13.470;13.112; 6; 9; 8; 4; 9; 0.104; 0.699; 1.069; 1.426; 0.596; 0.965; 1.323; 0.370; 0.727; 0.357
  3023; 988.869; 884.600;21 43 59.48;+65 38 21.9;17.085;15.424;13.849;12.968;12.137; 3; 7; 6; 6; 7; 1.661; 3.236; 4.117; 4.948; 1.575; 2.456; 3.287; 0.881; 1.712; 0.830
  9729;3489.590; 779.992;21 46 51.25;+65 37 20.0;14.680;14.588;13.874;13.444;13.024; 6; 9;10; 8; 9; 0.092; 0.806; 1.236; 1.656; 0.714; 1.144; 1.564; 0.430; 0.850; 0.420
  4012;2724.685;2427.241;21 46 00.92;+65 49 07.1;16.416;15.240;13.885;13.132;12.412; 4; 9; 8; 8; 6; 1.176; 2.532; 3.285; 4.005; 1.355; 2.108; 2.829; 0.753; 1.473; 0.720
  2731; 872.586;3882.540;21 43 53.80;+65 59 37.5;14.657;14.578;13.900;13.500;13.099; 7; 7; 8; 3; 6; 0.079; 0.757; 1.157; 1.558; 0.678; 1.078; 1.479; 0.400; 0.801; 0.401
  3013;1211.792;1730.805;21 44 15.55;+65 44 21.0;14.925;14.700;13.900;13.401;12.900; 6; 6; 6; 9; 8; 0.226; 1.025; 1.525; 2.026; 0.799; 1.299; 1.800; 0.499; 1.000; 0.501
  3011;2277.169;1423.773;21 45 28.74;+65 42 03.8;14.727;14.569;13.911;13.536;13.080; 5;11; 6; 5; 8; 0.158; 0.816; 1.191; 1.648; 0.659; 1.034; 1.490; 0.375; 0.831; 0.456
  3731;3880.338;1064.231;21 47 18.56;+65 39 17.0;14.736;14.622;13.912;13.565;13.039; 6; 7; 9; 5; 5; 0.114; 0.824; 1.172; 1.698; 0.710; 1.058; 1.584; 0.348; 0.874; 0.526
  2028; 547.999; 802.271;21 43 29.08;+65 37 48.6;15.811;15.036;13.918;13.269;12.686; 4; 7;11; 7; 7; 0.775; 1.893; 2.542; 3.125; 1.118; 1.767; 2.350; 0.649; 1.231; 0.582
  3733;  76.655;3270.111;21 42 58.02;+65 55 20.2;14.732;14.615;13.929;13.528;13.133; 8; 8; 9; 5; 6; 0.117; 0.803; 1.204; 1.600; 0.686; 1.087; 1.483; 0.401; 0.796; 0.395
  3017;2244.789;3184.219;21 45 28.59;+65 54 32.8;14.647;14.577;13.930;13.548;13.155; 8; 9;10; 5; 8; 0.071; 0.717; 1.100; 1.493; 0.647; 1.029; 1.422; 0.382; 0.775; 0.393
  4017;1558.094;3095.077;21 44 40.79;+65 53 59.3;14.883;14.717;13.938;13.500;13.062; 4; 9; 5; 7; 8; 0.166; 0.946; 1.383; 1.822; 0.779; 1.217; 1.655; 0.437; 0.876; 0.439
  2006;2385.446;1962.858;21 45 36.86;+65 45 52.3;14.860;14.717;13.944;13.505;13.058; 8; 6;11; 5; 8; 0.144; 0.916; 1.355; 1.802; 0.773; 1.211; 1.658; 0.439; 0.886; 0.447
  2014;2889.845;1817.569;21 46 11.51;+65 44 46.4;14.793;14.690;13.945;13.509;13.074; 6; 8;10; 5; 9; 0.103; 0.848; 1.284; 1.719; 0.745; 1.180; 1.616; 0.435; 0.871; 0.436
  4023;3521.854;1624.917;21 46 54.82;+65 43 18.8;17.003;15.492;13.948;13.084;12.267; 2; 9; 9; 7; 6; 1.511; 3.055; 3.920; 4.737; 1.544; 2.408; 3.225; 0.864; 1.681; 0.817
  5732;3811.944;3278.545;21 47 17.66;+65 54 59.3;16.882;15.414;13.952;13.167;12.433; 3;11;11; 6; 7; 1.468; 2.930; 3.715; 4.450; 1.462; 2.247; 2.981; 0.785; 1.519; 0.734
  5019;1812.742;3365.656;21 44 58.76;+65 55 52.8;16.448;15.332;13.957;13.182;12.404; 3;10; 7; 7; 8; 1.116; 2.490; 3.266; 4.043; 1.374; 2.150; 2.927; 0.775; 1.553; 0.777
  6732;  23.935;1172.033;21 42 53.20;+65 40 27.8;14.821;14.688;13.965;13.519;13.082; 6;11;10; 5; 8; 0.133; 0.856; 1.301; 1.739; 0.723; 1.168; 1.606; 0.446; 0.883; 0.437
  1736;3892.561; 421.304;21 47 18.29;+65 34 43.7;17.057;15.525;13.974;13.084;12.268; 2; 8; 9; 5; 5; 1.532; 3.083; 3.973; 4.789; 1.552; 2.441; 3.257; 0.890; 1.706; 0.816
  7016;1507.607;2996.098;21 44 37.19;+65 53 17.5;17.081;15.501;13.975;13.132;12.332; 3;13; 9; 8; 7; 1.579; 3.105; 3.948; 4.749; 1.526; 2.369; 3.169; 0.843; 1.643; 0.800
  4021; 553.440;1960.905;21 43 30.24;+65 46 01.9;14.832;14.690;13.979;13.567;13.177; 4; 9; 9; 7; 7; 0.142; 0.853; 1.265; 1.655; 0.711; 1.123; 1.513; 0.412; 0.802; 0.390
  5021; 573.981;2344.418;21 43 31.93;+65 48 45.0;14.852;14.701;13.980;13.557;13.162; 8; 7; 7; 5; 7; 0.151; 0.872; 1.295; 1.690; 0.720; 1.144; 1.539; 0.423; 0.818; 0.395
  5010;2165.629;1418.934;21 45 21.05;+65 42 02.5;15.963;15.104;13.984;13.390;12.777; 6; 8;10; 5; 7; 0.858; 1.979; 2.572; 3.186; 1.121; 1.714; 2.327; 0.593; 1.207; 0.613
  5007;1543.833;2058.508;21 44 38.80;+65 46 38.6;16.752;15.415;13.998;13.205;12.466; 4; 9;10; 4; 5; 1.337; 2.754; 3.547; 4.286; 1.417; 2.210; 2.949; 0.793; 1.532; 0.739
  4018;1110.545;1245.710;21 44 08.16;+65 40 55.0;17.286;15.554;14.010;13.171;12.417; 3;10;10; 4; 7; 1.732; 3.276; 4.115; 4.869; 1.544; 2.383; 3.137; 0.839; 1.593; 0.754
  4011;2588.692;1679.161;21 45 50.54;+65 43 50.0;16.944;15.482;14.016;13.197;12.408; 3;10; 9; 6; 6; 1.462; 2.928; 3.747; 4.536; 1.466; 2.285; 3.074; 0.819; 1.608; 0.789
  5012;2783.662;2075.620;21 46 04.53;+65 46 37.1;15.238;14.898;14.018;13.523;13.056; 3; 9;10; 5; 7; 0.341; 1.220; 1.716; 2.182; 0.879; 1.375; 1.841; 0.495; 0.962; 0.467
  7024;2267.727; 457.398;21 45 26.96;+65 35 12.8;14.916;14.740;14.025;13.598;13.191; 7;10;10; 3; 7; 0.176; 0.891; 1.318; 1.725; 0.715; 1.142; 1.550; 0.427; 0.835; 0.407
  2020; 805.350;2748.597;21 43 48.26;+65 51 35.9;15.060;14.731;14.031;13.611;13.148; 9;10; 9; 6; 8; 0.329; 1.029; 1.449; 1.912; 0.700; 1.120; 1.583; 0.420; 0.883; 0.463
  6021;1112.431; 936.244;21 44 08.03;+65 38 43.3;18.251;15.979;14.035;12.886;11.775; 2; 5; 9; 5; 7; 2.272; 4.216; 5.365; 6.476; 1.944; 3.093; 4.204; 1.149; 2.260; 1.111
  2738;3909.549;3872.054;21 47 25.50;+65 59 10.9;15.074;14.862;14.048;13.554;13.084; 4; 6; 8; 5; 6; 0.212; 1.026; 1.520; 1.990; 0.814; 1.308; 1.778; 0.494; 0.964; 0.470
  6019;3179.903;1625.756;21 46 31.24;+65 43 22.4;15.136;14.904;14.061;13.555;13.029; 6; 9;10;10; 7; 0.232; 1.075; 1.582; 2.108; 0.843; 1.349; 1.876; 0.506; 1.032; 0.526
  9026; 246.285;2374.409;21 43 09.26;+65 48 58.9;17.474;15.740;14.072;13.106;12.217; 2;11; 8; 5; 5; 1.734; 3.402; 4.367; 5.257; 1.668; 2.633; 3.523; 0.965; 1.855; 0.890
  5017;2977.769;1525.155;21 46 17.16;+65 42 41.4;16.495;15.344;14.073;13.358;12.692; 3;10; 7; 3; 7; 1.151; 2.422; 3.137; 3.803; 1.271; 1.986; 2.652; 0.715; 1.381; 0.667
  3006;1616.142;2069.740;21 44 43.81;+65 46 42.9;16.967;15.521;14.089;13.299;12.562; 4; 9; 8; 4; 7; 1.446; 2.878; 3.668; 4.405; 1.432; 2.222; 2.959; 0.790; 1.527; 0.737
  4025;3100.798; 725.698;21 46 24.48;+65 37 00.4;16.575;15.453;14.099;13.341;12.619; 4; 8; 9; 6; 7; 1.122; 2.476; 3.234; 3.956; 1.354; 2.112; 2.834; 0.758; 1.480; 0.722
  3028;2868.590;3786.989;21 46 12.78;+65 58 44.4;14.991;14.825;14.107;13.708;13.197; 7; 8; 9; 6; 8; 0.166; 0.884; 1.283; 1.794; 0.717; 1.117; 1.627; 0.399; 0.910; 0.511
  3020;2879.747; 986.500;21 46 09.66;+65 38 53.1;16.465;15.387;14.110;13.413;12.715; 3;11; 9; 5; 7; 1.078; 2.355; 3.052; 3.750; 1.277; 1.974; 2.673; 0.697; 1.395; 0.699
  7021;2819.016;3257.237;21 46 08.59;+65 54 59.4;16.507;15.456;14.112;13.339;12.612; 2;12;10; 5; 9; 1.051; 2.395; 3.168; 3.895; 1.343; 2.117; 2.844; 0.773; 1.500; 0.727
  4020;1938.558; 694.649;21 45 04.62;+65 36 55.9;17.383;15.707;14.132;13.262;12.427; 3;11; 9; 4; 5; 1.676; 3.251; 4.121; 4.956; 1.575; 2.445; 3.280; 0.870; 1.705; 0.835
  6007;2031.117;2491.368;21 45 12.97;+65 49 39.6;16.367;15.420;14.139;13.428;12.707; 3; 9;11; 6; 8; 0.947; 2.229; 2.939; 3.660; 1.282; 1.992; 2.713; 0.710; 1.431; 0.721
  8016;1468.162;1129.708;21 44 32.69;+65 40 03.8;15.506;15.036;14.158;13.668;13.207; 5; 8; 9; 6; 8; 0.470; 1.348; 1.838; 2.299; 0.878; 1.369; 1.829; 0.490; 0.951; 0.460
  9016;3071.079;1876.878;21 46 24.10;+65 45 10.1;18.108;15.982;14.161;13.125;12.172; 2; 5; 8; 7; 8; 2.126; 3.947; 4.983; 5.936; 1.821; 2.857; 3.810; 1.036; 1.989; 0.953
  1735;3936.276;3442.196;21 47 26.60;+65 56 07.6;15.004;14.899;14.176;13.732;13.311; 6;11; 9; 6; 9; 0.105; 0.828; 1.271; 1.693; 0.723; 1.166; 1.588; 0.444; 0.865; 0.421
  8021; 999.026;1068.923;21 44 00.33;+65 39 40.3;17.558;15.786;14.177;13.284;12.457; 2; 9; 8; 4; 8; 1.771; 3.381; 4.274; 5.101; 1.609; 2.503; 3.330; 0.893; 1.720; 0.827
  6012;1335.530;1595.428;21 44 23.98;+65 43 22.7;15.179;14.954;14.188;13.725;13.260; 5; 8; 9; 5;10; 0.225; 0.991; 1.454; 1.919; 0.766; 1.229; 1.694; 0.463; 0.928; 0.465
  7019;3112.539;1345.935;21 46 26.19;+65 41 24.0;15.043;14.866;14.188;13.775;13.340; 8; 8; 9;10; 8; 0.177; 0.855; 1.268; 1.703; 0.678; 1.091; 1.526; 0.413; 0.848; 0.435
  4005;2259.355;1853.520;21 45 28.02;+65 45 06.7;16.982;15.617;14.208;13.440;12.700; 5; 6; 9; 5; 7; 1.365; 2.773; 3.542; 4.282; 1.409; 2.177; 2.917; 0.769; 1.508; 0.740
  7007;1581.981;2227.137;21 44 41.60;+65 47 50.1;16.479;15.488;14.210;13.491;12.806; 4;10; 8; 8; 9; 0.991; 2.270; 2.988; 3.673; 1.278; 1.997; 2.682; 0.718; 1.404; 0.685
  6004;1734.691;2022.165;21 44 51.96;+65 46 21.9;14.957;14.680;14.218;13.965;13.658; 9;11;10; 8;11; 0.277; 0.739; 0.992; 1.299; 0.462; 0.715; 1.022; 0.253; 0.560; 0.307
  5027;1336.606; 318.228;21 44 22.91;+65 34 19.1;15.398;15.051;14.220;13.737;13.309; 5; 8;11; 3; 8; 0.347; 1.177; 1.661; 2.088; 0.830; 1.314; 1.741; 0.484; 0.911; 0.427
  5023; 866.761;3154.196;21 43 52.83;+65 54 28.0;18.831;16.394;14.227;12.819;11.372; 1;10; 9; 9; 3; 2.437; 4.604; 6.012; 7.459; 2.167; 3.575; 5.022; 1.408; 2.855; 1.447
 10026; 635.698;3229.370;21 43 36.83;+65 55 01.0;15.237;15.043;14.232;13.732;13.233; 3; 8; 9; 6; 9; 0.194; 1.005; 1.505; 2.004; 0.811; 1.311; 1.810; 0.500; 0.999; 0.499
  8024; 560.308;1336.788;21 43 30.29;+65 41 36.2;15.011;14.915;14.233;13.822;13.427; 6;11; 8; 4; 8; 0.095; 0.778; 1.189; 1.583; 0.682; 1.093; 1.488; 0.411; 0.806; 0.395
 11026;1438.992; 353.950;21 44 29.97;+65 34 33.7;15.188;15.025;14.241;13.763;13.289; 5; 6; 8; 4; 5; 0.163; 0.948; 1.426; 1.899; 0.784; 1.262; 1.736; 0.478; 0.951; 0.473
  6023;1470.794; 611.275;21 44 32.39;+65 36 23.1;17.201;15.721;14.277;13.482;12.747; 3; 9;10; 4; 6; 1.480; 2.925; 3.719; 4.454; 1.445; 2.239; 2.974; 0.794; 1.529; 0.735
  9024;2406.582; 497.642;21 45 36.53;+65 35 28.9;14.886;14.668;14.278;14.034;13.744; 5;11; 9; 5; 8; 0.217; 0.608; 0.852; 1.142; 0.391; 0.635; 0.925; 0.244; 0.534; 0.290
  5025; 501.002;1200.121;21 43 26.11;+65 40 38.2;16.977;15.689;14.293;13.507;12.777; 4; 7;10; 5; 8; 1.289; 2.685; 3.470; 4.201; 1.396; 2.182; 2.912; 0.786; 1.516; 0.730
 10016;1082.973;1552.949;21 44 06.51;+65 43 05.9;15.622;15.195;14.304;13.795;13.309; 4; 9; 9; 7; 6; 0.427; 1.319; 1.828; 2.314; 0.891; 1.400; 1.886; 0.509; 0.995; 0.486
  9021; 997.604;1014.103;21 44 00.19;+65 39 17.0;17.384;15.830;14.317;13.522;12.712; 2; 7;10; 6; 9; 1.554; 3.067; 3.862; 4.672; 1.513; 2.308; 3.118; 0.795; 1.605; 0.810
  5020;2135.592; 693.832;21 45 18.16;+65 36 54.2;16.204;15.395;14.321;13.767;13.194; 5; 9;10; 3; 8; 0.809; 1.883; 2.437; 3.010; 1.074; 1.628; 2.200; 0.554; 1.127; 0.573
  6020;1289.519;3219.484;21 44 22.25;+65 54 53.7;17.517;15.925;14.334;13.408;12.559; 2; 7; 7; 6; 8; 1.592; 3.183; 4.109; 4.958; 1.591; 2.517; 3.366; 0.926; 1.775; 0.850
 10024; 444.100;2668.768;21 43 23.15;+65 51 03.4;18.940;16.474;14.334;12.973;11.624; 1; 4; 8; 6; 5; 2.466; 4.607; 5.968; 7.316; 2.140; 3.501; 4.850; 1.361; 2.710; 1.349
  4733;3790.461;3439.120;21 47 16.44;+65 56 07.8;15.976;15.379;14.346;13.749;13.179; 5;13; 8; 5; 9; 0.597; 1.630; 2.227; 2.797; 1.033; 1.631; 2.200; 0.598; 1.167; 0.569
 11024; 450.242;1604.551;21 43 22.88;+65 43 30.6;15.112;15.005;14.346;13.953;13.558; 4;10;10; 7;11; 0.107; 0.766; 1.159; 1.554; 0.660; 1.053; 1.447; 0.393; 0.787; 0.395
  8007;2351.563;1766.446;21 45 34.28;+65 44 29.0;17.294;15.842;14.385;13.588;12.811; 4; 6;10; 6; 6; 1.452; 2.909; 3.706; 4.483; 1.457; 2.254; 3.031; 0.797; 1.575; 0.778
  4028;3088.205; 524.778;21 46 23.33;+65 35 35.1;15.302;15.172;14.405;13.933;13.459; 4; 5; 7; 9; 9; 0.130; 0.897; 1.370; 1.843; 0.767; 1.240; 1.713; 0.472; 0.946; 0.473
  2015;1033.785;2262.703;21 44 03.70;+65 48 08.2;17.097;15.783;14.408;13.664;12.935; 1; 9; 8; 7; 5; 1.314; 2.688; 3.433; 4.161; 1.374; 2.119; 2.847; 0.745; 1.473; 0.728
  5018; 793.355;1885.198;21 43 46.77;+65 45 28.7;15.715;15.322;14.412;13.879;13.355; 4; 9;12; 6; 9; 0.393; 1.302; 1.836; 2.360; 0.909; 1.443; 1.967; 0.533; 1.058; 0.524
  4731;3269.442; 394.133;21 46 35.56;+65 34 38.0;15.807;15.382;14.416;13.869;13.309; 4;11; 8; 8; 7; 0.425; 1.391; 1.938; 2.498; 0.966; 1.513; 2.072; 0.547; 1.107; 0.560
  2736; 543.916;4041.022;21 43 31.02;+66 00 46.2;15.424;15.212;14.419;13.969;13.530; 5; 7;10; 7; 8; 0.212; 1.005; 1.455; 1.894; 0.793; 1.243; 1.682; 0.450; 0.889; 0.439
  4013;2626.101;2667.191;21 45 54.41;+65 50 50.0;15.276;15.107;14.420;13.995;13.562; 4; 9;10; 8; 9; 0.169; 0.856; 1.281; 1.714; 0.687; 1.112; 1.546; 0.425; 0.858; 0.433
  3022;1608.195;3534.654;21 44 44.71;+65 57 05.9;15.486;15.243;14.425;13.909;13.402; 4; 8; 6;10;10; 0.243; 1.061; 1.577; 2.084; 0.819; 1.334; 1.841; 0.516; 1.023; 0.507
