#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:38:48 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:38:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/374/504/table2&-order=I&-out=No&-out=Xpos&-out=Ypos&-out=Vmag&-out=e_Vmag&-out=B-V&-out=V-I&-out=U-B&-out=e_Imag&-out=e_Bmag&-out=e_Umag&-out=chi&-out=Sharp&-out=r&-out=_RA&-out=_DE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_33740504
#Name: J/A+A/374/504
#Title: UBVI photometry of NGC 7654 (Pandey+, 2001)
#INFO	ivoid=ivo://cds.vizier/j/a+a/374/504	    IVOID of underlying data collection
#INFO	creator=Pandey	    First author or institution
#INFO	cites=bibcode:2001A&A...374..504P	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2001	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/374/504	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.33740504	    Dataset identifier that can be used for citation
#INFO	publication_date=2013-05-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_374_504_table2:
#Name: J/A+A/374/504/table2
#Title: UBVIc photometric data of the stars in the field of NGC 7654
#Column	No	(I6)	Identification number of the stars	[ucd=meta.id;meta.main]
#Column	Xpos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Ypos	(F8.2)	Pixel coordinate (1)	[ucd=pos.frame]
#Column	Vmag	(F6.3)	Magnitude in the V (Johnson) band	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Errors in the V (Johnson) band	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F7.3)	? B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-I	(F6.3)	? V-I (Cousins) colour index	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	U-B	(F6.3)	? U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_Imag	(F6.3)	? Errors in the I (Cousins) band	[ucd=stat.error;phot.mag;em.opt.I]
#Column	e_Bmag	(F6.3)	? Errors in the B (Johnson) band	[ucd=stat.error;phot.mag;em.opt.B]
#Column	e_Umag	(F6.3)	? Errors in the U (Johnson) band	[ucd=stat.error;phot.mag;em.opt.U]
#Column	chi	(F6.3)	{chi} parameter in the V (Johnson) band (3)	[ucd=stat.error]
#Column	Sharp	(F6.3)	Sharpness parameter in the V (Johnson) band (2)	[ucd=stat.fit.param]
#Column	r	(F9.3)	Radial distance of the stars from the cluster center (X=855, Y=755)	[ucd=phys.angSize]
#Column	_RA	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position computed from a comparison with UCAC4 (Cat. I/322) ({sigma}=0.2'') (declination part)	[ucd=pos.eq.dec;meta.main]
No;Xpos;Ypos;Vmag;e_Vmag;B-V;V-I;U-B;e_Imag;e_Bmag;e_Umag;chi;Sharp;r;_RA;_DE
   132;  794.30;  748.64;18.240; 0.044;  1.301; 1.804; 0.382; 0.026; 0.038; 0.235; 0.390;-0.177;   61.033;351.18993;+61.56659
   133;  795.19;  739.41;18.938; 0.113;  1.041; 1.635; 0.263; 0.050; 0.052; 0.328; 0.620; 0.361;   61.805;351.18919;+61.56274
   134;  916.77;  757.89;14.456; 0.009;  0.680; 1.032; 0.336; 0.025; 0.016; 0.005; 1.390;-0.019;   61.832;351.08266;+61.57017
   135;  804.01;  789.98;14.802; 0.015;  2.129; 2.689; 2.409; 0.022; 0.019; 0.220; 1.950;-0.122;   61.834;351.18125;+61.58380
   136;  896.52;  708.79;18.180; 0.059;  1.082; 1.539;-0.082; 0.045; 0.035; 0.147; 0.500;-0.039;   62.124;351.10065;+61.54975
   137;  863.60;  816.66;18.218; 0.058;  1.188; 1.498; 0.183; 0.040; 0.040; 0.152; 0.380; 0.227;   62.257;351.12893;+61.59479
   138;  847.04;  816.96;19.696; 0.181;  0.628; 2.110; 0.002; 0.095; 0.118; 0.313; 0.440; 0.514;   62.466;351.14343;+61.59496
   139;  906.96;  789.82;17.484; 0.028;  0.976; 1.738; 0.241; 0.069; 0.023; 0.096; 0.470;-0.033;   62.549;351.09108;+61.58350
   140;  817.78;  805.55;13.771; 0.019;  0.413; 0.674; 0.222; 0.030; 0.023; 0.005; 1.560;-0.175;   62.776;351.16912;+61.59026
   141;  799.84;  724.77;18.787; 0.101;  1.153; 1.576; 0.068; 0.031; 0.044; 0.194; 0.620;-0.227;   62.902;351.18518;+61.55663
   142;  868.34;  816.90;14.951; 0.009;  0.764; 0.951; 0.442; 0.026; 0.022; 0.012; 1.140;-0.097;   63.323;351.12477;+61.59488
   143;  852.17;  818.27;18.992; 0.130;  0.584; 2.185; 0.709; 0.046; 0.054; 0.400; 0.650; 0.868;   63.329;351.13893;+61.59549
   144;  795.97;  779.57;13.958; 0.018;  0.456; 0.783; 0.331; 0.022; 0.016; 0.004; 3.740; 0.082;   63.940;351.18834;+61.57948
   145;  790.75;  753.64;15.894; 0.020;  0.981; 1.445; 0.332; 0.033; 0.015; 0.018; 1.470; 0.108;   64.269;351.19302;+61.56868
   146;  874.25;  816.84;19.054; 0.130;  1.459; 1.605;-0.194; 0.080; 0.082; 0.266; 0.490;-0.828;   64.765;351.11959;+61.59484
   147;  838.18;  817.55;18.545; 0.076;  1.304; 1.566; 0.389; 0.047; 0.056; 0.259; 0.560; 0.477;   64.769;351.15120;+61.59522
   148;  900.79;  800.83;18.543; 0.096;  1.313; 2.412; 0.521; 0.120; 0.081; 0.403; 0.700; 0.585;   64.789;351.09642;+61.58810
   149;  887.56;  811.22;16.692; 0.016;  0.845; 1.319; 0.597; 0.027; 0.020; 0.047; 0.600;-0.098;   64.966;351.10796;+61.59247
   150;  905.57;  795.97;18.643; 0.064;  1.048; 2.306;      ; 0.140; 0.044;      ; 0.370; 0.121;   65.078;351.09226;+61.58607
   151;  791.13;  770.31;16.195; 0.017;  0.718; 1.037; 0.432; 0.030; 0.028; 0.021; 0.690;-0.185;   65.679;351.19262;+61.57563
   152;  882.01;  693.91;12.635; 0.007;  0.373; 0.579;-0.041; 0.020; 0.015; 0.006; 1.700;-0.079;   66.799;351.11342;+61.54359
   153;  815.91;  809.40;12.788; 0.007;  0.364; 0.586; 0.151; 0.030; 0.025; 0.008; 1.370;-0.086;   66.982;351.17075;+61.59187
   154;  920.90;  742.80;15.230; 0.009;  0.681; 1.048; 0.424; 0.013; 0.017; 0.009; 0.930;-0.082;   67.017;351.07913;+61.56387
   155;  791.45;  732.61;17.564; 0.037;  1.028; 1.574; 0.458; 0.032; 0.020; 0.146; 0.680;-0.009;   67.379;351.19249;+61.55991
   156;  872.19;  689.37;18.143; 0.052;  1.002; 1.405; 0.666; 0.036; 0.039; 0.240; 0.550;-0.238;   67.848;351.12203;+61.54172
   157;  863.27;  822.55;19.229; 0.135;  1.387; 1.789;      ; 0.089; 0.140;      ; 0.500; 0.884;   68.053;351.12919;+61.59725
   158;  818.44;  812.51;12.494; 0.009;  0.458; 0.555; 0.038; 0.027; 0.023; 0.006; 2.050;-0.070;   68.151;351.16852;+61.59316
   159;  911.33;  793.74;19.043; 0.127;  1.034; 2.953; 0.093; 0.177; 0.100; 0.327; 0.540; 0.674;   68.361;351.08723;+61.58512
   160;  923.46;  756.47;17.763; 0.035;  1.155; 1.599; 0.040; 0.028; 0.036; 0.101; 0.510;-0.155;   68.478;351.07681;+61.56956
   161;  794.88;  721.76;15.529; 0.011;  0.777; 1.074; 0.396; 0.022; 0.017; 0.014; 0.900;-0.094;   68.697;351.18953;+61.55538
   162;  789.11;  774.82;19.272; 0.160;  0.957; 1.986;      ; 0.062; 0.118;      ; 0.460;-0.446;   68.810;351.19437;+61.57751
   163;  835.01;  821.16;18.810; 0.081;  0.953; 1.650; 0.207; 0.028; 0.048; 0.237; 0.460; 0.358;   69.112;351.15396;+61.59673
   164;  816.17;  697.34;16.668; 0.027;  0.832; 1.329; 0.323; 0.030; 0.027; 0.037; 0.840; 0.057;   69.515;351.17100;+61.54516
   165;  922.53;  737.44;16.170; 0.011;  0.595; 1.163; 0.466; 0.023; 0.017; 0.026; 0.550;-0.033;   69.773;351.07773;+61.56163
   166;  877.04;  821.31;15.465; 0.008;  0.952; 1.265; 0.295; 0.023; 0.021; 0.018; 0.680;-0.007;   69.874;351.11712;+61.59670
   167;  804.98;  803.96;13.580; 0.013;  0.567; 0.728; 0.254; 0.018; 0.008; 0.012; 1.650; 0.036;   69.996;351.18035;+61.58963
   168;  919.36;  783.05;19.616; 0.197;       ; 3.162;      ; 0.185;      ; 0.281; 0.490; 0.165;   70.206;351.08025;+61.58065
   169;  906.48;  706.78;20.118; 0.329;  0.460; 1.444; 0.081; 0.185; 0.110; 0.450; 0.570;-0.812;   70.536;351.09194;+61.54889
   170;  797.86;  796.41;19.575; 0.137;  0.988; 1.351;-0.300; 0.111; 0.081; 0.230; 0.380; 0.354;   70.571;351.18661;+61.58649
   171;  899.08;  699.79;13.857; 0.008;  0.511; 0.760; 0.324; 0.024; 0.016; 0.005; 1.490;-0.096;   70.646;351.09846;+61.54600
   172;  800.50;  710.04;17.266; 0.025;  0.741; 1.249; 0.622; 0.045; 0.020; 0.097; 0.580; 0.159;   70.652;351.18466;+61.55049
   173;  841.94;  685.12;13.596; 0.006;  0.447; 0.630; 0.308; 0.021; 0.016; 0.005; 1.190;-0.075;   71.090;351.14852;+61.54002
   174;  843.25;  825.44;16.589; 0.014;  0.921; 1.366; 0.323; 0.024; 0.020; 0.038; 0.550;-0.004;   71.409;351.14672;+61.59850
   175;  893.34;  815.40;19.761; 0.183;  2.033; 2.162;      ; 0.131; 0.238;      ; 0.410;-0.846;   71.543;351.10287;+61.59420
   176;  918.38;  788.34;17.987; 0.049;  0.959; 2.337; 0.336; 0.129; 0.042; 0.137; 0.590; 0.209;   71.611;351.08108;+61.58285
   177;  792.94;  791.05;19.047; 0.112;  0.614; 2.191;      ; 0.056; 0.082;      ; 0.480; 0.573;   71.772;351.19095;+61.58427
   178;  886.51;  689.95;17.347; 0.031;  0.995; 1.363; 0.282; 0.047; 0.037; 0.072; 0.680;-0.220;   72.280;351.10950;+61.54193
   179;  927.36;  749.70;18.561; 0.077;  1.165; 1.818;      ; 0.051; 0.050;      ; 0.560;-0.097;   72.558;351.07343;+61.56672
   180;  916.79;  716.09;15.331; 0.009;  1.323; 1.644; 0.721; 0.023; 0.019; 0.029; 0.910;-0.084;   73.018;351.08287;+61.55274
   181;  890.12;  820.15;17.585; 0.034;  1.013; 1.709; 0.475; 0.028; 0.021; 0.140; 0.500;-0.303;   74.010;351.10567;+61.59618
   182;  821.52;  821.30;16.226; 0.014;  1.052; 1.298; 0.352; 0.033; 0.022; 0.032; 0.800;-0.012;   74.280;351.16578;+61.59682
   183;  812.80;  816.22;14.817; 0.008;  0.669; 0.879; 0.385; 0.023; 0.019; 0.009; 0.980;-0.076;   74.357;351.17344;+61.59472
   184;  928.89;  764.09;14.310; 0.008;  0.507; 0.871; 0.357; 0.019; 0.019; 0.006; 1.240;-0.105;   74.445;351.07201;+61.57272
   185;  908.55;  806.73;13.946; 0.008;  0.519; 0.854; 0.269; 0.024; 0.016; 0.005; 1.480;-0.076;   74.457;351.08959;+61.59054
   186;  903.98;  811.36;19.250; 0.139;  1.719; 2.376;      ; 0.139; 0.125;      ; 0.390;-0.683;   74.669;351.09357;+61.59249
   187;  856.41;  680.23;17.868; 0.043;  0.708; 1.202; 0.411; 0.033; 0.019; 0.134; 0.560;-0.116;   74.784;351.13588;+61.53795
   188;  902.59;  696.78;14.015; 0.008;  0.588; 0.868; 0.372; 0.027; 0.020; 0.006; 1.540;-0.075;   75.201;351.09540;+61.54473
   189;  779.77;  755.18;16.844; 0.031;  1.394; 1.332; 0.315; 0.058; 0.083; 0.082; 0.380;-0.137;   75.235;351.20262;+61.56934
   190;  788.18;  720.23;14.552; 0.008;  0.599; 0.808; 0.392; 0.021; 0.015; 0.006; 1.120;-0.105;   75.321;351.19540;+61.55476
   191;  860.09;  679.85;18.466; 0.074;  0.855; 1.490; 0.108; 0.037; 0.040; 0.129; 0.610; 0.217;   75.325;351.13266;+61.53778
   192;  881.74;  825.70;18.661; 0.096;  1.284; 1.624; 0.160; 0.079; 0.058; 0.278; 0.650; 0.324;   75.587;351.11298;+61.59852
   193;  919.29;  794.87;17.896; 0.062;  1.363; 2.338; 0.181; 0.140; 0.061; 0.148; 0.850; 0.327;   75.649;351.08025;+61.58557
   194;  897.59;  817.60;16.601; 0.014;  0.990; 1.512; 0.371; 0.025; 0.022; 0.045; 0.570;-0.040;   75.711;351.09914;+61.59510
   195;  928.89;  772.41;11.150; 0.007;  0.518; 0.555;-0.301; 0.019; 0.024; 0.005; 1.950;-0.073;   75.911;351.07197;+61.57619
   196;  781.81;  734.65;17.795; 0.032;  1.280; 1.977; 0.662; 0.026; 0.024; 0.201; 0.430;-0.110;   75.971;351.20092;+61.56078
   197;  800.20;  807.95;17.594; 0.042;  1.202; 1.481; 0.392; 0.044; 0.047; 0.164; 0.350;-0.200;   76.207;351.18452;+61.59130
   198;  790.15;  714.57;16.287; 0.014;  0.895; 1.316; 0.351; 0.021; 0.019; 0.026; 0.630;-0.014;   76.427;351.19370;+61.55240
   199;  930.76;  743.42;19.338; 0.129;  1.199; 1.861;      ; 0.108; 0.073;      ; 0.420;-0.272;   76.636;351.07049;+61.56410
   200;  923.16;  719.28;20.566; 0.394;  1.765; 2.835;      ; 0.057; 0.361;      ; 0.390; 0.018;   76.946;351.07728;+61.55406
   201;  850.87;  831.99;17.335; 0.045;  0.808; 1.328; 0.392; 0.097; 0.034; 0.070; 1.100;-0.472;   77.103;351.14001;+61.60121
   202;  811.97;  690.95;12.492; 0.006;  0.392; 0.620;-0.028; 0.019; 0.014; 0.006; 1.580;-0.061;   77.161;351.17471;+61.54251
   203;  784.19;  786.16;16.373; 0.013;  1.078; 1.447; 0.491; 0.022; 0.018; 0.048; 0.600;-0.074;   77.361;351.19863;+61.58225
   204;  778.83;  769.07;11.818; 0.006;  0.382; 0.547;-0.196; 0.023; 0.014; 0.009; 1.620;-0.060;   77.457;351.20339;+61.57513
   205;  863.84;  832.02;16.662; 0.029;  0.810; 1.416; 0.446; 0.025; 0.020; 0.051; 1.200;-0.136;   77.529;351.12864;+61.60119
   206;  873.35;  830.62;18.046; 0.044;  1.031; 1.635; 0.528; 0.068; 0.047; 0.213; 0.330; 0.118;   77.814;351.12031;+61.60059
   207;  869.30;  831.50;17.979; 0.053;  1.318; 1.385; 0.345; 0.082; 0.060; 0.188; 0.540;-0.035;   77.826;351.12386;+61.60096
   208;  827.98;  682.00;18.649; 0.089;  0.958; 1.411; 0.266; 0.073; 0.065; 0.224; 0.630; 0.350;   77.837;351.16074;+61.53875
   209;  824.41;  827.11;19.590; 0.204;  1.612; 2.046;-1.012; 0.075; 0.166; 0.187; 0.550;-0.217;   78.335;351.16322;+61.59923
   210;  792.77;  707.32;16.210; 0.016;  0.774; 1.202; 0.572; 0.028; 0.017; 0.033; 0.950; 0.029;   78.393;351.19144;+61.54937
   211;  886.14;  682.55;19.077; 0.127;  1.291; 1.723; 0.170; 0.137; 0.106; 0.401; 0.530; 0.298;   78.856;351.10987;+61.53884
   212;  777.53;  739.27;16.300; 0.011;  1.023; 1.356; 0.316; 0.018; 0.018; 0.025; 0.530;-0.027;   79.056;351.20465;+61.56271
   213;  809.69;  820.14;17.061; 0.029;  0.937; 1.217; 0.297; 0.042; 0.037; 0.060; 0.510;-0.193;   79.346;351.17615;+61.59636
   214;  813.05;  822.41;17.961; 0.042;  1.293; 1.551;      ; 0.036; 0.071;      ; 0.520;-0.191;   79.395;351.17320;+61.59730
   215;  780.22;  781.69;16.758; 0.014;  0.881; 1.303; 0.222; 0.023; 0.025; 0.056; 0.460;-0.011;   79.397;351.20213;+61.58039
   216;  841.69;  833.33;17.613; 0.037;  1.214; 1.431; 0.372; 0.051; 0.050; 0.107; 0.640; 0.147;   79.448;351.14805;+61.60179
   217;  847.70;  675.81;18.090; 0.044;  0.888; 1.527; 1.082; 0.039; 0.033; 0.364; 0.480; 0.036;   79.527;351.14352;+61.53612
   218;  802.91;  694.02;17.421; 0.031;  1.177; 1.500; 0.629; 0.037; 0.026; 0.117; 0.640; 0.090;   80.195;351.18262;+61.54381
   219;  881.30;  678.89;14.791; 0.008;  0.633; 0.853; 0.385; 0.024; 0.016; 0.009; 1.080;-0.039;   80.528;351.11412;+61.53733
   220;  853.95;  674.34;18.269; 0.052;  0.960; 1.106;-1.551; 0.062; 0.038; 0.044; 0.390; 0.177;   80.664;351.13806;+61.53550
   221;  877.25;  832.59;15.418; 0.009;  0.839; 1.079; 0.521; 0.021; 0.022; 0.020; 0.830;-0.077;   80.712;351.11688;+61.60140
   222;  774.05;  757.01;11.604; 0.007;  0.495; 0.659;-0.140; 0.011; 0.006; 0.006; 1.930;-0.073;   80.971;351.20762;+61.57012
   223;  797.92;  813.13;12.748; 0.014;  0.409; 0.553;-0.023; 0.023; 0.017; 0.006; 3.340;-0.135;   81.468;351.18649;+61.59346
   224;  920.91;  706.92;18.927; 0.093;  1.281; 1.988;-0.320; 0.039; 0.069; 0.197; 0.470;-0.269;   81.583;351.07932;+61.54891
   225;  936.66;  754.41;19.832; 0.257;  0.682; 2.706;-0.298; 0.090; 0.119; 0.399; 0.560;-0.218;   81.665;351.06526;+61.56866
   226;  773.96;  742.79;19.185; 0.112;  2.484; 1.511;      ; 0.095; 0.302;      ; 0.380;-0.084;   81.950;351.20776;+61.56419
   227;  895.10;  683.17;18.936; 0.114;  1.045; 1.710; 0.058; 0.075; 0.060; 0.250; 0.440; 0.593;   82.264;351.10203;+61.53908
   228;  902.09;  687.33;17.196; 0.031;  0.863; 1.356; 0.373; 0.043; 0.045; 0.085; 0.690;-0.050;   82.441;351.09589;+61.54079
   229;  831.21;  834.21;15.956; 0.009;  0.866; 1.159; 0.307; 0.026; 0.020; 0.020; 0.580;-0.041;   82.702;351.15723;+61.60218
   230;  938.02;  758.32;19.946; 0.240;  1.498; 2.667;-0.548; 0.108; 0.326; 0.494; 0.410; 1.039;   83.084;351.06405;+61.57029
   231;  891.43;  829.67;13.548; 0.014;  0.536; 0.774; 0.084; 0.020; 0.010; 0.014; 1.850; 0.041;   83.085;351.10447;+61.60015
   232;  780.16;  718.67;16.252; 0.011;  1.127; 1.372; 0.476; 0.027; 0.016; 0.036; 0.570;-0.048;   83.197;351.20242;+61.55412
   233;  910.68;  816.94;17.931; 0.040;  1.999; 2.361;-0.043; 0.056; 0.047; 0.190; 0.450;-0.037;   83.285;351.08767;+61.59479
   234;  937.46;  742.05;17.072; 0.022;  1.004; 1.586; 0.462; 0.025; 0.020; 0.064; 0.610;-0.095;   83.469;351.06464;+61.56351
   235;  889.65;  679.02;19.843; 0.266;  1.667; 2.140;-0.835; 0.076; 0.211; 0.385; 0.550;-0.677;   83.507;351.10681;+61.53736
   236;  820.03;  679.16;16.602; 0.024;  1.425; 2.006; 1.053; 0.025; 0.027; 0.149; 1.010; 0.164;   83.509;351.16771;+61.53758
   237;  857.04;  838.72;10.544; 0.014;  0.555; 0.724;-0.102; 0.015; 0.014; 0.005; 1.940; 0.062;   83.750;351.13457;+61.60400
   238;  840.66;  838.45;14.048; 0.016;  0.605; 0.797; 0.303; 0.028; 0.021; 0.006; 2.800;-0.064;   84.676;351.14893;+61.60393
   239;  829.38;  674.22;18.316; 0.087;  1.091; 1.732; 0.427; 0.072; 0.084; 0.222; 0.870; 0.446;   84.742;351.15955;+61.53550
   240;  901.02;  683.65;14.229; 0.008;  0.525; 0.752; 0.344; 0.022; 0.017; 0.005; 1.150;-0.105;   84.902;351.09685;+61.53926
   241;  823.11;  833.79;16.004; 0.014;  0.795; 1.176; 0.342; 0.024; 0.019; 0.024; 0.980;-0.059;   85.001;351.16433;+61.60202
   242;  936.34;  729.54;20.415; 0.383;  0.223; 2.212;-0.661; 0.079; 0.106; 0.247; 0.500;-1.974;   85.230;351.06569;+61.55830
   243;  910.56;  689.88;17.737; 0.036;  1.100; 1.590; 0.740; 0.030; 0.026; 0.177; 0.560;-0.090;   85.602;351.08847;+61.54184
   244;  905.37;  824.28;18.514; 0.067;  0.833; 2.014; 0.246; 0.091; 0.037; 0.178; 0.470;-0.330;   85.657;351.09228;+61.59787
   245;  863.36;  669.67;13.544; 0.022;  0.496; 0.686; 0.175; 0.027; 0.012; 0.012; 2.960; 0.126;   85.738;351.12985;+61.53353
   246;  770.78;  771.72;18.583; 0.092;  1.264; 1.517; 0.152; 0.074; 0.089; 0.320; 0.420;-0.244;   85.866;351.21043;+61.57625
   247;  797.89;  690.58;18.796; 0.115;  1.704; 1.624;      ; 0.065; 0.142;      ; 0.730;-0.090;   86.096;351.18702;+61.54238
   248;  939.50;  736.30;18.458; 0.082;  1.198; 1.598; 0.476; 0.035; 0.037; 0.266; 0.690; 0.201;   86.541;351.06288;+61.56111
   249;  811.33;  830.80;16.067; 0.011;  0.881; 1.281; 0.317; 0.028; 0.023; 0.017; 0.690;-0.005;   87.481;351.17467;+61.60080
   250;  872.74;  669.26;16.816; 0.027;  0.955; 1.326; 0.274; 0.039; 0.028; 0.038; 0.540;-0.191;   87.556;351.12165;+61.53334
   251;  788.60;  697.56;20.160; 0.338;  0.410; 2.109;-0.838; 0.091; 0.105; 0.190; 0.580;-0.192;   87.793;351.19512;+61.54531
   252;  784.95;  808.29;15.835; 0.011;  0.769; 1.185; 0.316; 0.033; 0.027; 0.020; 0.710;-0.027;   88.014;351.19788;+61.59147
   253;  806.08;  681.77;19.745; 0.234;  2.288; 0.925;      ; 0.179; 0.216;      ; 0.580;-0.822;   88.067;351.17990;+61.53869
   254;  898.00;  832.40;18.841; 0.085;  1.214; 1.862; 0.247; 0.063; 0.059; 0.330; 0.460; 0.055;   88.543;351.09870;+61.60127
   255;  943.59;  752.44;19.835; 0.222;  1.285; 2.626;-0.411; 0.108; 0.113; 0.469; 0.440;-0.529;   88.630;351.05921;+61.56782
   256;  943.23;  764.92;17.527; 0.039;  0.957; 1.789; 0.648; 0.038; 0.034; 0.133; 0.320;-0.101;   88.786;351.05945;+61.57303
   257;  818.25;  835.98;15.692; 0.029;  0.633; 1.113; 0.393; 0.031; 0.025; 0.027; 1.060;-0.187;   88.926;351.16858;+61.60294
   258;  888.99;  672.61;19.014; 0.112;  1.073; 1.493; 0.006; 0.080; 0.090; 0.260; 0.560;-0.467;   89.122;351.10743;+61.53469
   259;  921.06;  694.49;19.094; 0.099;  1.020; 1.433;-0.228; 0.072; 0.095; 0.224; 0.430; 0.065;   89.588;351.07926;+61.54373
   260;  780.48;  804.79;19.972; 0.227;  1.403; 2.022;-1.205; 0.090; 0.143; 0.198; 0.400;-0.041;   89.622;351.20181;+61.59002
   261;  778.13;  708.52;14.003; 0.008;  0.514; 0.748; 0.354; 0.021; 0.014; 0.007; 1.420;-0.059;   89.828;351.20424;+61.54990
   262;  830.20;  668.45;19.798; 0.206;  1.493; 2.148;-0.855; 0.051; 0.183; 0.278; 0.430; 0.058;   90.036;351.15886;+61.53309
   263;  797.39;  685.30;15.686; 0.013;  0.942; 1.335; 0.300; 0.021; 0.019; 0.020; 1.100;-0.035;   90.422;351.18748;+61.54018
   264;  879.12;  842.47;17.762; 0.033;  1.100; 1.682; 0.307; 0.045; 0.039; 0.147; 0.460; 0.012;   90.740;351.11519;+61.60551
   265;  938.95;  789.75;12.906; 0.007;  0.462; 0.877; 0.070; 0.064; 0.020; 0.005; 1.350;-0.014;   90.855;351.06306;+61.58339
   266;  766.83;  732.98;15.788; 0.010;  0.962; 1.250; 0.372; 0.017; 0.013; 0.014; 0.760;-0.012;   90.881;351.21404;+61.56011
   267;  837.16;  665.76;15.509; 0.011;  0.690; 1.120; 0.315; 0.020; 0.012; 0.016; 0.990; 0.095;   91.006;351.15279;+61.53196
   268;  782.26;  810.22;15.657; 0.011;  0.818; 1.095; 0.326; 0.029; 0.024; 0.019; 0.440;-0.047;   91.324;351.20023;+61.59228
   269;  933.47;  708.24;18.183; 0.069;  1.001; 1.541; 0.298; 0.044; 0.029; 0.140; 0.780; 0.231;   91.345;351.06832;+61.54943
   270;  882.65;  842.19;16.960; 0.019;  0.901; 1.409; 0.511; 0.034; 0.028; 0.080; 0.560;-0.066;   91.466;351.11210;+61.60539
   271;  946.71;  757.03;16.348; 0.014;  0.800; 1.305; 0.600; 0.028; 0.019; 0.040; 0.620;-0.121;   91.730;351.05645;+61.56973
   272;  878.12;  665.22;12.381; 0.006;  0.436; 0.663;-0.066; 0.021; 0.014; 0.005; 1.590;-0.059;   92.708;351.11697;+61.53164
   273;  817.59;  840.22;13.673; 0.011;  0.509; 0.685; 0.231; 0.024; 0.022; 0.005; 2.170;-0.098;   93.068;351.16914;+61.60471
   274;  947.59;  767.04;13.522; 0.007;  0.538; 0.805; 0.173; 0.021; 0.017; 0.003; 1.520;-0.092;   93.365;351.05562;+61.57390
   275;  948.29;  749.45;19.367; 0.143;  1.248; 2.138; 0.055; 0.097; 0.081; 0.388; 0.480;-0.559;   93.458;351.05511;+61.56656
   276;  913.38;  828.07;17.360; 0.031;  1.068; 1.736; 0.678; 0.038; 0.022; 0.114; 0.680;-0.086;   93.527;351.08524;+61.59943
   277;  829.99;  845.26;14.436; 0.007;  0.868; 1.171; 0.356; 0.024; 0.019; 0.008; 1.110;-0.022;   93.659;351.15825;+61.60679
   278;  852.05;  848.66;13.644; 0.010;  0.535; 0.760; 0.144; 0.023; 0.020; 0.005; 1.550;-0.132;   93.709;351.13889;+61.60816
   279;  944.48;  782.85;13.649; 0.007;  0.562; 0.979; 0.263; 0.023; 0.015; 0.006; 1.500;-0.062;   93.710;351.05825;+61.58050
   280;  899.24;  837.85;14.844; 0.010;  0.746; 1.028; 0.500; 0.036; 0.022; 0.012; 1.310;-0.055;   93.923;351.09758;+61.60354
   281;  888.74;  842.72;14.622; 0.009;  0.691; 1.020; 0.478; 0.024; 0.023; 0.009; 1.280; 0.078;   93.987;351.10676;+61.60559
   282;  925.18;  817.59;16.351; 0.015;  0.697; 1.513; 0.426; 0.075; 0.018; 0.027; 0.760; 0.036;   94.037;351.07496;+61.59503
   283;  836.06;  847.40;17.429; 0.034;  1.085; 1.404; 0.460; 0.021; 0.019; 0.105; 0.620;-0.106;   94.321;351.15292;+61.60767
   284;  861.90;  849.23;16.645; 0.025;  0.949; 1.347; 0.441; 0.044; 0.040; 0.053; 1.040;-0.130;   94.487;351.13026;+61.60837
   285;  808.45;  837.35;12.235; 0.011;  0.441; 0.599;-0.193; 0.020; 0.018; 0.005; 2.800;-0.149;   94.596;351.17716;+61.60354
   286;  927.22;  693.84;17.193; 0.022;  0.925; 1.364; 0.431; 0.027; 0.020; 0.067; 0.530;-0.031;   94.637;351.07387;+61.54344
   287;  919.22;  824.55;18.261; 0.059;  0.765; 2.237; 0.354; 0.117; 0.038; 0.186; 0.550; 0.174;   94.668;351.08014;+61.59794
