#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-15T04:47:24 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-15T04:47:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/AJ/124/1486/m4ubv&-order=I&-out=MKT&-out=Vmag&-out=e_Vmag&-out=B-V&-out=e_B-V&-out=U-B&-out=e_U-B&-out=Note&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51241486
#Name: J/AJ/124/1486
#Title: M4 UBV color-magnitude diagrams (Mochejska+, 2002)
#INFO	ivoid=ivo://cds.vizier/j/aj/124/1486	    IVOID of underlying data collection
#INFO	creator=Mochejska B.J.	    First author or institution
#INFO	cites=bibcode:2002AJ....124.1486M	    Article or Data origin sources
#INFO	editor=Astronomical Journal (AAS)	    Editor name (article)
#INFO	original_date=2002	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/124/1486	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51241486	    Dataset identifier that can be used for citation
#INFO	publication_date=2023-04-06	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_124_1486_m4ubv:
#Name: J/AJ/124/1486/m4ubv
#Title: Astrometry and UBV photometry for 12121 stars in M4
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MKT	(I5)	Sequential number, Cl* NGC 6121 MKT NNNNN in Simbad	[ucd=meta.record]
#Column	Vmag	(F6.3)	Johnson V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	rms uncertainty on Vmag	[ucd=stat.error;phot.mag;em.opt.V]
#Column	B-V	(F6.3)	? Johnson B-V colour index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-V	(F6.3)	? rms uncertainty on B-V	[ucd=stat.error;phot.color;em.opt.B]
#Column	U-B	(F6.3)	? Johnson U-B colour index	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	e_U-B	(F6.3)	? rms uncertainty on U-B	[ucd=stat.error;phot.color;em.opt.U]
#Column	Note	(a14)	Hot subdwarf candidate (BN) or Variable (VNN) identification	[ucd=meta.note]
#Column	RAJ2000	(F10.6)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MKT;Vmag;e_Vmag;B-V;e_B-V;U-B;e_U-B;Note;RAJ2000;DEJ2000
245.81189806;-26.57252000;  342;17.996; 0.005; 0.918; 0.006; 0.209; 0.008;              ;245.811898;-26.572520
245.81291611;-26.51759000;  344;17.065; 0.004; 0.862; 0.005; 0.115; 0.006;              ;245.812916;-26.517590
245.81296306;-26.51638000;  348;19.156; 0.007; 1.127; 0.010; 0.567; 0.019;              ;245.812963;-26.516380
245.81304389;-26.51209000;  350;21.438; 0.034; 1.764; 0.055;      ;      ;              ;245.813044;-26.512090
245.81286000;-26.52291000;  351;20.504; 0.013; 0.781; 0.017; 0.102; 0.027;              ;245.812860;-26.522910
245.81197000;-26.57214000;  353;18.481; 0.007; 1.005; 0.008; 0.319; 0.009;              ;245.811970;-26.572140
245.81388389;-26.47026000;  356;19.480; 0.008; 1.182; 0.013; 0.779; 0.030;              ;245.813884;-26.470260
245.81327806;-26.50472000;  358;18.007; 0.005; 0.926; 0.006; 0.189; 0.007;              ;245.813278;-26.504720
245.81300806;-26.51996000;  359;17.417; 0.004; 0.873; 0.006; 0.151; 0.007;              ;245.813008;-26.519960
245.81177306;-26.58857000;  362;19.729; 0.011; 1.023; 0.015; 0.519; 0.027;              ;245.811773;-26.588570
245.81418389;-26.45632000;  363;17.787; 0.006; 0.934; 0.007; 0.188; 0.012;              ;245.814184;-26.456320
245.81291000;-26.52753000;  364;20.685; 0.012; 1.529; 0.033; 1.443; 0.178;              ;245.812910;-26.527530
245.81314389;-26.52119000;  367;13.314; 0.004; 0.862; 0.005; 0.250; 0.006;              ;245.813144;-26.521190
245.81434806;-26.45469000;  369;20.124; 0.014; 1.334; 0.018; 1.080; 0.058;              ;245.814348;-26.454690
245.81241000;-26.56255000;  371;18.354; 0.004; 0.956; 0.005; 0.272; 0.009;              ;245.812410;-26.562550
245.81229194;-26.56906000;  374;18.084; 0.004; 0.939; 0.005; 0.193; 0.007;              ;245.812292;-26.569060
245.81422500;-26.46254000;  377;13.280; 0.003; 0.733; 0.004; 0.250; 0.003;              ;245.814225;-26.462540
245.81210500;-26.58003000;  378;19.216; 0.007; 1.127; 0.010; 0.641; 0.024;              ;245.812105;-26.580030
245.81431000;-26.45855000;  380;21.822; 0.023; 1.290; 0.050;      ;      ;              ;245.814310;-26.458550
245.81317694;-26.52321000;  384;20.077; 0.012; 1.302; 0.017; 1.143; 0.061;              ;245.813177;-26.523210
245.81342389;-26.51186000;  387;17.717; 0.004; 0.917; 0.005; 0.160; 0.007;              ;245.813424;-26.511860
245.81317806;-26.52562000;  389;19.621; 0.008; 1.218; 0.012; 0.833; 0.031;              ;245.813178;-26.525620
245.81297306;-26.53752000;  391;21.852; 0.025; 1.871; 0.077;      ;      ;              ;245.812973;-26.537520
245.81315306;-26.52962000;  394;16.817; 0.004; 0.863; 0.004; 0.133; 0.004;              ;245.813153;-26.529620
245.81332306;-26.52073000;  397;16.349; 0.009; 0.973; 0.012;      ;      ;              ;245.813323;-26.520730
245.81290000;-26.54455000;  398;19.055; 0.007; 1.079; 0.010; 0.583; 0.019;              ;245.812900;-26.544550
245.81353000;-26.51012000;  401;19.313; 0.007; 1.136; 0.011; 0.695; 0.025;              ;245.813530;-26.510120
245.81224111;-26.58491000;  402;21.571; 0.025; 1.624; 0.056;      ;      ;              ;245.812241;-26.584910
245.81371806;-26.50437000;  404;18.239; 0.006; 1.109; 0.008; 0.423; 0.011;              ;245.813718;-26.504370
245.81362611;-26.51120000;  406;20.923; 0.021; 1.521; 0.039;      ;      ;              ;245.813626;-26.511200
245.81238806;-26.58101000;  409;18.971; 0.007; 1.069; 0.010; 0.520; 0.019;              ;245.812388;-26.581010
245.81330611;-26.53364000;  412;19.220; 0.007; 1.134; 0.011; 0.587; 0.026;              ;245.813306;-26.533640
245.81469500;-26.45998000;  414;21.218; 0.016; 1.605; 0.037;      ;      ;              ;245.814695;-26.459980
245.81244306;-26.58626000;  415;18.847; 0.007; 1.424; 0.010; 1.484; 0.037;              ;245.812443;-26.586260
245.81380500;-26.51200000;  417;21.275; 0.020; 1.005; 0.036;      ;      ;              ;245.813805;-26.512000
245.81326194;-26.54250000;  419;19.860; 0.008; 1.286; 0.014; 1.012; 0.049;              ;245.813262;-26.542500
245.81380611;-26.51284000;  420;20.794; 0.016; 1.470; 0.032;      ;      ;              ;245.813806;-26.512840
245.81266806;-26.57647000;  422;21.337; 0.022; 0.890; 0.031; 0.082; 0.057;              ;245.812668;-26.576470
245.81389000;-26.50968000;  423;21.472; 0.022; 1.697; 0.050;      ;      ;              ;245.813890;-26.509680
245.81255194;-26.58431000;  427;20.138; 0.011; 0.770; 0.015; 0.075; 0.027;              ;245.812552;-26.584310
245.81368500;-26.52415000;  429;19.991; 0.009; 1.286; 0.013; 0.967; 0.047;              ;245.813685;-26.524150
245.81323806;-26.54954000;  431;19.302; 0.007; 1.149; 0.011; 0.666; 0.022;              ;245.813238;-26.549540
245.81350500;-26.53496000;  433;18.904; 0.010; 1.073; 0.013; 0.480; 0.015;              ;245.813505;-26.534960
245.81390889;-26.51313000;  434;20.524; 0.010; 1.215; 0.019;      ;      ;              ;245.813909;-26.513130
245.81388694;-26.51468000;  435;20.690; 0.015; 1.527; 0.025;      ;      ;              ;245.813887;-26.514680
245.81362694;-26.53157000;  437;21.908; 0.025; 1.236; 0.054;      ;      ;              ;245.813627;-26.531570
245.81300111;-26.56618000;  438;21.632; 0.027; 1.681; 0.059;      ;      ;              ;245.813001;-26.566180
245.81346111;-26.54378000;  440;20.716; 0.013; 1.495; 0.023;      ;      ;              ;245.813461;-26.543780
245.81301694;-26.56856000;  441;19.860; 0.008; 1.259; 0.012; 1.028; 0.044;              ;245.813017;-26.568560
245.81369194;-26.53472000;  445;19.092; 0.008; 1.092; 0.011; 0.540; 0.017;              ;245.813692;-26.534720
245.81340500;-26.55080000;  446;20.465; 0.011; 1.409; 0.021;      ;      ;              ;245.813405;-26.550800
245.81309389;-26.56781000;  447;21.133; 0.016; 1.608; 0.034;      ;      ;              ;245.813094;-26.567810
245.81329806;-26.55879000;  450;18.933; 0.006; 1.070; 0.008; 0.516; 0.019;              ;245.813298;-26.558790
245.81438306;-26.49919000;  452;16.535; 0.004; 0.886; 0.004; 0.173; 0.005;              ;245.814383;-26.499190
245.81355306;-26.54527000;  454;21.480; 0.028; 1.648; 0.056;      ;      ;              ;245.813553;-26.545270
245.81466806;-26.48486000;  455;20.462; 0.010; 1.152; 0.017; 0.705; 0.052;              ;245.814668;-26.484860
245.81339611;-26.55608000;  457;19.337; 0.007; 1.171; 0.011; 0.685; 0.024;              ;245.813396;-26.556080
245.81403389;-26.52201000;  459;16.354; 0.004; 0.967; 0.004; 0.269; 0.004;              ;245.814034;-26.522010
245.81308111;-26.57501000;  461;18.464; 0.005; 0.998; 0.006; 0.324; 0.012;              ;245.813081;-26.575010
245.81384694;-26.53343000;  462;18.228; 0.003; 0.960; 0.004; 0.225; 0.009;              ;245.813847;-26.533430
245.81393306;-26.52880000;  465;18.117; 0.004; 0.947; 0.005; 0.213; 0.009;              ;245.813933;-26.528800
245.81461389;-26.49228000;  468;17.082; 0.004; 0.849; 0.005; 0.150; 0.005;              ;245.814614;-26.492280
245.81535500;-26.45224000;  471;21.839; 0.028; 1.648; 0.064;      ;      ;              ;245.815355;-26.452240
245.81441500;-26.50795000;  476;17.221; 0.004; 0.872; 0.005; 0.122; 0.006;              ;245.814415;-26.507950
245.81304694;-26.58367000;  477;20.503; 0.010; 1.408; 0.024;      ;      ;              ;245.813047;-26.583670
245.81419306;-26.52336000;  479;18.793; 0.006; 0.904; 0.007; 0.150; 0.011;              ;245.814193;-26.523360
245.81323500;-26.58103000;  486;20.114; 0.011; 1.299; 0.017; 1.057; 0.073;              ;245.813235;-26.581030
245.81416111;-26.53281000;  488;19.948; 0.010; 1.026; 0.016; 0.416; 0.036;              ;245.814161;-26.532810
245.81385611;-26.55037000;  490;21.950; 0.031; 1.731; 0.101;      ;      ;              ;245.813856;-26.550370
245.81516889;-26.47837000;  494;16.839; 0.003; 0.853; 0.004; 0.156; 0.004;              ;245.815169;-26.478370
245.81483389;-26.49904000;  497;19.099; 0.010; 1.038; 0.016; 0.443; 0.020;              ;245.814834;-26.499040
245.81324611;-26.58612000;  498;19.779; 0.009; 1.235; 0.014; 0.913; 0.039;              ;245.813246;-26.586120
245.81572694;-26.45058000;  500;21.814; 0.025; 1.083; 0.048; 0.368; 0.152;              ;245.815727;-26.450580
245.81317194;-26.59148000;  501;17.553; 0.004; 0.887; 0.005; 0.193; 0.009;              ;245.813172;-26.591480
245.81375889;-26.56139000;  502;21.290; 0.020; 0.859; 0.028; 0.098; 0.062;              ;245.813759;-26.561390
245.81521111;-26.48280000;  504;17.959; 0.004; 0.921; 0.005; 0.216; 0.008;              ;245.815211;-26.482800
245.81517889;-26.48621000;  505;19.043; 0.007; 1.096; 0.010; 0.536; 0.023;              ;245.815179;-26.486210
245.81394806;-26.55545000;  509;17.587; 0.004; 0.879; 0.005; 0.159; 0.007;              ;245.813948;-26.555450
245.81337000;-26.58864000;  510;18.156; 0.006; 0.952; 0.007; 0.278; 0.012;              ;245.813370;-26.588640
245.81505000;-26.49724000;  512;18.815; 0.006; 1.048; 0.008; 0.426; 0.014;              ;245.815050;-26.497240
245.81448111;-26.53212000;  513;21.882; 0.025; 1.212; 0.051;      ;      ;              ;245.814481;-26.532120
245.81553306;-26.47388000;  515;18.378; 0.005; 0.998; 0.006; 0.288; 0.011;              ;245.815533;-26.473880
245.81389806;-26.56625000;  517;19.991; 0.010; 1.287; 0.014; 1.045; 0.054;              ;245.813898;-26.566250
245.81468500;-26.52334000;  519;17.567; 0.004; 0.898; 0.004; 0.135; 0.007;              ;245.814685;-26.523340
245.81392694;-26.56508000;  520;19.684; 0.008; 0.886; 0.012; 0.159; 0.018;              ;245.813927;-26.565080
245.81344806;-26.59201000;  523;19.387; 0.010; 1.129; 0.013; 0.680; 0.024;              ;245.813448;-26.592010
245.81480694;-26.51920000;  525;19.187; 0.009; 1.103; 0.013; 0.570; 0.023;              ;245.814807;-26.519200
245.81435611;-26.54556000;  528;17.122; 0.004; 0.880; 0.004; 0.146; 0.006;              ;245.814356;-26.545560
245.81505500;-26.50734000;  531;18.773; 0.005; 1.050; 0.006; 0.415; 0.017;              ;245.815055;-26.507340
245.81520694;-26.50084000;  534;17.462; 0.004; 0.959; 0.005; 0.262; 0.006;              ;245.815207;-26.500840
245.81453889;-26.53779000;  536;16.944; 0.004; 0.868; 0.004; 0.152; 0.004;              ;245.814539;-26.537790
245.81395889;-26.57169000;  537;20.481; 0.012; 0.925; 0.018; 0.170; 0.033;              ;245.813959;-26.571690
245.81412889;-26.56280000;  538;21.405; 0.020; 1.039; 0.032; 0.580; 0.140;              ;245.814129;-26.562800
245.81373500;-26.58555000;  540;20.255; 0.013; 1.311; 0.022;      ;      ;              ;245.813735;-26.585550
245.81437611;-26.55073000;  541;18.926; 0.006; 1.084; 0.008; 0.460; 0.017;              ;245.814376;-26.550730
245.81474389;-26.53076000;  542;21.925; 0.023; 1.833; 0.078;      ;      ;              ;245.814744;-26.530760
245.81470806;-26.53643000;  544;22.088; 0.043; 1.184; 0.062;      ;      ;              ;245.814708;-26.536430
245.81453389;-26.54738000;  547;17.372; 0.006; 0.862; 0.008; 0.135; 0.008;              ;245.814534;-26.547380
245.81504111;-26.51971000;  549;17.052; 0.004; 0.858; 0.004; 0.118; 0.005;              ;245.815041;-26.519710
245.81532806;-26.50930000;  555;20.717; 0.017; 1.509; 0.025;      ;      ;              ;245.815328;-26.509300
245.81557694;-26.49854000;  558;18.688; 0.005; 1.042; 0.006; 0.423; 0.012;              ;245.815577;-26.498540
245.81553194;-26.50264000;  561;16.576; 0.004; 0.880; 0.004; 0.171; 0.004;              ;245.815532;-26.502640
245.81531806;-26.51459000;  562;18.945; 0.006; 1.085; 0.008; 0.419; 0.017;              ;245.815318;-26.514590
245.81608889;-26.47209000;  565;17.543; 0.004; 0.894; 0.005; 0.154; 0.008;              ;245.816089;-26.472090
245.81590111;-26.48407000;  568;21.468; 0.022; 1.704; 0.059;      ;      ;              ;245.815901;-26.484070
245.81561611;-26.50018000;  570;17.265; 0.004; 0.872; 0.004; 0.130; 0.006;              ;245.815616;-26.500180
245.81406194;-26.58552000;  571;19.955; 0.014; 1.297; 0.019; 0.808; 0.058;              ;245.814062;-26.585520
245.81605111;-26.48008000;  575;21.922; 0.026; 1.817; 0.067;      ;      ;              ;245.816051;-26.480080
245.81437694;-26.57300000;  577;16.760; 0.003; 0.867; 0.004; 0.193; 0.005;              ;245.814377;-26.573000
245.81557694;-26.50722000;  579;20.332; 0.010; 1.429; 0.022; 1.175; 0.077;              ;245.815577;-26.507220
245.81541694;-26.51701000;  583;16.390; 0.004; 0.986; 0.004; 0.301; 0.005;              ;245.815417;-26.517010
245.81496194;-26.54398000;  585;16.424; 0.004; 0.885; 0.004; 0.194; 0.004;              ;245.814962;-26.543980
245.81489111;-26.54871000;  588;22.139; 0.031; 1.816; 0.097;      ;      ;              ;245.814891;-26.548710
245.81486500;-26.55246000;  593;19.513; 0.007; 1.172; 0.010; 0.763; 0.030;              ;245.814865;-26.552460
245.81546500;-26.52356000;  598;18.201; 0.005; 0.948; 0.007; 0.248; 0.011;              ;245.815465;-26.523560
245.81558111;-26.51845000;  601;19.239; 0.007; 1.150; 0.012; 0.530; 0.026;              ;245.815581;-26.518450
245.81542111;-26.52838000;  604;19.836; 0.008; 1.240; 0.014; 0.924; 0.043;              ;245.815421;-26.528380
245.81515194;-26.54334000;  605;16.767; 0.003; 0.848; 0.004; 0.139; 0.004;              ;245.815152;-26.543340
245.81562389;-26.52033000;  609;18.228; 0.006; 0.949; 0.007; 0.240; 0.012;              ;245.815624;-26.520330
245.81526806;-26.54124000;  611;18.628; 0.005; 1.033; 0.006; 0.315; 0.011;              ;245.815268;-26.541240
245.81504694;-26.55493000;  613;17.635; 0.004; 0.891; 0.005; 0.152; 0.006;              ;245.815047;-26.554930
245.81438889;-26.59370000;  615;16.488; 0.004; 0.922; 0.005; 0.241; 0.008;              ;245.814389;-26.593700
245.81589194;-26.51238000;  619;19.976; 0.009; 1.307; 0.014; 0.973; 0.061;              ;245.815892;-26.512380
245.81474194;-26.57720000;  620;20.238; 0.010; 1.362; 0.017; 1.220; 0.089;              ;245.814742;-26.577200
245.81658500;-26.47730000;  621;20.917; 0.013; 1.568; 0.033;      ;      ;              ;245.816585;-26.477300
245.81536111;-26.54528000;  622;18.600; 0.005; 1.001; 0.006; 0.374; 0.011;              ;245.815361;-26.545280
245.81612306;-26.50389000;  624;21.025; 0.019; 1.647; 0.035;      ;      ;              ;245.816123;-26.503890
245.81621806;-26.49944000;  626;17.627; 0.004; 0.887; 0.005; 0.161; 0.008;              ;245.816218;-26.499440
245.81673000;-26.47181000;  630;17.717; 0.005; 0.905; 0.006; 0.144; 0.009;              ;245.816730;-26.471810
245.81594500;-26.52037000;  634;18.950; 0.007; 1.090; 0.012; 0.462; 0.023;              ;245.815945;-26.520370
245.81533000;-26.55609000;  637;21.375; 0.022; 1.652; 0.047;      ;      ;              ;245.815330;-26.556090
245.81644111;-26.49733000;  639;18.984; 0.012; 1.110; 0.018; 0.375; 0.027;              ;245.816441;-26.497330
245.81643694;-26.49964000;  641;19.432; 0.012; 1.162; 0.023;      ;      ;              ;245.816437;-26.499640
245.81610611;-26.51841000;  644;18.893; 0.007; 1.097; 0.010; 0.454; 0.015;              ;245.816106;-26.518410
245.81670389;-26.48602000;  645;22.136; 0.032; 1.820; 0.089;      ;      ;              ;245.816704;-26.486020
245.81610806;-26.52176000;  647;20.699; 0.010; 1.485; 0.021;      ;      ;              ;245.816108;-26.521760
245.81504306;-26.58069000;  650;18.420; 0.006; 0.977; 0.007; 0.326; 0.011;              ;245.815043;-26.580690
245.81567611;-26.54631000;  651;18.535; 0.004; 1.003; 0.005; 0.354; 0.012;              ;245.815676;-26.546310
245.81562889;-26.54900000;  653;21.428; 0.019; 1.109; 0.035; 0.505; 0.114;              ;245.815629;-26.549000
245.81484500;-26.59228000;  654;21.920; 0.025; 1.660; 0.058;      ;      ;              ;245.814845;-26.592280
245.81619194;-26.51885000;  655;18.340; 0.005; 0.984; 0.006; 0.230; 0.008;              ;245.816192;-26.518850
245.81737194;-26.45351000;  658;16.874; 0.004; 0.874; 0.006; 0.159; 0.009;              ;245.817372;-26.453510
245.81494194;-26.58792000;  660;19.842; 0.010; 0.954; 0.014; 0.342; 0.031;              ;245.814942;-26.587920
245.81543111;-26.56142000;  663;16.632; 0.004; 0.859; 0.004; 0.169; 0.005;              ;245.815431;-26.561420
245.81607194;-26.52831000;  666;20.043; 0.009; 1.347; 0.017; 0.994; 0.060;              ;245.816072;-26.528310
245.81696389;-26.47910000;  667;20.305; 0.011; 1.374; 0.017;      ;      ;              ;245.816964;-26.479100
245.81722111;-26.46469000;  668;21.075; 0.018; 0.937; 0.030; 0.365; 0.054;              ;245.817221;-26.464690
245.81634694;-26.51379000;  670;18.374; 0.005; 0.985; 0.006; 0.278; 0.011;              ;245.816347;-26.513790
245.81547000;-26.56271000;  674;18.030; 0.004; 0.923; 0.004; 0.197; 0.011;              ;245.815470;-26.562710
245.81650889;-26.50622000;  676;17.878; 0.005; 0.908; 0.005; 0.170; 0.008;              ;245.816509;-26.506220
245.81709194;-26.47398000;  677;18.327; 0.005; 0.978; 0.006; 0.283; 0.009;              ;245.817092;-26.473980
245.81602500;-26.53426000;  679;20.274; 0.009; 1.421; 0.022; 1.185; 0.093;              ;245.816025;-26.534260
245.81578306;-26.54959000;  682;21.701; 0.025; 1.042; 0.038;      ;      ;              ;245.815783;-26.549590
245.81630389;-26.52514000;  689;18.258; 0.006; 0.954; 0.007; 0.245; 0.009;              ;245.816304;-26.525140
245.81726806;-26.47184000;  691;20.111; 0.010; 1.334; 0.017;      ;      ;              ;245.817268;-26.471840
245.81745500;-26.46201000;  693;15.388; 0.003; 1.121; 0.006; 0.534; 0.007;              ;245.817455;-26.462010
245.81626889;-26.52793000;  694;20.774; 0.011; 1.487; 0.025;      ;      ;              ;245.816269;-26.527930
245.81686611;-26.49719000;  699;16.027; 0.004; 1.077; 0.005; 0.447; 0.006;              ;245.816866;-26.497190
245.81616306;-26.53636000;  702;19.257; 0.008; 1.016; 0.013; 0.301; 0.020;              ;245.816163;-26.536360
245.81594889;-26.55072000;  704;20.228; 0.009; 1.389; 0.017;      ;      ;              ;245.815949;-26.550720
245.81617389;-26.53904000;  705;21.933; 0.032; 1.129; 0.060;      ;      ;              ;245.816174;-26.539040
245.81745694;-26.46797000;  707;18.365; 0.006; 0.998; 0.007; 0.305; 0.011;              ;245.817457;-26.467970
245.81676500;-26.50812000;  708;16.618; 0.004; 0.971; 0.005; 0.380; 0.007;              ;245.816765;-26.508120
245.81714306;-26.48773000;  712;19.363; 0.007; 1.152; 0.010; 0.741; 0.024;              ;245.817143;-26.487730
245.81624806;-26.53767000;  713;21.242; 0.028; 1.651; 0.043;      ;      ;              ;245.816248;-26.537670
245.81570694;-26.57005000;  716;19.194; 0.005; 1.194; 0.010; 0.960; 0.030;              ;245.815707;-26.570050
245.81673306;-26.51376000;  718;17.522; 0.005; 0.883; 0.006; 0.132; 0.007;              ;245.816733;-26.513760
245.81549000;-26.58462000;  721;20.815; 0.016; 0.902; 0.021; 0.195; 0.042;              ;245.815490;-26.584620
245.81764306;-26.46602000;  723;18.458; 0.006; 1.023; 0.007; 0.321; 0.012;              ;245.817643;-26.466020
245.81583500;-26.56806000;  726;16.472; 0.003; 0.891; 0.004; 0.175; 0.004;              ;245.815835;-26.568060
245.81662806;-26.52492000;  731;17.947; 0.005; 0.926; 0.006; 0.183; 0.009;              ;245.816628;-26.524920
245.81594889;-26.56262000;  735;19.642; 0.011; 1.202; 0.018; 0.785; 0.027;              ;245.815949;-26.562620
245.81595611;-26.56541000;  741;20.925; 0.019; 1.514; 0.038;      ;      ;              ;245.815956;-26.565410
245.81693889;-26.51544000;  743;18.479; 0.005; 1.004; 0.006; 0.255; 0.009;              ;245.816939;-26.515440
245.81657111;-26.53698000;  745;18.764; 0.005; 1.067; 0.007; 0.376; 0.014;              ;245.816571;-26.536980
245.81641306;-26.54726000;  748;21.817; 0.028; 1.649; 0.053;      ;      ;              ;245.816413;-26.547260
245.81716889;-26.50782000;  751;17.544; 0.005; 0.881; 0.006; 0.147; 0.007;              ;245.817169;-26.507820
245.81603889;-26.57054000;  753;17.794; 0.004; 0.908; 0.004; 0.169; 0.006;              ;245.816039;-26.570540
245.81690306;-26.52322000;  755;16.405; 0.004; 0.901; 0.004; 0.195; 0.004;              ;245.816903;-26.523220
245.81631889;-26.55597000;  757;20.393; 0.012; 1.436; 0.019; 1.106; 0.088;              ;245.816319;-26.555970
245.81698694;-26.51982000;  758;20.251; 0.011; 1.421; 0.020; 1.061; 0.088;              ;245.816987;-26.519820
245.81808306;-26.45969000;  759;21.905; 0.028; 1.916; 0.089;      ;      ;              ;245.818083;-26.459690
245.81658889;-26.54536000;  761;19.992; 0.008; 1.320; 0.015; 1.049; 0.043;              ;245.816589;-26.545360
245.81741806;-26.49990000;  763;19.424; 0.007; 1.445; 0.012; 0.969; 0.039;              ;245.817418;-26.499900
245.81663889;-26.54454000;  766;20.954; 0.017; 1.620; 0.034;      ;      ;              ;245.816639;-26.544540
245.81656500;-26.54952000;  768;20.336; 0.010; 1.114; 0.018; 0.680; 0.055;              ;245.816565;-26.549520
245.81800389;-26.47087000;  769;19.869; 0.010; 1.297; 0.014; 1.039; 0.050;              ;245.818004;-26.470870
245.81762889;-26.49360000;  771;20.847; 0.016; 1.555; 0.028;      ;      ;              ;245.817629;-26.493600
245.81653111;-26.55451000;  773;21.089; 0.014; 1.587; 0.043;      ;      ;              ;245.816531;-26.554510
245.81674111;-26.54399000;  775;19.791; 0.007; 1.448; 0.015; 1.180; 0.056;              ;245.816741;-26.543990
245.81805306;-26.47151000;  777;20.310; 0.011; 1.399; 0.017; 1.225; 0.074;              ;245.818053;-26.471510
245.81783194;-26.48500000;  781;18.900; 0.005; 1.086; 0.007; 0.428; 0.015;              ;245.817832;-26.485000
245.81802694;-26.47436000;  783;18.115; 0.005; 0.970; 0.006; 0.209; 0.008;              ;245.818027;-26.474360
245.81583389;-26.59556000;  784;18.447; 0.008; 1.014; 0.010; 0.306; 0.009;              ;245.815834;-26.595560
245.81647000;-26.56141000;  786;18.639; 0.004; 1.026; 0.006; 0.389; 0.009;              ;245.816470;-26.561410
245.81719611;-26.52177000;  788;21.067; 0.016; 1.600; 0.035;      ;      ;              ;245.817196;-26.521770
245.81827194;-26.46273000;  789;19.381; 0.010; 1.175; 0.014; 0.714; 0.030;              ;245.818272;-26.462730
245.81702500;-26.53338000;  791;21.748; 0.025; 1.788; 0.064;      ;      ;              ;245.817025;-26.533380
245.81686194;-26.54302000;  793;18.565; 0.005; 0.872; 0.006; 0.142; 0.011;              ;245.816862;-26.543020
245.81650694;-26.56260000;  794;18.604; 0.005; 1.007; 0.008; 0.345; 0.014;              ;245.816507;-26.562600
245.81822611;-26.46878000;  797;17.435; 0.004; 0.887; 0.004; 0.182; 0.006;              ;245.818226;-26.468780
245.81831306;-26.46467000;  798;17.353; 0.004; 0.892; 0.005; 0.180; 0.007;              ;245.818313;-26.464670
245.81696000;-26.54034000;  800;19.069; 0.006; 1.114; 0.008; 0.528; 0.021;              ;245.816960;-26.540340
245.81747306;-26.51352000;  804;21.323; 0.022; 1.806; 0.058;      ;      ;              ;245.817473;-26.513520
245.81691806;-26.54438000;  805;20.502; 0.011; 1.426; 0.021;      ;      ;              ;245.816918;-26.544380
245.81835500;-26.46653000;  808;21.187; 0.017; 1.216; 0.029; 0.751; 0.102;              ;245.818355;-26.466530
245.81632000;-26.58076000;  809;21.430; 0.019; 1.323; 0.044;      ;      ;              ;245.816320;-26.580760
245.81866611;-26.45108000;  810;21.816; 0.023; 1.069; 0.044; 0.556; 0.141;              ;245.818666;-26.451080
245.81772194;-26.50410000;  813;16.618; 0.004; 0.864; 0.004; 0.118; 0.004;              ;245.817722;-26.504100
245.81780000;-26.50042000;  814;21.837; 0.027; 1.832; 0.062;      ;      ;              ;245.817800;-26.500420
245.81762889;-26.51004000;  815;22.803; 0.055; 1.017; 0.106;      ;      ;              ;245.817629;-26.510040
