#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-11T00:19:26 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-11T00:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PASP/116/1012/cat1&-order=I&-out=n_SMV&-out=SMV&-out=Umag&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=Imag&-out=Memb&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61161012
#Name: J/PASP/116/1012
#Title: A star catalog for the open cluster NGC 188 (Stetson+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/pasp/116/1012	    IVOID of underlying data collection
#INFO	creator=Stetson P.B.	    First author or institution
#INFO	cites=bibcode:2004PASP..116.1012S	    Article or Data origin sources
#INFO	editor=Publications of the Astronomical Society of the Pacific	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/116/1012	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61161012	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_116_1012_cat1:
#Name: J/PASP/116/1012/cat1
#Title: Original photometry merged with previously published photometry and memberships
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_SMV	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV	(I7)	Sequential ID number	[ucd=meta.id;meta.main]
#Column	Umag	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	Imag	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	Memb	(I3)	? Mean membership probability in %	[ucd=stat]
#Column	RAJ2000	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;n_SMV;SMV;Umag;Bmag;e_Bmag;Vmag;e_Vmag;Rmag;e_Rmag;Imag;Memb;RAJ2000;DEJ2000
006.2856250;+85.0801667;x;    214;      ;15.542;0.0270;14.013;0.0150;      ;      ;      ;  0;00 25 08.55;+85 04 48.6
006.1374583;+85.2113611;x;    215;      ;22.102;0.0356;20.651;0.0204;      ;      ;      ;   ;00 24 32.99;+85 12 40.9
005.8564583;+85.4458889;x;    220;      ;16.257;0.0159;15.629;0.0158;      ;      ;      ;  0;00 23 25.55;+85 26 45.2
005.9855833;+85.3470000;x;    221;      ;20.965;0.0175;20.244;0.0177;      ;      ;      ;   ;00 23 56.54;+85 20 49.2
006.3142917;+85.0746111;x;    223;      ;20.037;0.0234;18.957;0.0168;      ;      ;      ;   ;00 25 15.43;+85 04 28.6
006.2195833;+85.1639722;x;    225;      ;20.992;0.0377;19.565;0.0197;      ;      ;      ;   ;00 24 52.70;+85 09 50.3
005.8732500;+85.4447500;x;    226;      ;21.216;0.0189;20.602;0.0183;      ;      ;      ;   ;00 23 29.58;+85 26 41.1
006.3140000;+85.0877222;x;    228;      ;18.183;0.0205;17.553;0.0155;      ;      ;      ;   ;00 25 15.36;+85 05 15.8
006.0233333;+85.3401944;x;    231;      ;17.419;0.0152;16.276;0.0154;      ;      ;      ;  0;00 24 05.60;+85 20 24.7
006.0808750;+85.2970278;x;    233;      ;17.676;0.0156;17.002;0.0157;      ;      ;      ;  0;00 24 19.41;+85 17 49.3
006.1297500;+85.2614167;x;    234;      ;21.994;0.0594;20.332;0.0175;      ;      ;      ;   ;00 24 31.14;+85 15 41.1
005.9695833;+85.3926389;x;    236;      ;18.526;0.0157;17.994;0.0157;      ;      ;      ;  0;00 23 52.70;+85 23 33.5
006.0619583;+85.3207500;x;    237;      ;19.363;0.0166;18.713;0.0152;      ;      ;      ;  0;00 24 14.87;+85 19 14.7
006.1397500;+85.2595278;x;    238;      ;16.797;0.0159;15.891;0.0161;      ;      ;      ;  0;00 24 33.54;+85 15 34.3
006.3475833;+85.0863889;x;    240;      ;20.302;0.0216;19.736;0.0216;      ;      ;      ;   ;00 25 23.42;+85 05 11.0
006.1457083;+85.2606111;x;    241;      ;21.276;0.0200;19.796;0.0172;      ;      ;      ;   ;00 24 34.97;+85 15 38.2
006.3310000;+85.1080000;x;    242;      ;17.689;0.0216;16.798;0.0153;      ;      ;      ;  0;00 25 19.44;+85 06 28.8
006.1470833;+85.2654722;x;    243;      ;16.961;0.0156;16.306;0.0159;      ;      ;      ;  0;00 24 35.30;+85 15 55.7
006.3630417;+85.0822778;x;    244;      ;20.488;0.0178;19.012;0.0170;      ;      ;      ;   ;00 25 27.13;+85 04 56.2
006.1355417;+85.2796667;x;    246;      ;22.221;0.0150;20.584;0.0198;      ;      ;      ;   ;00 24 32.53;+85 16 46.8
005.9087083;+85.4595000;x;    247;      ;19.890;0.0172;18.744;0.0168;      ;      ;      ;  0;00 23 38.09;+85 27 34.2
005.8956250;+85.4707500;x;    248;      ;21.344;0.0290;20.589;0.0216;      ;      ;      ;   ;00 23 34.95;+85 28 14.7
006.2397917;+85.1969167;x;    249;      ;21.453;0.0190;20.062;0.0199;      ;      ;      ;   ;00 24 57.55;+85 11 48.9
006.4032917;+85.0532778;x;    250;      ;16.694;0.0183;15.933;0.0151;      ;      ;      ;  0;00 25 36.79;+85 03 11.8
006.2206250;+85.2165833;x;    254;      ;19.173;0.0159;18.258;0.0155;      ;      ;      ; 17;00 24 52.95;+85 12 59.7
006.0907500;+85.3252222;x;    255;      ;15.919;0.0162;15.069;0.0162;      ;      ;      ;  0;00 24 21.78;+85 19 30.8
006.1965417;+85.2381667;x;    256;      ;16.691;0.0152;15.984;0.0154;      ;      ;      ;  0;00 24 47.17;+85 14 17.4
006.0067500;+85.3991111;x;    259;      ;15.807;0.0152;15.078;0.0158;      ;      ;      ;  0;00 24 01.62;+85 23 56.8
006.0775417;+85.3437778;x;    260;      ;13.243;0.0150;12.749;0.0150;      ;      ;      ;  1;00 24 18.61;+85 20 37.6
006.3263333;+85.1369444;x;    261;      ;20.412;0.0179;19.605;0.0150;      ;      ;      ;  1;00 25 18.32;+85 08 13.0
006.3829583;+85.0884722;x;    262;      ;21.636;0.0150;21.077;0.0150;      ;      ;      ;   ;00 25 31.91;+85 05 18.5
005.8794583;+85.5015278;x;    263;      ;22.481;0.0150;20.859;0.0150;      ;      ;      ;   ;00 23 31.07;+85 30 05.5
006.4347083;+85.0439444;x;    264;      ;21.268;0.0216;19.768;0.0170;      ;      ;      ;   ;00 25 44.33;+85 02 38.2
006.4585833;+85.0251389;x;    265;      ;21.077;0.0150;19.450;0.0197;      ;      ;      ;   ;00 25 50.06;+85 01 30.5
006.1157500;+85.3231944;x;    266;      ;18.059;0.0159;17.419;0.0152;      ;      ;      ;  0;00 24 27.78;+85 19 23.5
006.1753333;+85.2813056;x;    268;      ;21.587;0.0415;19.863;0.0167;      ;      ;      ;   ;00 24 42.08;+85 16 52.7
006.1881250;+85.2722778;x;    271;      ;20.783;0.0186;19.527;0.0179;      ;      ;      ;  2;00 24 45.15;+85 16 20.2
006.1566250;+85.2985278;x;    272;      ;18.866;0.0164;18.163;0.0154;      ;      ;      ; 33;00 24 37.59;+85 17 54.7
006.3805417;+85.1122778;x;    273;      ;20.935;0.0150;19.527;0.0155;      ;      ;      ;   ;00 25 31.33;+85 06 44.2
006.2730833;+85.2089722;x;    274;      ;20.549;0.0190;19.994;0.0162;      ;      ;      ;   ;00 25 05.54;+85 12 32.3
005.9171667;+85.4970833;x;    275;      ;22.245;0.0150;21.255;0.0150;      ;      ;      ;   ;00 23 40.12;+85 29 49.5
006.3152917;+85.1760556;x;    276;      ;18.033;0.0150;17.361;0.0155;      ;      ;      ;  0;00 25 15.67;+85 10 33.8
005.9288333;+85.4908056;x;    277;      ;19.208;0.0205;18.546;0.0153;      ;      ;      ;   ;00 23 42.92;+85 29 26.9
006.2150833;+85.2630000;x;    278;      ;      ;      ;21.110;0.0150;      ;      ;      ;   ;00 24 51.62;+85 15 46.8
006.3388333;+85.1586389;x;    279;      ;20.325;0.0172;19.413;0.0168;      ;      ;      ;   ;00 25 21.32;+85 09 31.1
006.4432083;+85.0661389;x;    280;      ;21.307;0.0358;20.126;0.0229;      ;      ;      ;   ;00 25 46.37;+85 03 58.1
006.3379167;+85.1612778;x;    281;      ;20.318;0.0154;19.156;0.0168;      ;      ;      ;   ;00 25 21.10;+85 09 40.6
006.4865833;+85.0284722;x;    282;      ;21.265;0.0200;19.843;0.0157;      ;      ;      ;   ;00 25 56.78;+85 01 42.5
006.4169167;+85.0932778;x;    283;      ;19.064;0.0227;18.064;0.0153;      ;      ;      ;   ;00 25 40.06;+85 05 35.8
006.3951250;+85.1154444;x;    284;      ;21.789;0.0150;20.328;0.0170;      ;      ;      ;   ;00 25 34.83;+85 06 55.6
006.0655417;+85.3954722;x;    285;      ;19.306;0.0152;18.294;0.0153;      ;      ;      ;  0;00 24 15.73;+85 23 43.7
006.1592083;+85.3255833;x;    287;      ;18.061;0.0170;17.014;0.0159;      ;      ;      ;  0;00 24 38.21;+85 19 32.1
006.1448333;+85.3423889;x;    288;      ;20.979;0.0163;19.749;0.0154;      ;      ;      ;   ;00 24 34.76;+85 20 32.6
006.5177917;+85.0194167;x;    289;      ;19.717;0.0230;18.441;0.0320;      ;      ;      ;   ;00 26 04.27;+85 01 09.9
006.3817500;+85.1478333;x;    291;      ;21.812;0.0275;20.391;0.0150;      ;      ;      ;   ;00 25 31.62;+85 08 52.2
006.3946250;+85.1364722;x;    292;      ;21.437;0.0150;20.086;0.0150;      ;      ;      ;   ;00 25 34.71;+85 08 11.3
006.2083333;+85.2973611;x;    293;      ;17.573;0.0153;16.934;0.0154;      ;      ;      ;  0;00 24 50.00;+85 17 50.5
006.0103333;+85.4614167;x;    294;      ;21.045;0.0180;20.523;0.0234;      ;      ;      ;   ;00 24 02.48;+85 27 41.1
005.9198333;+85.5306111;x;    295;      ;17.290;0.0182;16.532;0.0152;      ;      ;      ;  0;00 23 40.76;+85 31 50.2
006.3882500;+85.1520278;x;    296;      ;20.617;0.0195;19.447;0.0193;      ;      ;      ;  5;00 25 33.18;+85 09 07.3
005.9684167;+85.4994722;x;    297;      ;21.109;0.0204;19.677;0.0162;      ;      ;      ;   ;00 23 52.42;+85 29 58.1
005.9566667;+85.5093056;x;    299;      ;19.111;0.0207;18.380;0.0153;      ;      ;      ;   ;00 23 49.60;+85 30 33.5
005.9404583;+85.5224167;x;    300;      ;20.803;0.0210;20.108;0.0163;      ;      ;      ;   ;00 23 45.71;+85 31 20.7
006.5452500;+85.0148889;x;    302;      ;17.436;0.0175;16.700;0.0157;      ;      ;      ;   ;00 26 10.86;+85 00 53.6
005.9158750;+85.5423056;x;    303;      ;18.887;0.0182;17.654;0.0151;      ;      ;      ;   ;00 23 39.81;+85 32 32.3
006.1051667;+85.3959722;x;    304;      ;17.648;0.0155;16.728;0.0159;      ;      ;      ; 17;00 24 25.24;+85 23 45.5
006.3740833;+85.1707500;x;    305;      ;18.748;0.0150;17.951;0.0150;      ;      ;      ;   ;00 25 29.78;+85 10 14.7
006.3406667;+85.2003056;x;    306;      ;16.682;0.0153;15.993;0.0153;      ;      ;      ;  0;00 25 21.76;+85 12 01.1
006.3845833;+85.1628611;x;    307;      ;20.221;0.0183;18.880;0.0163;      ;      ;      ;   ;00 25 32.30;+85 09 46.3
005.9730000;+85.5029444;x;    311;      ;18.530;0.0189;17.551;0.0182;      ;      ;      ;   ;00 23 53.52;+85 30 10.6
006.5162917;+85.0505833;x;    312;      ;20.323;0.0205;18.902;0.0154;      ;      ;      ;   ;00 26 03.91;+85 03 02.1
006.3660417;+85.1881667;x;    314;      ;17.781;0.0152;17.192;0.0158;      ;      ;      ;  0;00 25 27.85;+85 11 17.4
006.3112083;+85.2358333;x;    315;      ;15.660;0.0152;15.062;0.0159;      ;      ;      ;  0;00 25 14.69;+85 14 09.0
005.9628750;+85.5198889;x;    316;      ;18.604;0.0182;17.760;0.0153;      ;      ;      ;   ;00 23 51.09;+85 31 11.6
006.3172917;+85.2363056;x;    317;      ;19.724;0.0150;18.617;0.0150;      ;      ;      ;  0;00 25 16.15;+85 14 10.7
006.5547500;+85.0251389;x;    319;      ;19.288;0.0170;18.348;0.0159;      ;      ;      ;   ;00 26 13.14;+85 01 30.5
006.1227083;+85.3995278;x;    320;      ;20.501;0.0166;19.149;0.0159;      ;      ;      ;  0;00 24 29.45;+85 23 58.3
006.0148750;+85.4862500;x;    321;      ;20.784;0.0159;19.172;0.0151;      ;      ;      ;   ;00 24 03.57;+85 29 10.5
006.4687917;+85.1074722;x;    322;      ;20.091;0.0198;19.471;0.0159;      ;      ;      ;   ;00 25 52.51;+85 06 26.9
006.1831667;+85.3544444;x;    323;      ;17.651;0.0153;16.748;0.0157;      ;      ;      ; 28;00 24 43.96;+85 21 16.0
006.4827500;+85.0971111;x;    324;      ;21.682;0.0150;21.005;0.0150;      ;      ;      ;   ;00 25 55.86;+85 05 49.6
006.4969167;+85.0851667;x;    325;      ;19.577;0.0216;18.707;0.0216;      ;      ;      ;   ;00 25 59.26;+85 05 06.6
006.5004583;+85.0847778;x;    326;      ;      ;      ;20.022;0.0150;      ;      ;      ;  0;00 26 00.11;+85 05 05.2
006.3114583;+85.2526944;x;    327;      ;17.627;0.0159;16.661;0.0158;      ;      ;      ; 46;00 25 14.75;+85 15 09.7
006.2338750;+85.3199722;x;    329;      ;19.320;0.0184;18.591;0.0159;      ;      ;      ;  0;00 24 56.13;+85 19 11.9
006.0150833;+85.4955278;x;    330;      ;18.094;0.0184;16.946;0.0151;      ;      ;      ;   ;00 24 03.62;+85 29 43.9
006.5410417;+85.0512500;x;    331;      ;17.140;0.0175;16.332;0.0151;      ;      ;      ;   ;00 26 09.85;+85 03 04.5
006.3441667;+85.2282222;x;    332;      ;19.181;0.0157;18.334;0.0158;      ;      ;      ; 51;00 25 22.60;+85 13 41.6
005.9808750;+85.5231944;x;    333;      ;20.567;0.0201;19.724;0.0151;      ;      ;      ;   ;00 23 55.41;+85 31 23.5
006.1362917;+85.4026944;x;    334;      ;19.095;0.0158;18.093;0.0155;      ;      ;      ;  0;00 24 32.71;+85 24 09.7
006.5012917;+85.0940000;x;    335;      ;20.776;0.0189;20.247;0.0186;      ;      ;      ;   ;00 26 00.31;+85 05 38.4
006.2675000;+85.2994167;x;    336;      ;19.750;0.0158;18.861;0.0157;      ;      ;      ;  0;00 25 04.20;+85 17 57.9
006.2651667;+85.3042222;x;    338;      ;21.478;0.0234;20.432;0.0198;      ;      ;      ;  0;00 25 03.64;+85 18 15.2
006.0560833;+85.4787222;x;    342;      ;18.265;0.0164;17.213;0.0186;      ;      ;      ; 46;00 24 13.46;+85 28 43.4
006.0179583;+85.5102778;x;    344;      ;20.210;0.0204;19.608;0.0154;      ;      ;      ;   ;00 24 04.31;+85 30 37.0
006.2373333;+85.3365833;x;    346;      ;19.693;0.0151;18.858;0.0160;      ;      ;      ;   ;00 24 56.96;+85 20 11.7
005.9833333;+85.5452222;x;    350;      ;21.137;0.0153;20.398;0.0168;      ;      ;      ;   ;00 23 56.00;+85 32 42.8
006.5292083;+85.0940278;x;    352;      ;22.071;0.0150;20.417;0.0216;      ;      ;      ;   ;00 26 07.01;+85 05 38.5
006.4578750;+85.1643889;x;    353;      ;21.254;0.0150;19.622;0.0189;      ;      ;      ;   ;00 25 49.89;+85 09 51.8
006.2644167;+85.3343333;x;    355;      ;14.544;0.0188;13.707;0.0399;      ;      ;      ;  0;00 25 03.46;+85 20 03.6
006.1824583;+85.4030278;x;    356;      ;20.115;0.0153;19.176;0.0173;      ;      ;      ;  0;00 24 43.79;+85 24 10.9
006.3255833;+85.2844722;x;    357;      ;21.940;0.0150;20.155;0.0170;      ;      ;      ;   ;00 25 18.14;+85 17 04.1
006.1719167;+85.4125833;x;    358;      ;21.474;0.0240;19.816;0.0177;      ;      ;      ;  0;00 24 41.26;+85 24 45.3
006.1364583;+85.4456111;x;    359;      ;19.377;0.0175;18.360;0.0186;      ;      ;      ;   ;00 24 32.75;+85 26 44.2
006.1162917;+85.4636944;x;    360;      ;20.126;0.0159;18.902;0.0183;      ;      ;      ;  0;00 24 27.91;+85 27 49.3
006.0169167;+85.5463889;x;    363;      ;21.441;0.0209;20.208;0.0180;      ;      ;      ;   ;00 24 04.06;+85 32 47.0
006.6102083;+85.0462222;x;    364;      ;20.323;0.0198;19.451;0.0179;      ;      ;      ;   ;00 26 26.45;+85 02 46.4
006.4602500;+85.1905000;x;    365;      ;16.918;0.0154;16.354;0.0158;      ;      ;      ;  0;00 25 50.46;+85 11 25.8
006.2492917;+85.3754444;x;    366;      ;19.903;0.0594;19.318;0.0570;      ;      ;      ;   ;00 24 59.83;+85 22 31.6
006.1333750;+85.4694444;x;    367;      ;21.873;0.0238;21.233;0.0150;      ;      ;      ;   ;00 24 32.01;+85 28 10.0
006.3595000;+85.2860556;x;    368;      ;15.405;0.0152;14.824;0.0159;      ;      ;      ;  0;00 25 26.28;+85 17 09.8
006.2563333;+85.3737778;x;    369;      ;21.873;0.0150;20.320;0.0237;      ;      ;      ;   ;00 25 01.52;+85 22 25.6
006.6242500;+85.0512778;x;    370;      ;15.145;0.0195;14.461;0.0150;      ;      ;      ;  0;00 26 29.82;+85 03 04.6
006.2194583;+85.4068889;x;    371;      ;17.186;0.0153;16.417;0.0154;      ;      ;      ; 38;00 24 52.67;+85 24 24.8
006.3709583;+85.2828056;x;    372;      ;19.692;0.0157;18.756;0.0155;      ;      ;      ;  0;00 25 29.03;+85 16 58.1
006.3832083;+85.2725278;x;    373;      ;20.517;0.0175;19.875;0.0198;      ;      ;      ;  0;00 25 31.97;+85 16 21.1
006.4438750;+85.2223333;x;    374;      ;20.429;0.0161;19.574;0.0167;      ;      ;      ;  2;00 25 46.53;+85 13 20.4
006.1025833;+85.5055278;x;    375;      ;21.808;0.0150;20.916;0.0227;      ;      ;      ;   ;00 24 24.62;+85 30 19.9
006.1882917;+85.4403611;x;    376;      ;20.518;0.0183;18.912;0.0180;      ;      ;      ;  0;00 24 45.19;+85 26 25.3
006.2484167;+85.3921389;x;    377;      ;21.688;0.0150;20.916;0.0150;      ;      ;      ;   ;00 24 59.62;+85 23 31.7
006.5567917;+85.1265278;x;    378;      ;20.687;0.0157;19.108;0.0153;      ;      ;      ; 32;00 26 13.63;+85 07 35.5
006.5439583;+85.1386667;x;    379;      ;16.165;0.0189;15.402;0.0150;      ;      ;      ;  0;00 26 10.55;+85 08 19.2
006.1436250;+85.4795278;x;    380;      ;21.596;0.0150;20.316;0.0150;      ;      ;      ;   ;00 24 34.47;+85 28 46.3
006.5267083;+85.1563611;x;    381;      ;17.007;0.0157;16.244;0.0159;      ;      ;      ;  0;00 26 06.41;+85 09 22.9
006.4112917;+85.2598056;x;    382;      ;18.460;0.0156;17.602;0.0161;      ;      ;      ;  0;00 25 38.71;+85 15 35.3
006.2757500;+85.3761944;x;    383;      ;21.854;0.0309;21.025;0.0219;      ;      ;      ;   ;00 25 06.18;+85 22 34.3
006.4862500;+85.1956944;x;    384;      ;19.928;0.0160;18.749;0.0164;      ;      ;      ; 19;00 25 56.70;+85 11 44.5
006.1055417;+85.5133056;x;    385;      ;22.043;0.0150;20.898;0.0238;      ;      ;      ;   ;00 24 25.33;+85 30 47.9
006.5210000;+85.1649444;x;    386;      ;19.006;0.0152;18.113;0.0157;      ;      ;      ;  0;00 26 05.04;+85 09 53.8
006.4133750;+85.2646389;x;    387;      ;19.394;0.0160;18.427;0.0153;      ;      ;      ;  0;00 25 39.21;+85 15 52.7
006.4589583;+85.2256667;x;    388;      ;18.126;0.0153;17.407;0.0154;      ;      ;      ;  0;00 25 50.15;+85 13 32.4
006.3060833;+85.3590000;x;    390;      ;21.281;0.0186;19.738;0.0186;      ;      ;      ;   ;00 25 13.46;+85 21 32.4
006.5532083;+85.1455000;x;    391;      ;21.976;0.0150;20.409;0.0200;      ;      ;      ;   ;00 26 12.77;+85 08 43.8
006.1482500;+85.4904444;x;    392;      ;21.467;0.0150;19.901;0.0150;      ;      ;      ;   ;00 24 35.58;+85 29 25.6
006.2371250;+85.4240833;x;    395;      ;22.165;0.0150;20.624;0.0184;      ;      ;      ;   ;00 24 56.91;+85 25 26.7
006.2296667;+85.4308056;x;    396;      ;22.455;0.0150;20.567;0.0204;      ;      ;      ;   ;00 24 55.12;+85 25 50.9
006.5007083;+85.2012500;x;    400;      ;17.369;0.0153;16.487;0.0154;      ;      ;      ;  0;00 26 00.17;+85 12 04.5
006.2502500;+85.4155000;x;    401;      ;17.850;0.0155;16.993;0.0155;      ;      ;      ;  0;00 25 00.06;+85 24 55.8
006.4470833;+85.2504444;x;    402;      ;19.347;0.0155;18.832;0.0164;      ;      ;      ;  0;00 25 47.30;+85 15 01.6
006.3856250;+85.3133333;x;    403;      ;20.532;0.0186;19.515;0.0161;      ;      ;      ;  0;00 25 32.55;+85 18 48.0
006.5027083;+85.2183611;x;    404;      ;21.193;0.0204;20.368;0.0181;      ;      ;      ;   ;00 26 00.65;+85 13 06.1
006.3842917;+85.3220833;x;    405;      ;19.994;0.0170;18.907;0.0167;      ;      ;      ;  0;00 25 32.23;+85 19 19.5
006.3066250;+85.3885278;x;    406;      ;18.034;0.0154;16.707;0.0154;      ;      ;      ;  0;00 25 13.59;+85 23 18.7
006.7228750;+85.0155556;x;    407;      ;20.578;0.0163;19.011;0.0165;      ;      ;      ;   ;00 26 53.49;+85 00 56.0
006.4967083;+85.2284167;x;    408;      ;20.194;0.0166;19.440;0.0153;      ;      ;      ;  6;00 25 59.21;+85 13 42.3
006.6023333;+85.1360556;x;    412;      ;20.337;0.0580;19.458;0.0150;      ;      ;      ;   ;00 26 24.56;+85 08 09.8
006.2966250;+85.4044722;x;    413;      ;19.696;0.0307;19.633;0.0397;      ;      ;      ;  0;00 25 11.19;+85 24 16.1
006.4956250;+85.2357778;x;    414;      ;18.907;0.0160;17.962;0.0158;      ;      ;      ;  0;00 25 58.95;+85 14 08.8
006.4887500;+85.2431389;x;    415;      ;15.497;0.0152;14.757;0.0164;      ;      ;      ;  0;00 25 57.30;+85 14 35.3
006.7062083;+85.0438333;x;    416;      ;18.675;0.0198;18.008;0.0153;      ;      ;      ;   ;00 26 49.49;+85 02 37.8
006.1095000;+85.5585278;x;    418;      ;17.574;0.0175;16.579;0.0152;      ;      ;      ;  0;00 24 26.28;+85 33 30.7
006.7042917;+85.0486667;x;    419;      ;18.058;0.0168;17.272;0.0154;      ;      ;      ;   ;00 26 49.03;+85 02 55.2
006.2968333;+85.4116667;x;    420;      ;16.832;0.0153;16.013;0.0154;      ;      ;      ;  0;00 25 11.24;+85 24 42.0
006.3695417;+85.3525000;x;    421;      ;20.166;0.0159;19.613;0.0171;      ;      ;      ;   ;00 25 28.69;+85 21 09.0
006.6570417;+85.0966944;x;    422;      ;18.161;0.0178;17.250;0.0154;      ;      ;      ; 44;00 26 37.69;+85 05 48.1
006.6679167;+85.0878611;x;    424;      ;16.561;0.0183;15.877;0.0153;      ;      ;      ;  0;00 26 40.30;+85 05 16.3
006.3209167;+85.3958611;x;    425;      ;19.091;0.0155;18.434;0.0157;      ;      ;      ;  0;00 25 17.02;+85 23 45.1
006.6082500;+85.1460833;x;    426;      ;15.429;0.0186;14.906;0.0189;      ;      ;      ;  0;00 26 25.98;+85 08 45.9
006.7367917;+85.0297500;x;    428;      ;21.002;0.0195;19.779;0.0170;      ;      ;      ;   ;00 26 56.83;+85 01 47.1
006.3424167;+85.3876944;x;    430;      ;17.150;0.0160;16.637;0.0179;      ;      ;      ;  0;00 25 22.18;+85 23 15.7
006.2814583;+85.4391389;x;    431;      ;21.962;0.0150;20.629;0.0150;      ;      ;      ;   ;00 25 07.55;+85 26 20.9
006.6042083;+85.1670833;x;    434;      ;21.169;0.0193;20.524;0.0325;      ;      ;      ;   ;00 26 25.01;+85 10 01.5
006.7285417;+85.0550000;x;    437;      ;18.260;0.0178;17.493;0.0157;      ;      ;      ;   ;00 26 54.85;+85 03 18.0
006.2155833;+85.5042500;x;    438;      ;19.217;0.0183;17.977;0.0163;      ;      ;      ;  0;00 24 51.74;+85 30 15.3
006.4941250;+85.2720556;x;    440;      ;19.599;0.0181;18.435;0.0164;      ;      ;      ;  6;00 25 58.59;+85 16 19.4
006.3212500;+85.4214444;x;    441;      ;16.962;0.0154;15.947;0.0159;      ;      ;      ;  7;00 25 17.10;+85 25 17.2
006.4744583;+85.2929444;x;    443;      ;21.412;0.0437;20.131;0.0351;      ;      ;      ;   ;00 25 53.87;+85 17 34.6
006.4389583;+85.3241111;x;    444;      ;21.279;0.0172;20.571;0.0172;      ;      ;      ;   ;00 25 45.35;+85 19 26.8
006.3147500;+85.4303611;x;    447;      ;21.908;0.0150;20.950;0.0277;      ;      ;      ;   ;00 25 15.54;+85 25 49.3
006.4353333;+85.3299722;x;    448;      ;20.625;0.0202;20.052;0.0163;      ;      ;      ;   ;00 25 44.48;+85 19 47.9
006.4826667;+85.2895833;x;    450;      ;18.139;0.0154;17.303;0.0154;      ;      ;      ; 13;00 25 55.84;+85 17 22.5
006.6605833;+85.1298056;x;    452;      ;17.883;0.0168;17.115;0.0153;      ;      ;      ;  0;00 26 38.54;+85 07 47.3
006.2427917;+85.4934167;x;    453;      ;21.432;0.0315;19.951;0.0163;      ;      ;      ;   ;00 24 58.27;+85 29 36.3
006.3332083;+85.4270000;x;    462;      ;16.089;0.0153;15.539;0.0155;      ;      ;      ; 45;00 25 19.97;+85 25 37.2
006.5410000;+85.2510556;x;    463;      ;      ;      ;20.812;0.0150;      ;      ;      ;   ;00 26 09.84;+85 15 03.8
006.7735833;+85.0348611;x;    464;      ;21.466;0.0150;20.727;0.0330;      ;      ;      ;   ;00 27 05.66;+85 02 05.5
006.5306250;+85.2610556;x;    465;      ;18.697;0.0158;17.602;0.0158;      ;      ;      ;  0;00 26 07.35;+85 15 39.8
006.4855000;+85.3015833;x;    466;      ;21.602;0.0292;20.788;0.0212;      ;      ;      ;   ;00 25 56.52;+85 18 05.7
